#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,2820.0,2680.0,2960.0
1,3230.0,4190.0,4370.0
2,3993.33333333,4720.0,4440.0
3,4335.0,5035.0,4885.0
4,4768.0,5272.0,5224.0
5,4916.66666667,5500.0,5353.33333333
6,5220.0,5605.71428571,5477.14285714
7,5442.5,5590.0,5487.5
8,5546.66666667,5517.77777778,5624.44444444
9,5628.0,5620.0,5740.0
10,5776.36363636,5778.18181818,5847.27272727
11,5688.33333333,5895.0,5995.0
12,5749.23076923,5969.23076923,6036.92307692
13,5818.57142857,6041.42857143,6027.14285714
14,5816.0,6125.33333333,6068.0
15,5848.75,6123.75,6083.75
16,5885.88235294,6195.29411765,6065.88235294
17,5926.66666667,6292.22222222,6055.55555556
18,5907.36842105,6350.52631579,6032.63157895
19,5886.0,6345.0,6047.0
20,5900.0,6339.04761905,6063.80952381
21,5923.63636364,6385.45454545,6019.09090909
22,5941.73913043,6476.52173913,6028.69565217
23,5931.66666667,6520.83333333,6049.16666667
24,5940.0,6595.2,6053.6
25,5946.92307692,6666.15384615,6057.69230769
26,5929.62962963,6649.62962963,6045.18518519
27,5927.85714286,6640.0,6057.85714286
28,5909.65517241,6670.34482759,6061.37931034
29,5894.66666667,6685.33333333,6060.0
30,5892.25806452,6679.35483871,6074.83870968
31,5885.625,6715.0,6088.125
32,5889.09090909,6733.93939394,6115.75757576
33,5885.29411765,6771.17647059,6097.64705882
34,5885.71428571,6780.0,6089.71428571
35,5890.0,6770.0,6087.77777778
36,5888.64864865,6763.24324324,6023.78378378
37,5886.84210526,6791.57894737,6025.78947368
38,5894.87179487,6793.84615385,6036.92307692
39,5900.0,6818.0,6043.0
40,5905.36585366,6857.56097561,6052.68292683
41,5906.66666667,6851.42857143,6056.66666667
42,5916.27906977,6868.8372093,6060.46511628
43,5923.63636364,6858.63636364,6050.90909091
44,5917.77777778,6862.66666667,6052.0
45,5913.04347826,6862.17391304,6054.7826087
46,5898.29787234,6812.76595745,6050.63829787
47,5901.66666667,6794.16666667,6045.41666667
48,5888.57142857,6794.28571429,6048.16326531
49,5894.4,6803.2,6046.8
50,5892.94117647,6807.84313725,6061.17647059
51,5898.46153846,6811.53846154,6068.46153846
52,5900.37735849,6809.81132075,6043.01886792
53,5891.11111111,6808.88888889,6032.96296296
54,5865.81818182,6824.0,6038.54545455
55,5862.14285714,6841.07142857,6033.92857143
56,5856.84210526,6837.54385965,6043.15789474
57,5859.65517241,6833.10344828,6043.10344828
58,5862.71186441,6839.66101695,6058.6440678
59,5870.33333333,6835.33333333,6070.66666667
60,5859.67213115,6840.98360656,6076.39344262
61,5859.03225806,6837.09677419,6084.19354839
62,5860.95238095,6844.12698413,6095.87301587
63,5862.5,6860.625,6109.0625
64,5867.38461538,6868.30769231,6113.84615385
65,5864.54545455,6868.18181818,6122.12121212
66,5867.46268657,6882.08955224,6138.20895522
67,5863.82352941,6884.11764706,6136.76470588
68,5861.15942029,6882.31884058,6142.60869565
69,5860.57142857,6878.0,6149.14285714
70,5854.64788732,6875.77464789,6160.28169014
71,5852.77777778,6856.66666667,6140.27777778
72,5850.95890411,6767.12328767,6124.65753425
73,5842.7027027,6680.0,6124.05405405
74,5839.2,6657.86666667,6124.26666667
75,5838.68421053,6674.47368421,6065.26315789
76,5841.03896104,6700.51948052,5990.64935065
77,5842.05128205,6724.87179487,5917.94871795
78,5847.34177215,6732.40506329,5847.08860759
79,5849.25,6748.5,5885.0
80,5851.11111111,6752.09876543,5923.20987654
81,5860.0,6756.82926829,5946.34146341
82,5858.55421687,6758.31325301,5975.6626506
83,5857.61904762,6760.71428571,5994.52380952
84,5854.82352941,6766.58823529,6006.82352941
85,5841.86046512,6772.09302326,6050.23255814
86,5842.52873563,6773.56321839,6077.70114943
87,5849.54545455,6775.45454545,6096.36363636
88,5862.92134831,6778.20224719,6116.40449438
89,5867.77777778,6780.22222222,6130.88888889
