#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,3660.0,4420.0,3820.0
1,4980.0,6410.0,5230.0
2,6040.0,7833.33333333,6020.0
3,6280.0,8580.0,6565.0
4,6832.0,8856.0,7064.0
5,7190.0,9260.0,7376.66666667
6,7462.85714286,9657.14285714,7571.42857143
7,7680.0,9937.5,7635.0
8,7786.66666667,10137.7777778,7717.77777778
9,7808.0,10258.0,7612.0
10,7914.54545455,10287.2727273,7696.36363636
11,7993.33333333,9926.66666667,7715.0
12,8104.61538462,9812.30769231,7700.0
13,8208.57142857,9937.14285714,7798.57142857
14,8225.33333333,9898.66666667,7709.33333333
15,8297.5,9996.25,7716.25
16,8240.0,10071.7647059,7763.52941176
17,8315.55555556,10122.2222222,7762.22222222
18,8375.78947368,10120.0,7733.68421053
19,8461.0,10129.0,7753.0
20,8516.19047619,10174.2857143,7697.14285714
21,8544.54545455,10189.0909091,7694.54545455
22,8563.47826087,10207.826087,7656.52173913
23,8600.83333333,10290.8333333,7655.0
24,8622.4,10324.0,7670.4
25,8639.23076923,10342.3076923,7698.46153846
26,8691.11111111,10304.4444444,7730.37037037
27,8689.28571429,10312.1428571,7706.42857143
28,8701.37931034,10369.6551724,7721.37931034
29,8684.0,10416.0,7718.0
30,8712.90322581,10329.0322581,7732.90322581
31,8740.625,10319.375,7729.375
32,8772.12121212,10331.5151515,7733.93939394
33,8786.47058824,10292.9411765,7732.94117647
34,8808.0,10289.1428571,7740.0
35,8801.11111111,10303.8888889,7697.22222222
36,8645.40540541,10321.0810811,7665.94594595
37,8435.78947368,10354.7368421,7687.36842105
38,8231.28205128,10357.9487179,7701.02564103
39,8196.0,10371.5,7716.5
40,8215.12195122,10391.7073171,7714.63414634
41,8231.9047619,10387.6190476,7655.23809524
42,8257.6744186,10400.0,7655.81395349
43,8270.45454545,10385.0,7660.90909091
44,8283.11111111,10396.0,7659.55555556
45,8294.7826087,10410.8695652,7660.43478261
46,8312.34042553,10416.1702128,7659.14893617
47,8331.25,10423.3333333,7647.08333333
48,8334.28571429,10428.1632653,7660.0
49,8343.6,10449.2,7662.8
50,8357.25490196,10434.1176471,7672.94117647
51,8372.69230769,10252.6923077,7689.61538462
52,8388.67924528,10117.7358491,7690.94339623
53,8398.14814815,10130.3703704,7696.66666667
54,8417.45454545,10133.0909091,7686.54545455
55,8410.71428571,10138.9285714,7682.5
56,8415.43859649,10149.122807,7682.45614035
57,8358.96551724,10183.4482759,7694.13793103
58,8319.66101695,10208.4745763,7699.3220339
59,8334.66666667,10232.6666667,7706.33333333
60,8347.21311475,10237.0491803,7710.49180328
61,8356.77419355,10254.8387097,7716.4516129
62,8379.04761905,10205.3968254,7725.71428571
63,8373.4375,10202.8125,7729.0625
64,8377.53846154,10201.5384615,7615.07692308
65,8360.90909091,10200.0,7504.54545455
66,8376.41791045,10215.2238806,7397.31343284
67,8394.11764706,10233.2352941,7429.70588235
68,8400.86956522,10235.6521739,7475.07246377
69,8403.42857143,10246.8571429,7493.71428571
70,8415.21126761,10257.1830986,7522.53521127
71,8399.72222222,10257.5,7547.5
72,8413.69863014,10272.8767123,7556.98630137
73,8429.45945946,10278.3783784,7585.40540541
74,8437.6,10298.6666667,7618.13333333
75,8412.10526316,10304.7368421,7642.10526316
76,8386.75324675,10303.3766234,7672.20779221
77,8410.51282051,10268.7179487,7682.30769231
78,8426.07594937,10189.6202532,7695.94936709
79,8447.25,10196.5,7708.0
80,8468.64197531,10215.308642,7738.51851852
81,8485.85365854,10227.5609756,7770.0
82,8506.5060241,10250.1204819,7751.80722892
83,8514.04761905,10267.8571429,7781.42857143
84,8524.47058824,10270.1176471,7810.35294118
85,8521.1627907,10270.9302326,7818.13953488
86,8542.29885057,10287.816092,7848.50574713
87,8559.31818182,10292.2727273,7857.27272727
88,8581.57303371,10295.7303371,7866.74157303
89,8602.0,10295.1111111,7903.33333333
