#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,4980.0,3740.0,4080.0
1,6640.0,5960.0,5080.0
2,7506.66666667,7233.33333333,5786.66666667
3,8065.0,7750.0,7080.0
4,8228.0,7988.0,7780.0
5,8063.33333333,8096.66666667,8156.66666667
6,8371.42857143,8120.0,8105.71428571
7,8682.5,8130.0,8127.5
8,8904.44444444,8200.0,8331.11111111
9,9106.0,8246.0,8562.0
10,9274.54545455,8316.36363636,8714.54545455
11,8545.0,8328.33333333,8851.66666667
12,8387.69230769,8201.53846154,8786.15384615
13,8408.57142857,8264.28571429,8762.85714286
14,8577.33333333,8288.0,8913.33333333
15,8785.0,8311.25,9013.75
16,8823.52941176,8338.82352941,9127.05882353
17,8845.55555556,8344.44444444,9103.33333333
18,8905.26315789,8295.78947368,9050.52631579
19,8962.0,8255.0,9110.0
20,9104.76190476,8248.57142857,9082.85714286
21,9192.72727273,8235.45454545,9103.63636364
22,9254.7826087,8243.47826087,9128.69565217
23,9295.0,8247.5,9200.0
24,9398.4,8242.4,9221.6
25,9488.46153846,8247.69230769,9281.53846154
26,9489.62962963,8234.81481481,9320.74074074
27,9477.85714286,8231.42857143,9339.28571429
28,9533.10344828,8213.79310345,9347.5862069
29,9596.66666667,8296.0,9348.0
30,9608.38709677,8290.32258065,9205.16129032
31,9661.25,8300.625,9209.375
32,9612.12121212,8281.21212121,9190.90909091
33,9482.94117647,8267.05882353,9185.29411765
34,9518.28571429,8226.28571429,9128.57142857
35,9515.0,8209.44444444,9053.88888889
36,9539.45945946,8178.91891892,9029.18918919
37,9533.68421053,8176.84210526,9000.52631579
38,9541.02564103,8153.33333333,8987.69230769
39,9556.0,8079.0,8965.0
40,9528.29268293,8092.19512195,8947.31707317
41,9538.0952381,8100.47619048,8945.23809524
42,9540.0,8112.55813953,8941.86046512
43,9528.63636364,8133.63636364,8931.36363636
44,9508.44444444,8155.11111111,8898.22222222
45,9438.69565217,8158.26086957,8881.73913043
46,9428.93617021,8153.19148936,8899.14893617
47,9416.66666667,8165.0,8895.83333333
48,9388.57142857,8180.81632653,8868.97959184
49,9376.0,8192.4,8871.2
50,9365.49019608,8183.52941176,8894.11764706
51,9354.23076923,8188.84615385,8902.69230769
52,9345.28301887,8208.67924528,8921.88679245
53,9340.74074074,8226.2962963,8937.03703704
54,9228.72727273,8226.18181818,8910.18181818
55,9069.64285714,8085.0,8913.21428571
56,9030.52631579,7948.77192982,8922.10526316
57,9083.10344828,7817.24137931,8939.31034483
58,9108.81355932,7749.49152542,8950.16949153
59,9114.0,7747.0,8976.0
60,9118.68852459,7788.85245902,8990.49180328
61,9117.09677419,7831.61290323,8996.12903226
62,9115.87301587,7849.52380952,8986.34920635
63,9115.3125,7841.5625,8982.5
64,9106.15384615,7861.84615385,8998.46153846
65,9101.51515152,7816.36363636,9000.3030303
66,9091.04477612,7828.95522388,8999.70149254
67,9080.0,7845.58823529,9000.88235294
68,9115.94202899,7869.56521739,9001.44927536
69,9131.71428571,7902.57142857,8998.28571429
70,9125.35211268,7926.1971831,8996.61971831
71,9121.38888889,7938.61111111,8983.33333333
72,9106.02739726,7941.36986301,8978.08219178
73,9103.78378378,7968.91891892,8998.10810811
74,9097.86666667,7990.13333333,8998.4
75,9092.63157895,7969.47368421,9009.21052632
76,9086.49350649,7985.45454545,8998.18181818
77,9080.0,8014.87179487,9010.76923077
78,9070.12658228,8014.6835443,9022.02531646
79,9102.25,8008.5,9023.75
80,9090.86419753,8007.40740741,9007.40740741
81,9081.2195122,8011.46341463,9005.36585366
82,9076.38554217,8013.4939759,9007.46987952
83,9069.04761905,8013.57142857,9006.9047619
84,9061.17647059,8008.70588235,9014.82352941
85,9054.41860465,8011.39534884,9023.02325581
86,9050.11494253,8007.5862069,9030.11494253
87,9030.68181818,8011.36363636,9027.04545455
88,9022.02247191,8013.70786517,9025.84269663
89,9006.66666667,8002.88888889,9028.66666667
