#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,6920.0,6240.0,7060.0
1,7980.0,8180.0,8760.0
2,9206.66666667,9153.33333333,9566.66666667
3,9720.0,9655.0,9910.0
4,9996.0,9936.0,10148.0
5,10190.0,10140.0,10313.3333333
6,10320.0,10280.0,10425.7142857
7,10417.5,10387.5,10507.5
8,10502.2222222,10468.8888889,10515.5555556
9,10560.0,10536.0,10624.0
10,10616.3636364,10585.4545455,10674.5454545
11,10655.0,10633.3333333,10701.6666667
12,10689.2307692,10669.2307692,10740.0
13,10721.4285714,10700.0,10768.5714286
14,10562.6666667,10742.6666667,10781.3333333
15,10621.25,10730.0,10802.5
16,10651.7647059,10748.2352941,10822.3529412
17,10682.2222222,10731.1111111,10836.6666667
18,10700.0,10752.6315789,10849.4736842
19,10722.0,10777.0,10851.0
20,10742.8571429,10786.6666667,10856.1904762
21,10758.1818182,10803.6363636,10869.0909091
22,10766.0869565,10815.6521739,10877.3913043
23,10785.8333333,10833.3333333,10889.1666667
24,10800.0,10844.8,10899.2
25,10821.5384615,10861.5384615,10907.6923077
26,10831.1111111,10869.6296296,10914.8148148
27,10842.8571429,10879.2857143,10920.7142857
28,10851.7241379,10900.0,10929.6551724
29,10863.3333333,10908.6666667,10935.3333333
30,10869.6774194,10914.1935484,10940.6451613
31,10879.375,10919.375,10948.75
32,10884.8484848,10926.6666667,10932.7272727
33,10892.9411765,10938.8235294,10937.6470588
34,10900.5714286,10944.5714286,10942.8571429
35,10903.8888889,10925.5555556,10953.8888889
36,10910.2702703,10928.1081081,10958.3783784
37,10916.3157895,10911.5789474,10961.5789474
38,10922.0512821,10924.1025641,10968.7179487
39,10927.0,10929.5,10970.5
40,10789.2682927,10752.195122,10972.6829268
41,10796.1904762,10511.4285714,10978.0952381
42,10804.6511628,10281.8604651,10981.8604651
43,10810.9090909,10062.7272727,10968.6363636
44,10817.7777778,9853.33333333,10976.0
45,10824.3478261,9653.04347826,10979.1304348
46,10830.6382979,9541.70212766,10982.1276596
47,10837.0833333,9574.16666667,10986.6666667
48,10842.0408163,9606.53061224,10983.2653061
49,10848.8,9637.2,10984.0
50,10853.3333333,9665.49019608,10987.0588235
51,10858.0769231,9693.84615385,10990.3846154
52,10863.3962264,9721.50943396,10992.4528302
53,10867.7777778,9746.66666667,10994.8148148
54,10874.1818182,9765.81818182,11000.0
55,10877.8571429,9796.42857143,11003.2142857
56,10881.754386,9818.94736842,11004.2105263
57,10885.862069,9841.72413793,10992.0689655
58,10856.6101695,9864.06779661,10908.4745763
59,10861.3333333,9884.66666667,10834.6666667
60,10863.6065574,9905.24590164,10838.3606557
61,10868.0645161,9925.16129032,10843.5483871
62,10873.6507937,9942.22222222,10796.5079365
63,10837.5,9948.4375,10770.3125
64,10841.2307692,9930.76923077,10776.0
65,10845.7575758,9945.15151515,10781.8181818
66,10849.8507463,9961.49253731,10787.4626866
67,10853.8235294,9980.29411765,10792.0588235
68,10857.6811594,9986.37681159,10797.1014493
69,10861.1428571,10002.8571429,10802.0
70,10862.8169014,10016.9014085,10805.0704225
71,10866.6666667,10033.8888889,10811.1111111
72,10870.4109589,10048.2191781,10815.890411
73,10874.3243243,10036.7567568,10820.0
74,10877.0666667,10041.0666667,10824.8
75,10866.8421053,10051.5789474,10831.8421053
76,10869.8701299,10067.2727273,10835.3246753
77,10825.1282051,10080.2564103,10839.2307692
78,10828.6075949,10092.9113924,10841.5189873
79,10822.25,10106.5,10835.5
80,10814.5679012,10119.2592593,10839.5061728
81,10819.0243902,10131.7073171,10844.1463415
82,10822.4096386,10143.6144578,10848.1927711
83,10809.7619048,10154.5238095,10851.6666667
84,10813.1764706,10163.5294118,10855.2941176
85,10819.5348837,10174.1860465,10857.9069767
86,10821.6091954,10175.4022989,10861.1494253
87,10823.1818182,10158.4090909,10863.4090909
88,10813.4831461,10169.4382022,10866.0674157
89,10815.3333333,10180.0,10869.5555556
