#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,3820.0,4440.0,4560.0
1,6070.0,8040.0,7080.0
2,6993.33333333,9093.33333333,9126.66666667
3,7545.0,9615.0,10565.0
4,8064.0,10032.0,11088.0
5,8453.33333333,10203.3333333,11493.3333333
6,8757.14285714,10405.7142857,11680.0
7,8830.0,10502.5,12057.5
8,8973.33333333,10577.7777778,12148.8888889
9,9032.0,10732.0,12420.0
10,8872.72727273,10820.0,12341.8181818
11,9050.0,10765.0,12325.0
12,9186.15384615,10836.9230769,12347.6923077
13,9264.28571429,10928.5714286,12290.0
14,9465.33333333,10973.3333333,12392.0
15,9602.5,10870.0,12357.5
16,9728.23529412,10864.7058824,12442.3529412
17,9730.0,10931.1111111,12331.1111111
18,9831.57894737,10948.4210526,12362.1052632
19,9838.0,11019.0,12471.0
20,9833.33333333,11033.3333333,12484.7619048
21,9839.09090909,11066.3636364,12474.5454545
22,9909.56521739,11086.9565217,12562.6086957
23,9929.16666667,11134.1666667,12667.5
24,9970.4,11160.0,12767.2
25,9964.61538462,11257.6923077,12578.4615385
26,9928.14814815,11307.4074074,12617.7777778
27,9949.28571429,11360.0,12681.4285714
28,9953.10344828,11369.6551724,12644.8275862
29,9918.66666667,11413.3333333,12646.0
30,9884.51612903,11484.516129,12639.3548387
31,9917.5,11542.5,12611.25
32,9887.87878788,11598.7878788,12555.7575758
33,9884.70588235,11649.4117647,12481.1764706
34,9917.14285714,11664.5714286,12502.8571429
35,9908.33333333,11714.4444444,12564.4444444
36,9916.75675676,11718.9189189,12242.1621622
37,9930.52631579,11742.1052632,11936.8421053
38,9893.33333333,11787.6923077,11647.1794872
39,9879.5,11824.0,11372.0
40,9834.63414634,11832.195122,11231.2195122
41,9841.9047619,11840.952381,11201.4285714
42,9877.20930233,11865.5813953,11087.4418605
43,9878.18181818,11776.3636364,11129.5454545
44,9880.0,11528.8888889,11141.7777778
45,9695.65217391,11292.173913,11181.7391304
46,9502.9787234,11065.5319149,11260.4255319
47,9318.33333333,10848.3333333,11297.0833333
48,9141.2244898,10640.0,11328.5714286
49,8971.2,10490.4,11338.4
50,8807.84313725,10548.2352941,11312.1568627
51,8777.69230769,10590.0,11370.3846154
52,8798.49056604,10614.3396226,11399.6226415
53,8837.40740741,10652.962963,11408.8888889
54,8879.63636364,10727.2727273,11372.3636364
55,8852.14285714,10769.6428571,11302.1428571
56,8888.07017544,10792.2807018,11190.5263158
57,8925.86206897,10838.9655172,11150.0
58,8918.6440678,10756.9491525,11150.1694915
59,8941.33333333,10666.3333333,11167.6666667
60,8962.62295082,10639.0163934,11208.5245902
61,8956.77419355,10672.2580645,11205.1612903
62,8970.79365079,10689.2063492,11219.6825397
63,8988.125,10654.0625,11193.4375
64,8993.23076923,10674.7692308,11198.7692308
65,8997.57575758,10680.0,11224.2424242
66,9002.68656716,10666.2686567,11235.5223881
67,9023.23529412,10642.6470588,11234.7058824
68,9020.0,10654.7826087,11250.1449275
69,9025.71428571,10667.7142857,11245.1428571
70,9001.69014085,10707.3239437,11244.7887324
71,8964.72222222,10730.2777778,11289.7222222
72,8943.83561644,10758.3561644,11316.7123288
73,8946.75675676,10765.9459459,11360.0
74,8904.0,10778.6666667,11377.0666667
75,8912.10526316,10759.4736842,11415.7894737
76,8921.2987013,10757.4025974,11449.8701299
77,8933.58974359,10759.2307692,11426.9230769
78,8947.59493671,10762.7848101,11444.556962
79,8949.25,10789.0,11449.5
80,8940.49382716,10802.7160494,11430.1234568
81,8930.97560976,10811.4634146,11415.1219512
82,8932.77108434,10797.8313253,11427.7108434
83,8939.52380952,10778.8095238,11435.7142857
84,8942.11764706,10777.8823529,11450.8235294
85,8947.20930233,10782.7906977,11453.0232558
86,8949.42528736,10750.5747126,11467.816092
87,8947.27272727,10760.6818182,11481.1363636
88,8942.69662921,10770.1123596,11471.2359551
89,8936.44444444,10777.5555556,11458.6666667
