#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,3380.0,2740.0,3080.0
1,3960.0,3550.0,4070.0
2,4260.0,3926.66666667,4200.0
3,4805.0,4675.0,4170.0
4,5080.0,5032.0,4576.0
5,5356.66666667,5430.0,4896.66666667
6,5600.0,5740.0,5180.0
7,5635.0,5902.5,5160.0
8,5820.0,5962.22222222,5291.11111111
9,5918.0,6024.0,5482.0
10,5998.18181818,6030.90909091,5663.63636364
11,5966.66666667,6130.0,5721.66666667
12,5964.61538462,6226.15384615,5710.76923077
13,6030.0,6297.14285714,5775.71428571
14,6060.0,6313.33333333,5886.66666667
15,6066.25,6347.5,5737.5
16,6060.0,6349.41176471,5808.23529412
17,6064.44444444,6363.33333333,5877.77777778
18,6131.57894737,6366.31578947,5908.42105263
19,6155.0,6376.0,5924.0
20,6167.61904762,6372.38095238,5980.0
21,6186.36363636,6360.90909091,6007.27272727
22,6200.86956522,6353.91304348,6082.60869565
23,6195.0,6395.0,6080.83333333
24,6214.4,6384.0,6127.2
25,6163.84615385,6335.38461538,6143.84615385
26,6151.85185185,6352.59259259,5923.7037037
27,6147.85714286,6322.14285714,5911.42857143
28,6142.75862069,6333.79310345,5904.82758621
29,6132.66666667,6320.66666667,5904.0
30,6123.87096774,6322.58064516,5900.64516129
31,6110.625,6336.25,5911.25
32,6091.51515152,6320.60606061,5907.87878788
33,6081.76470588,6317.64705882,5924.70588235
34,6072.57142857,6314.28571429,5945.71428571
35,6062.22222222,6306.66666667,5943.33333333
36,6061.08108108,6258.91891892,5942.7027027
37,6053.68421053,6254.21052632,5944.21052632
38,6060.0,6263.07692308,5955.8974359
39,6059.5,6264.5,5961.5
40,6076.09756098,6260.97560976,5954.14634146
41,6040.0,6258.0952381,5948.0952381
42,6029.76744186,6259.06976744,5957.20930233
43,6030.45454545,6245.0,5965.0
44,6029.33333333,6240.0,5966.66666667
45,6036.08695652,6241.73913043,5973.04347826
46,6045.10638298,6232.76595745,5970.63829787
47,6047.5,6229.58333333,5974.16666667
48,6039.59183673,6228.16326531,5975.51020408
49,6038.0,6227.6,5979.2
50,6030.98039216,6234.11764706,5979.60784314
51,6031.15384615,6216.92307692,5975.0
52,6026.79245283,6198.11320755,5969.81132075
53,6011.48148148,6201.85185185,5940.37037037
54,6006.54545455,6204.72727273,5938.18181818
55,6007.14285714,6210.71428571,5932.85714286
56,5993.33333333,6219.29824561,5929.12280702
57,6001.03448276,6213.44827586,5928.62068966
58,5993.89830508,6228.47457627,5946.10169492
59,5989.33333333,6218.66666667,5966.33333333
60,5987.54098361,6222.95081967,5973.44262295
61,5986.12903226,6239.67741935,5930.96774194
62,5993.65079365,6238.0952381,5942.22222222
63,5983.4375,6241.25,5947.5
64,5979.38461538,6245.23076923,5944.30769231
65,5974.84848485,6261.21212121,5944.24242424
66,5971.64179104,6264.47761194,5947.76119403
67,5964.11764706,6264.70588235,5945.58823529
68,5961.44927536,6275.07246377,5954.7826087
69,5958.57142857,6283.14285714,5964.0
70,5947.04225352,6291.83098592,5966.76056338
71,5944.44444444,6300.0,5975.55555556
72,5941.64383562,6308.21917808,5984.38356164
73,5941.89189189,6314.86486486,5990.54054054
74,5944.8,6326.66666667,5994.13333333
75,5937.10526316,6313.94736842,6007.63157895
76,5931.94805195,6243.37662338,6015.06493506
77,5930.25641026,6256.92307692,6020.25641026
78,5927.84810127,6276.20253165,6024.81012658
79,5925.75,6302.5,6026.25
80,5917.77777778,6300.74074074,6036.79012346
81,5899.02439024,6311.46341463,6049.02439024
82,5898.79518072,6315.90361446,6052.28915663
83,5847.85714286,6333.0952381,6037.85714286
84,5849.41176471,6344.70588235,6035.76470588
85,5841.86046512,6350.0,6036.74418605
86,5845.74712644,6362.98850575,6039.54022989
87,5851.13636364,6368.86363636,6049.77272727
88,5852.13483146,6377.30337079,6050.56179775
89,5846.22222222,6384.44444444,6060.0
