#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,8700.0,8200.0,7760.0
1,9980.0,9700.0,9650.0
2,10353.3333333,10233.3333333,10126.6666667
3,10535.0,10415.0,10380.0
4,10652.0,10548.0,10528.0
5,10733.3333333,10620.0,10556.6666667
6,10788.5714286,10711.4285714,10691.4285714
7,10830.0,10755.0,10750.0
8,10855.5555556,10748.8888889,10793.3333333
9,10890.0,10808.0,10820.0
10,10907.2727273,10836.3636364,10869.0909091
11,10593.3333333,10865.0,10888.3333333
12,10570.7692308,10884.6153846,10903.0769231
13,10611.4285714,10897.1428571,10924.2857143
14,10645.3333333,10893.3333333,10620.0
15,10675.0,10911.25,10656.25
16,10700.0,10920.0,10680.0
17,10723.3333333,10920.0,10707.7777778
18,10745.2631579,10944.2105263,10724.2105263
19,10764.0,10951.0,10752.0
20,10789.5238095,10942.8571429,10769.5238095
21,10804.5454545,10950.9090909,10761.8181818
22,10819.1304348,10957.3913043,10778.2608696
23,10830.0,10967.5,10791.6666667
24,10840.8,10970.4,10749.6
25,10853.8461538,10978.4615385,10764.6153846
26,10846.6666667,10984.4444444,10774.0740741
27,10857.8571429,10988.5714286,10786.4285714
28,10866.2068966,10991.0344828,10797.9310345
29,10874.0,10993.3333333,10810.6666667
30,10880.6451613,11001.2903226,10818.0645161
31,10890.0,10991.25,10799.375
32,10895.7575758,11004.8484848,10808.4848485
33,10904.7058824,11005.2941176,10817.6470588
34,10909.7142857,11008.0,10826.8571429
35,10916.6666667,11012.7777778,10833.8888889
36,10913.5135135,10997.8378378,10846.4864865
37,10919.4736842,11013.6842105,10854.2105263
38,10923.5897436,11016.4102564,10824.6153846
39,10928.5,11004.0,10834.5
40,10748.2926829,11004.3902439,10836.5853659
41,10507.6190476,11005.7142857,10643.8095238
42,10278.1395349,11008.372093,10411.1627907
43,10059.0909091,10998.1818182,10189.0909091
44,9849.77777778,11003.1111111,10140.8888889
45,9649.56521739,11006.0869565,10166.9565217
46,9471.06382979,11008.0851064,10188.9361702
47,9505.41666667,11011.25,10207.5
48,9539.18367347,11012.6530612,10212.6530612
49,9569.6,11016.0,10241.2
50,9601.17647059,11017.254902,10258.4313725
51,9630.76923077,11020.3846154,10278.8461538
52,9658.49056604,11021.1320755,10293.5849057
53,9685.92592593,11022.2222222,10309.6296296
54,9711.27272727,11026.1818182,10324.7272727
55,9737.14285714,10996.0714286,10342.5
56,9761.05263158,10997.8947368,10355.0877193
57,9784.48275862,11001.0344828,10369.3103448
58,9796.94915254,10942.7118644,10381.6949153
59,9829.33333333,10900.0,10386.3333333
60,9849.83606557,10904.5901639,10393.7704918
61,9870.96774194,10906.4516129,10322.2580645
62,9891.11111111,10909.8412698,10241.2698413
63,9881.875,10913.125,10260.3125
64,9893.53846154,10916.3076923,10273.5384615
65,9784.54545455,10920.3030303,10286.969697
66,9678.80597015,10923.2835821,10299.4029851
67,9568.52941176,10905.0,10307.6470588
68,9569.56521739,10891.3043478,10311.5942029
69,9592.57142857,10884.8571429,10322.5714286
70,9610.14084507,10878.5915493,10333.8028169
71,9631.38888889,10881.9444444,10344.7222222
72,9651.23287671,10884.3835616,10356.1643836
73,9670.81081081,10888.3783784,10364.0540541
74,9661.6,10815.2,10374.6666667
75,9684.47368421,10818.9473684,10384.2105263
76,9702.85714286,10822.3376623,10393.7662338
77,9720.51282051,10827.1794872,10401.7948718
78,9735.94936709,10830.3797468,10411.6455696
79,9752.5,10833.25,10419.5
80,9769.62962963,10822.962963,10426.1728395
81,9785.85365854,10826.5853659,10434.8780488
82,9795.42168675,10831.0843373,10443.1325301
83,9816.9047619,10832.1428571,10451.6666667
84,9832.70588235,10828.9411765,10459.0588235
85,9842.79069767,10832.5581395,10462.7906977
86,9854.71264368,10831.0344828,10472.4137931
87,9847.72727273,10835.4545455,10478.8636364
88,9826.51685393,10839.1011236,10485.3932584
89,9838.0,10841.5555556,10495.7777778
