#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,4780.0,4800.0,5200.0
1,5290.0,5950.0,5990.0
2,5600.0,5993.33333333,6446.66666667
3,5670.0,6220.0,6540.0
4,5924.0,6348.0,6880.0
5,6106.66666667,6603.33333333,7076.66666667
6,6251.42857143,6617.14285714,7120.0
7,6287.5,6710.0,7257.5
8,6360.0,6864.44444444,7304.44444444
9,6416.0,6908.0,7384.0
10,6509.09090909,6936.36363636,7472.72727273
11,6551.66666667,6946.66666667,7468.33333333
12,6563.07692308,6990.76923077,7529.23076923
13,6588.57142857,7030.0,7562.85714286
14,6632.0,7069.33333333,7545.33333333
15,6668.75,7076.25,7522.5
16,6697.64705882,7043.52941176,7534.11764706
17,6724.44444444,7061.11111111,7561.11111111
18,6735.78947368,7045.26315789,7549.47368421
19,6731.0,7087.0,7538.0
20,6742.85714286,7154.28571429,7520.0
21,6768.18181818,7170.0,7524.54545455
22,6800.86956522,7171.30434783,7487.82608696
23,6830.0,7168.33333333,7456.66666667
24,6820.8,7180.8,7420.8
25,6832.30769231,7223.07692308,7422.30769231
26,6821.48148148,7249.62962963,7437.77777778
27,6833.57142857,7272.14285714,7450.71428571
28,6765.51724138,7282.75862069,7452.4137931
29,6778.0,7292.0,7468.66666667
30,6783.87096774,7277.41935484,7465.80645161
31,6761.25,7275.0,7447.5
32,6660.60606061,7273.33333333,7438.18181818
33,6649.41176471,7246.47058824,7446.47058824
34,6650.28571429,7250.85714286,7440.0
35,6642.22222222,7232.77777778,7433.88888889
36,6598.91891892,7234.59459459,7440.54054054
37,6606.84210526,7230.52631579,7438.94736842
38,6596.92307692,7246.15384615,7385.12820513
39,6609.5,7239.0,7341.5
40,6622.92682927,7238.04878049,7329.75609756
41,6623.80952381,7246.19047619,7306.66666667
42,6638.13953488,7253.95348837,7295.34883721
43,6633.18181818,7210.90909091,7253.63636364
44,6628.88888889,7132.44444444,7168.88888889
45,6643.47826087,6991.73913043,7143.91304348
46,6646.80851064,6856.59574468,7132.76595745
47,6635.41666667,6727.08333333,7130.41666667
48,6590.6122449,6601.63265306,7123.67346939
49,6595.2,6479.2,7120.8
50,6593.7254902,6362.35294118,7129.80392157
51,6601.53846154,6308.46153846,7127.69230769
52,6603.39622642,6329.43396226,7121.13207547
53,6600.74074074,6337.40740741,7113.33333333
54,6601.81818182,6348.0,7076.0
55,6617.85714286,6363.92857143,7071.42857143
56,6623.15789474,6371.22807018,7088.07017544
57,6623.79310345,6378.27586207,7090.34482759
58,6632.20338983,6390.16949153,7094.23728814
59,6631.0,6401.66666667,7095.0
60,6638.68852459,6405.24590164,7090.16393443
61,6637.41935484,6415.80645161,7082.90322581
62,6640.31746032,6424.44444444,7078.0952381
63,6643.125,6429.0625,7077.5
64,6643.38461538,6428.92307692,7080.30769231
65,6638.18181818,6427.27272727,7036.36363636
66,6647.1641791,6427.76119403,7049.85074627
67,6653.82352941,6337.94117647,7051.47058824
68,6657.10144928,6250.72463768,7051.5942029
69,6665.14285714,6166.0,7060.0
70,6673.52112676,6083.66197183,7061.4084507
71,6656.11111111,6089.44444444,7051.11111111
72,6652.87671233,6104.93150685,7054.24657534
73,6658.91891892,6113.51351351,7050.54054054
74,6660.53333333,6132.0,7056.0
75,6626.57894737,6139.21052632,7049.47368421
76,6544.67532468,6149.35064935,7054.80519481
77,6464.87179487,6167.43589744,7064.87179487
78,6410.12658228,6176.96202532,7064.05063291
79,6425.75,6193.25,7061.75
80,6445.92592593,6207.16049383,7065.92592593
81,6464.63414634,6215.36585366,7053.65853659
82,6487.22891566,6227.22891566,7057.59036145
83,6505.23809524,6242.14285714,7050.0
84,6522.11764706,6240.47058824,7049.88235294
85,6549.76744186,6250.0,7047.6744186
86,6560.22988506,6259.31034483,7044.36781609
87,6575.45454545,6270.68181818,7044.54545455
88,6586.06741573,6282.47191011,7045.16853933
89,6594.66666667,6283.11111111,7034.66666667
