#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,2860.0,2800.0,2880.0
1,3980.0,4390.0,4050.0
2,4120.0,4966.66666667,5060.0
3,4950.0,5485.0,5590.0
4,5344.0,5804.0,5928.0
5,5716.66666667,6006.66666667,6160.0
6,5891.42857143,6085.71428571,6371.42857143
7,6067.5,6160.0,6492.5
8,5984.44444444,6240.0,6586.66666667
9,6046.0,6262.0,6668.0
10,6180.0,6256.36363636,6761.81818182
11,6271.66666667,6341.66666667,6836.66666667
12,6358.46153846,6407.69230769,6904.61538462
13,6427.14285714,6445.71428571,6941.42857143
14,6494.66666667,6466.66666667,6949.33333333
15,6560.0,6506.25,6995.0
16,6572.94117647,6545.88235294,7032.94117647
17,6620.0,6582.22222222,7025.55555556
18,6656.84210526,6545.26315789,7032.63157895
19,6675.0,6560.0,7059.0
20,6708.57142857,6581.9047619,7086.66666667
21,6708.18181818,6593.63636364,7064.54545455
22,6691.30434783,6627.82608696,7091.30434783
23,6720.0,6431.66666667,7101.66666667
24,6748.0,6431.2,7124.0
25,6752.30769231,6463.07692308,7126.92307692
26,6768.14814815,6465.92592593,7157.77777778
27,6780.71428571,6497.85714286,7176.42857143
28,6806.89655172,6519.31034483,7193.10344828
29,6814.66666667,6534.66666667,7206.0
30,6829.03225806,6554.83870968,7217.41935484
31,6848.125,6572.5,7227.5
32,6862.42424242,6586.06060606,7234.54545455
33,6878.82352941,6572.35294118,7226.47058824
34,6894.85714286,6576.57142857,7242.28571429
35,6907.77777778,6590.0,7253.33333333
36,6925.94594595,6605.94594595,7266.48648649
37,6930.0,6630.52631579,7272.10526316
38,6946.66666667,6631.28205128,7282.05128205
39,6959.0,6646.5,7291.0
40,6968.7804878,6662.43902439,7297.56097561
41,6975.23809524,6678.57142857,7304.28571429
42,6987.44186047,6686.97674419,7313.48837209
43,6997.27272727,6688.18181818,7265.90909091
44,7007.55555556,6695.11111111,7215.11111111
45,6946.95652174,6702.60869565,7222.60869565
46,6831.91489362,6707.65957447,7231.4893617
47,6845.41666667,6661.66666667,7222.08333333
48,6848.97959184,6648.57142857,7221.2244898
49,6856.0,6646.4,7228.0
50,6868.23529412,6647.05882353,7233.33333333
51,6883.07692308,6649.23076923,7231.53846154
52,6884.52830189,6662.26415094,7224.1509434
53,6900.0,6671.11111111,7223.33333333
54,6914.54545455,6685.45454545,7230.90909091
55,6927.5,6688.21428571,7207.14285714
56,6934.38596491,6694.73684211,7086.31578947
57,6948.62068966,6699.31034483,6969.65517241
58,6965.08474576,6709.49152542,6856.94915254
59,6952.0,6721.33333333,6748.0
60,6963.93442623,6733.44262295,6642.62295082
61,6972.90322581,6742.58064516,6627.09677419
62,6982.85714286,6752.38095238,6639.68253968
63,6991.5625,6766.5625,6654.6875
64,6993.84615385,6776.0,6666.76923077
65,6999.39393939,6765.15151515,6680.0
66,7007.46268657,6668.95522388,6692.23880597
67,7014.41176471,6575.58823529,6697.94117647
68,7021.73913043,6484.92753623,6706.08695652
69,7030.85714286,6452.57142857,6714.85714286
70,7039.71830986,6452.67605634,6724.50704225
71,7045.27777778,6467.22222222,6723.88888889
72,7052.60273973,6480.54794521,6733.15068493
73,7059.18918919,6492.7027027,6741.89189189
74,7068.0,6500.0,6751.46666667
75,7070.78947368,6511.84210526,6758.42105263
76,7072.98701299,6519.22077922,6765.97402597
77,7073.07692308,6530.0,6766.92307692
78,7076.4556962,6537.46835443,6770.63291139
79,7083.25,6539.0,6778.75
80,7087.40740741,6541.72839506,6788.88888889
81,7088.29268293,6553.41463415,6795.85365854
82,7089.15662651,6557.10843373,6801.44578313
83,7095.95238095,6564.52380952,6808.33333333
84,7102.11764706,6572.94117647,6818.82352941
85,7101.62790698,6583.72093023,6826.04651163
86,7107.81609195,6599.77011494,6832.87356322
87,7096.59090909,6612.5,6841.36363636
88,7102.24719101,6624.04494382,6850.11235955
89,7103.55555556,6632.44444444,6858.88888889
90,6152.96703297,6565.05494505,4664.3956044
