#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,2880.0,2840.0,3200.0
1,4580.0,3650.0,4530.0
2,5206.66666667,3806.66666667,5346.66666667
3,5740.0,4490.0,5860.0
4,6020.0,4916.0,6056.0
5,6216.66666667,5266.66666667,6273.33333333
6,6308.57142857,5551.42857143,6397.14285714
7,6360.0,5692.5,6480.0
8,6453.33333333,5815.55555556,6540.0
9,6524.0,5896.0,6596.0
10,6534.54545455,5976.36363636,6634.54545455
11,6578.33333333,6066.66666667,6711.66666667
12,6633.84615385,6106.15384615,6776.92307692
13,6651.42857143,6145.71428571,6782.85714286
14,6696.0,6172.0,6821.33333333
15,6711.25,6196.25,6803.75
16,6729.41176471,6244.70588235,6843.52941176
17,6762.22222222,6285.55555556,6880.0
18,6778.94736842,6328.42105263,6906.31578947
19,6804.0,6358.0,6925.0
20,6811.42857143,6371.42857143,6927.61904762
21,6826.36363636,6371.81818182,6918.18181818
22,6850.43478261,6389.56521739,6924.34782609
23,6858.33333333,6408.33333333,6914.16666667
24,6876.0,6414.4,6926.4
25,6870.0,6409.23076923,6923.07692308
26,6885.92592593,6424.44444444,6914.07407407
27,6882.85714286,6432.14285714,6907.14285714
28,6897.93103448,6461.37931034,6889.65517241
29,6900.66666667,6480.66666667,6856.0
30,6894.83870968,6490.32258065,6867.74193548
31,6888.75,6474.375,6876.875
32,6875.75757576,6486.06060606,6884.84848485
33,6869.41176471,6485.88235294,6888.82352941
34,6852.57142857,6482.85714286,6880.57142857
35,6838.33333333,6485.0,6898.33333333
36,6833.51351351,6483.78378378,6897.2972973
37,6827.36842105,6473.68421053,6909.47368421
38,6836.92307692,6463.07692308,6919.48717949
39,6834.0,6463.0,6910.5
40,6803.41463415,6457.07317073,6866.82926829
41,6813.33333333,6456.66666667,6879.52380952
42,6808.37209302,6434.41860465,6891.1627907
43,6795.90909091,6438.63636364,6899.54545455
44,6790.22222222,6444.0,6891.11111111
45,6716.52173913,6413.47826087,6885.65217391
46,6720.0,6283.82978723,6825.10638298
47,6662.5,6235.83333333,6828.75
48,6653.87755102,6243.26530612,6820.0
49,6660.0,6260.4,6826.8
50,6656.07843137,6261.17647059,6822.74509804
51,6656.92307692,6181.92307692,6825.76923077
52,6662.64150943,6187.9245283,6829.43396226
53,6665.92592593,6184.07407407,6836.2962963
54,6661.45454545,6195.63636364,6834.90909091
55,6671.78571429,6200.35714286,6834.28571429
56,6682.80701754,6212.98245614,6829.12280702
57,6679.31034483,6205.86206897,6819.65517241
58,6673.89830508,6200.6779661,6823.72881356
59,6680.0,6202.33333333,6820.33333333
60,6685.57377049,6217.04918033,6821.31147541
61,6690.64516129,6217.09677419,6827.09677419
62,6695.55555556,6226.34920635,6833.01587302
63,6700.625,6225.0,6833.75
64,6632.0,6230.76923077,6772.30769231
65,6536.36363636,6237.27272727,6674.54545455
66,6443.58208955,6245.07462687,6579.70149254
67,6353.52941176,6252.64705882,6487.64705882
68,6266.08695652,6255.07246377,6398.26086957
69,6247.42857143,6210.85714286,6314.85714286
70,6258.02816901,6127.88732394,6325.91549296
71,6259.44444444,6047.22222222,6335.55555556
72,6266.30136986,5968.76712329,6340.2739726
73,6275.13513514,5892.43243243,6348.91891892
74,6281.86666667,5834.93333333,6356.53333333
75,6282.10526316,5847.63157895,6361.05263158
76,6285.71428571,5857.4025974,6362.5974026
77,6291.02564103,5868.97435897,6371.02564103
78,6299.49367089,5879.74683544,6372.91139241
79,6305.0,5888.75,6380.5
80,6303.20987654,5890.86419753,6386.17283951
81,6294.14634146,5895.85365854,6384.63414634
82,6291.3253012,5902.40963855,6386.5060241
83,6296.42857143,5910.71428571,6390.71428571
84,6304.0,5922.11764706,6398.58823529
85,6312.79069767,5931.62790698,6408.60465116
86,6319.08045977,5934.94252874,6416.32183908
87,6329.09090909,5949.31818182,6415.45454545
88,6336.85393258,5960.0,6422.47191011
89,6339.33333333,5973.55555556,6423.11111111
90,6284.17582418,5918.9010989,6363.95604396
