#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,2360.0,1820.0,1920.0
1,2840.0,2270.0,2470.0
2,2880.0,2660.0,2760.0
3,3040.0,2875.0,2945.0
4,3088.0,2992.0,3068.0
5,3166.66666667,3043.33333333,3140.0
6,3211.42857143,3102.85714286,3191.42857143
7,3250.0,3155.0,3217.5
8,3291.11111111,3195.55555556,3257.77777778
9,3320.0,3216.0,3278.0
10,3343.63636364,3229.09090909,3309.09090909
11,3358.33333333,3253.33333333,3331.66666667
12,3381.53846154,3281.53846154,3358.46153846
13,3392.85714286,3291.42857143,3381.42857143
14,3389.33333333,3308.0,3377.33333333
15,3402.5,3323.75,3388.75
16,3416.47058824,3322.35294118,3403.52941176
17,3428.88888889,3333.33333333,3418.88888889
18,3435.78947368,3355.78947368,3418.94736842
19,3445.0,3366.0,3428.0
20,3444.76190476,3368.57142857,3440.95238095
21,3448.18181818,3379.09090909,3450.0
22,3454.7826087,3377.39130435,3460.0
23,3458.33333333,3374.16666667,3460.83333333
24,3440.8,3378.4,3472.8
25,3448.46153846,3385.38461538,3476.92307692
26,3451.85185185,3385.18518519,3486.66666667
27,3449.28571429,3387.85714286,3489.28571429
28,3453.79310345,3394.48275862,3493.10344828
29,3448.66666667,3401.33333333,3499.33333333
30,3450.96774194,3402.58064516,3498.06451613
31,3454.375,3406.875,3500.625
32,3457.57575758,3409.09090909,3506.06060606
33,3458.82352941,3411.76470588,3508.23529412
34,3459.42857143,3409.71428571,3514.85714286
35,3462.77777778,3405.55555556,3515.0
36,3460.0,3405.94594595,3517.83783784
37,3456.31578947,3410.52631579,3522.10526316
38,3454.87179487,3412.30769231,3523.58974359
39,3456.5,3415.0,3526.5
40,3458.04878049,3420.97560976,3529.75609756
41,3463.33333333,3424.28571429,3534.76190476
42,3466.04651163,3426.97674419,3537.6744186
43,3466.81818182,3430.45454545,3541.36363636
44,3466.66666667,3430.66666667,3544.88888889
45,3470.86956522,3430.0,3521.30434783
46,3451.06382979,3408.5106383,3525.10638298
47,3454.58333333,3410.83333333,3527.08333333
48,3456.32653061,3415.51020408,3527.75510204
49,3458.4,3421.2,3530.0
50,3458.43137255,3425.49019608,3532.15686275
51,3460.0,3428.84615385,3532.69230769
52,3458.86792453,3432.0754717,3533.58490566
53,3460.0,3430.37037037,3535.55555556
54,3461.81818182,3433.45454545,3536.72727273
55,3463.57142857,3434.28571429,3534.64285714
56,3464.56140351,3438.94736842,3531.92982456
57,3466.55172414,3442.4137931,3528.27586207
58,3467.45762712,3444.06779661,3531.18644068
59,3470.33333333,3446.66666667,3533.0
60,3470.49180328,3447.54098361,3530.49180328
61,3470.0,3446.77419355,3530.32258065
62,3470.79365079,3450.15873016,3529.84126984
63,3472.5,3450.9375,3527.8125
64,3472.61538462,3454.15384615,3530.46153846
65,3473.63636364,3456.96969697,3530.3030303
66,3474.62686567,3458.50746269,3531.34328358
67,3475.0,3460.88235294,3532.05882353
68,3475.94202899,3460.0,3531.88405797
69,3478.28571429,3458.85714286,3531.71428571
70,3480.28169014,3460.28169014,3533.23943662
71,3480.55555556,3460.55555556,3533.61111111
72,3481.91780822,3461.64383562,3535.06849315
73,3483.78378378,3464.05405405,3535.13513514
74,3480.8,3464.8,3530.4
75,3483.15789474,3467.10526316,3530.52631579
76,3480.51948052,3468.05194805,3530.12987013
77,3482.82051282,3470.25641026,3532.05128205
78,3485.3164557,3473.41772152,3531.39240506
79,3486.75,3472.0,3529.75
80,3487.65432099,3474.07407407,3530.61728395
81,3488.53658537,3475.12195122,3529.26829268
82,3492.77108434,3474.21686747,3529.39759036
83,3493.0952381,3475.71428571,3528.80952381
84,3492.70588235,3476.94117647,3528.70588235
85,3492.09302326,3479.30232558,3528.13953488
86,3493.79310345,3479.77011494,3528.04597701
87,3491.81818182,3480.22727273,3527.5
88,3491.91011236,3480.4494382,3526.96629213
89,3491.33333333,3482.88888889,3528.66666667
90,3487.03296703,3447.47252747,3495.16483516
