#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,2440.0,1500.0,2580.0
1,4430.0,3530.0,3670.0
2,5240.0,4360.0,4313.33333333
3,5685.0,4815.0,4785.0
4,6116.0,5040.0,5080.0
5,6426.66666667,5326.66666667,5266.66666667
6,6551.42857143,5520.0,5325.71428571
7,6737.5,5562.5,5465.0
8,6875.55555556,5668.88888889,5551.11111111
9,6924.0,5656.0,5482.0
10,6960.0,5738.18181818,5554.54545455
11,6943.33333333,5803.33333333,5583.33333333
12,6869.23076923,5850.76923077,5626.15384615
13,6880.0,5908.57142857,5692.85714286
14,6905.33333333,5941.33333333,5728.0
15,6918.75,5952.5,5775.0
16,6923.52941176,6002.35294118,5788.23529412
17,6941.11111111,6027.77777778,5793.33333333
18,6937.89473684,6052.63157895,5823.15789474
19,6942.0,6058.0,5813.0
20,6964.76190476,6059.04761905,5840.0
21,6994.54545455,6070.90909091,5853.63636364
22,7010.43478261,6087.82608696,5883.47826087
23,7008.33333333,6091.66666667,5882.5
24,6994.4,6107.2,5898.4
25,6982.30769231,6136.15384615,5913.07692308
26,6991.11111111,6145.92592593,5923.7037037
27,6999.28571429,6157.14285714,5930.71428571
28,7000.0,6149.65517241,5917.24137931
29,7012.0,6158.66666667,5928.66666667
30,7016.12903226,6162.58064516,5932.25806452
31,7003.125,6167.5,5933.125
32,7005.45454545,6175.75757576,5946.66666667
33,7015.88235294,6182.94117647,5963.52941176
34,7016.57142857,6194.28571429,5954.28571429
35,7009.44444444,6195.0,5965.55555556
36,6964.32432432,6189.72972973,5969.72972973
37,6971.05263158,6193.68421053,5977.89473684
38,6977.94871795,6190.76923077,5986.66666667
39,6979.0,6190.5,5995.5
40,6983.41463415,6190.73170732,5995.12195122
41,6990.95238095,6190.95238095,6005.71428571
42,6993.95348837,6185.58139535,6015.34883721
43,6969.54545455,6199.09090909,6016.81818182
44,6965.33333333,6230.66666667,6008.0
45,6958.26086957,6233.04347826,6011.30434783
46,6962.9787234,6232.34042553,6013.61702128
47,6970.83333333,6230.83333333,6012.5
48,6963.67346939,6235.91836735,6017.55102041
49,6967.2,6237.6,6029.6
50,6968.23529412,6236.47058824,6032.94117647
51,6959.61538462,6240.0,6044.61538462
52,6965.66037736,6244.1509434,6050.94339623
53,6962.22222222,6262.22222222,6056.66666667
54,6977.45454545,6265.09090909,6061.81818182
55,6990.0,6266.78571429,6043.92857143
56,6931.92982456,6262.80701754,6052.63157895
57,6941.03448276,6251.72413793,6060.68965517
58,6953.89830508,6237.62711864,6061.3559322
59,6966.33333333,6243.33333333,6053.66666667
60,6969.50819672,6240.98360656,6051.47540984
61,6987.41935484,6240.0,6052.90322581
62,6987.3015873,6238.73015873,6053.33333333
63,6989.375,6236.25,6061.875
64,6998.76923077,6236.30769231,6060.0
65,7001.51515152,6233.93939394,6056.96969697
66,7008.35820896,6231.64179104,6060.29850746
67,7006.17647059,6231.76470588,6064.41176471
68,7008.98550725,6228.98550725,6066.37681159
69,7007.42857143,6226.57142857,6074.28571429
70,7006.76056338,6225.07042254,6075.21126761
71,6993.05555556,6222.5,6015.55555556
72,7001.64383562,6217.80821918,5950.68493151
73,6992.97297297,6217.02702703,5887.56756757
74,6964.0,6213.06666667,5826.13333333
75,6957.10526316,6210.26315789,5766.31578947
76,6948.05194805,6152.72727273,5708.05194805
77,6961.02564103,6090.25641026,5698.46153846
78,6967.08860759,6029.36708861,5703.79746835
79,6979.25,5970.0,5717.5
80,6978.7654321,5912.09876543,5722.71604938
81,6989.02439024,5855.6097561,5734.3902439
82,6994.69879518,5800.48192771,5752.28915663
83,6984.52380952,5771.9047619,5765.23809524
84,6979.76470588,5784.23529412,5779.05882353
85,6987.90697674,5796.27906977,5786.97674419
86,6987.81609195,5802.29885057,5799.08045977
87,6988.63636364,5811.13636364,5808.40909091
88,6989.88764045,5823.82022472,5822.69662921
89,6982.66666667,5834.88888889,5831.55555556
90,4756.92307692,5794.72527473,2800.0
