#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,1860.0,1620.0,1740.0
1,2170.0,1940.0,2000.0
2,2386.66666667,2026.66666667,2253.33333333
3,2490.0,2250.0,2345.0
4,2564.0,2352.0,2476.0
5,2610.0,2353.33333333,2543.33333333
6,2651.42857143,2294.28571429,2574.28571429
7,2667.5,2345.0,2627.5
8,2688.88888889,2380.0,2666.66666667
9,2716.0,2408.0,2692.0
10,2736.36363636,2461.81818182,2703.63636364
11,2745.0,2503.33333333,2728.33333333
12,2761.53846154,2526.15384615,2744.61538462
13,2775.71428571,2534.28571429,2762.85714286
14,2777.33333333,2549.33333333,2774.66666667
15,2787.5,2578.75,2768.75
16,2787.05882353,2598.82352941,2758.82352941
17,2792.22222222,2620.0,2771.11111111
18,2796.84210526,2633.68421053,2782.10526316
19,2799.0,2648.0,2785.0
20,2807.61904762,2645.71428571,2792.38095238
21,2802.72727273,2660.0,2795.45454545
22,2800.86956522,2672.17391304,2806.95652174
23,2796.66666667,2685.0,2815.83333333
24,2802.4,2696.0,2822.4
25,2803.07692308,2696.15384615,2822.30769231
26,2810.37037037,2702.96296296,2831.85185185
27,2816.42857143,2706.42857143,2835.71428571
28,2813.10344828,2715.17241379,2840.68965517
29,2814.66666667,2725.33333333,2844.0
30,2815.48387097,2730.32258065,2846.4516129
31,2793.125,2733.125,2844.375
32,2793.33333333,2741.21212121,2851.51515152
33,2798.23529412,2747.05882353,2852.94117647
34,2799.42857143,2745.71428571,2855.42857143
35,2802.22222222,2741.66666667,2856.66666667
36,2802.16216216,2745.40540541,2856.75675676
37,2807.89473684,2751.05263158,2857.36842105
38,2812.30769231,2756.92307692,2863.07692308
39,2816.0,2760.0,2866.5
40,2812.68292683,2764.3902439,2867.80487805
41,2809.52380952,2769.04761905,2867.61904762
42,2811.62790698,2772.09302326,2866.51162791
43,2815.45454545,2776.36363636,2869.54545455
44,2816.0,2781.77777778,2873.77777778
45,2813.91304348,2786.95652174,2876.52173913
46,2814.04255319,2788.08510638,2879.14893617
47,2816.25,2791.66666667,2880.0
48,2819.18367347,2795.10204082,2877.55102041
49,2821.6,2790.0,2880.8
50,2821.56862745,2789.01960784,2879.60784314
51,2823.84615385,2791.53846154,2882.30769231
52,2825.66037736,2794.71698113,2883.01886792
53,2825.18518519,2797.03703704,2882.22222222
54,2827.63636364,2794.54545455,2876.72727273
55,2823.57142857,2795.71428571,2860.71428571
56,2812.98245614,2788.77192982,2854.73684211
57,2805.86206897,2779.31034483,2857.5862069
58,2784.06779661,2783.38983051,2856.27118644
59,2782.0,2786.0,2857.33333333
60,2784.91803279,2788.52459016,2859.67213115
61,2787.41935484,2788.70967742,2860.32258065
62,2789.52380952,2790.15873016,2861.26984127
63,2791.5625,2792.1875,2861.5625
64,2794.15384615,2792.92307692,2864.0
65,2796.06060606,2795.75757576,2863.33333333
66,2797.91044776,2796.71641791,2866.56716418
67,2797.94117647,2796.47058824,2866.76470588
68,2799.71014493,2798.26086957,2867.53623188
69,2799.71428571,2800.57142857,2868.0
70,2802.53521127,2802.25352113,2869.01408451
71,2804.44444444,2804.16666667,2870.27777778
72,2805.75342466,2807.12328767,2871.78082192
73,2806.21621622,2808.10810811,2872.43243243
74,2801.33333333,2809.06666667,2870.93333333
75,2801.57894737,2810.26315789,2872.36842105
76,2803.37662338,2812.72727273,2871.94805195
77,2804.87179487,2815.64102564,2871.28205128
78,2804.55696203,2816.70886076,2872.15189873
79,2805.5,2819.75,2873.5
80,2806.41975309,2821.48148148,2875.0617284
81,2804.87804878,2821.70731707,2875.85365854
82,2806.74698795,2823.13253012,2876.86746988
83,2805.23809524,2825.47619048,2879.76190476
84,2807.05882353,2826.35294118,2879.05882353
85,2807.90697674,2828.60465116,2879.76744186
86,2807.81609195,2829.88505747,2881.37931034
87,2806.59090909,2829.77272727,2881.13636364
88,2807.19101124,2827.41573034,2880.4494382
89,2808.0,2828.88888889,2882.66666667
