#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,1300.0,1300.0,1280.0
1,2020.0,1890.0,1910.0
2,2266.66666667,2106.66666667,2113.33333333
3,2365.0,1900.0,2280.0
4,2496.0,2072.0,2388.0
5,2560.0,2173.33333333,2483.33333333
6,2591.42857143,2260.0,2554.28571429
7,2635.0,2315.0,2587.5
8,2675.55555556,2375.55555556,2617.77777778
9,2698.0,2416.0,2552.0
10,2714.54545455,2458.18181818,2578.18181818
11,2720.0,2485.0,2605.0
12,2720.0,2507.69230769,2636.92307692
13,2718.57142857,2532.85714286,2661.42857143
14,2713.33333333,2548.0,2668.0
15,2717.5,2565.0,2657.5
16,2712.94117647,2585.88235294,2654.11764706
17,2724.44444444,2606.66666667,2673.33333333
18,2733.68421053,2615.78947368,2685.26315789
19,2740.0,2616.0,2695.0
20,2749.52380952,2633.33333333,2702.85714286
21,2760.0,2644.54545455,2716.36363636
22,2755.65217391,2653.91304348,2721.73913043
23,2758.33333333,2670.83333333,2733.33333333
24,2767.2,2680.8,2740.0
25,2777.69230769,2693.84615385,2743.84615385
26,2780.74074074,2697.77777778,2750.37037037
27,2783.57142857,2702.85714286,2757.14285714
28,2793.79310345,2711.03448276,2764.13793103
29,2798.66666667,2718.0,2770.66666667
30,2803.22580645,2723.22580645,2776.12903226
31,2810.625,2730.0,2778.125
32,2815.15151515,2739.39393939,2773.33333333
33,2818.82352941,2744.11764706,2777.05882353
34,2824.57142857,2749.71428571,2778.85714286
35,2823.88888889,2755.0,2785.0
36,2825.40540541,2760.0,2789.18918919
37,2827.89473684,2760.0,2794.21052632
38,2832.30769231,2763.58974359,2798.97435897
39,2832.5,2767.0,2802.5
40,2831.2195122,2768.29268293,2805.85365854
41,2838.57142857,2772.85714286,2809.52380952
42,2839.06976744,2774.88372093,2810.69767442
43,2839.09090909,2777.72727273,2814.09090909
44,2838.66666667,2779.55555556,2820.0
45,2840.86956522,2783.91304348,2818.69565217
46,2843.40425532,2784.68085106,2818.29787234
47,2845.0,2783.75,2823.33333333
48,2845.71428571,2785.30612245,2828.97959184
49,2847.6,2790.0,2826.8
50,2846.2745098,2791.37254902,2827.05882353
51,2840.76923077,2793.46153846,2830.76923077
52,2834.33962264,2797.73584906,2824.90566038
53,2834.81481481,2799.25925926,2828.88888889
54,2837.45454545,2800.72727273,2831.63636364
55,2840.0,2805.71428571,2832.14285714
56,2842.45614035,2808.07017544,2831.22807018
57,2843.79310345,2809.31034483,2830.68965517
58,2844.40677966,2812.54237288,2832.88135593
59,2846.66666667,2815.0,2833.66666667
60,2847.86885246,2819.01639344,2837.04918033
61,2849.03225806,2823.87096774,2839.67741935
62,2850.79365079,2822.22222222,2840.31746032
63,2854.0625,2822.8125,2842.5
64,2854.46153846,2823.69230769,2842.46153846
65,2855.15151515,2825.45454545,2842.42424242
66,2854.62686567,2825.97014925,2843.28358209
67,2857.05882353,2826.17647059,2845.58823529
68,2858.84057971,2826.08695652,2846.95652174
69,2858.85714286,2826.57142857,2846.85714286
70,2861.97183099,2828.45070423,2848.45070423
71,2860.55555556,2828.61111111,2849.72222222
72,2861.91780822,2827.94520548,2851.50684932
73,2859.72972973,2830.54054054,2851.35135135
74,2859.2,2828.0,2853.6
75,2859.73684211,2822.63157895,2854.47368421
76,2859.48051948,2824.41558442,2853.50649351
77,2862.56410256,2825.8974359,2851.02564103
78,2862.78481013,2825.56962025,2853.41772152
79,2862.5,2825.5,2853.25
80,2864.19753086,2828.39506173,2854.07407407
81,2862.92682927,2828.04878049,2854.87804878
82,2862.65060241,2829.87951807,2856.38554217
83,2864.52380952,2833.80952381,2857.61904762
84,2863.76470588,2836.47058824,2857.64705882
85,2862.79069767,2838.13953488,2860.23255814
86,2862.52873563,2836.09195402,2860.45977011
87,2863.40909091,2834.77272727,2861.36363636
88,2863.82022472,2835.73033708,2862.24719101
89,2866.44444444,2837.55555556,2859.33333333
90,356.483516484,308.571428571,178.241758242
