#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,4140.0,3360.0,3520.0
1,6110.0,4620.0,5310.0
2,6720.0,5093.33333333,6273.33333333
3,7255.0,5875.0,6500.0
4,7500.0,6112.0,6944.0
5,7693.33333333,6223.33333333,7193.33333333
6,7922.85714286,6302.85714286,7442.85714286
7,8042.5,6475.0,7527.5
8,8073.33333333,6593.33333333,7491.11111111
9,8084.0,6736.0,7568.0
10,8060.0,6500.0,7690.90909091
11,8073.33333333,6576.66666667,7801.66666667
12,8106.15384615,6593.84615385,7867.69230769
13,8170.0,6618.57142857,7907.14285714
14,8198.66666667,6665.33333333,7922.66666667
15,8277.5,6705.0,8033.75
16,8336.47058824,6691.76470588,8094.11764706
17,8367.77777778,6732.22222222,8107.77777778
18,8378.94736842,6756.84210526,8143.15789474
19,8392.0,6838.0,8115.0
20,8429.52380952,6880.95238095,8123.80952381
21,8462.72727273,6881.81818182,8071.81818182
22,8479.13043478,6916.52173913,8066.95652174
23,8497.5,6938.33333333,8030.83333333
24,8521.6,6941.6,8047.2
25,8549.23076923,6928.46153846,8016.15384615
26,8545.18518519,6945.92592593,8042.22222222
27,8557.14285714,6975.0,8035.0
28,8544.13793103,6997.24137931,8017.24137931
29,8482.66666667,7026.66666667,8010.0
30,8460.64516129,7056.12903226,8003.22580645
31,8445.625,7073.75,7937.5
32,8393.93939394,7043.63636364,7927.27272727
33,8380.0,7072.94117647,7934.11764706
34,8373.71428571,7081.71428571,7937.71428571
35,8355.0,7088.88888889,7938.33333333
36,8352.43243243,7090.81081081,7938.91891892
37,8343.15789474,7101.05263158,7945.26315789
38,8337.43589744,7081.02564103,7842.05128205
39,8323.0,7101.0,7842.5
40,8300.97560976,7024.87804878,7845.36585366
41,8275.23809524,6993.33333333,7805.71428571
42,8268.8372093,6879.06976744,7802.79069767
43,8271.81818182,6833.18181818,7808.63636364
44,8276.44444444,6836.44444444,7813.33333333
45,8265.65217391,6807.82608696,7826.52173913
46,8260.42553191,6821.27659574,7824.68085106
47,8260.0,6840.41666667,7830.83333333
48,8257.95918367,6848.57142857,7833.87755102
49,8258.8,6850.0,7819.2
50,8252.15686275,6867.84313725,7818.82352941
51,8137.30769231,6877.69230769,7807.69230769
52,7995.8490566,6900.37735849,7802.64150943
53,7859.62962963,6905.55555556,7805.92592593
54,7728.36363636,6879.63636364,7808.36363636
55,7718.21428571,6830.35714286,7792.85714286
56,7722.10526316,6808.42105263,7792.28070175
57,7735.51724138,6812.06896552,7761.03448276
58,7742.37288136,6815.25423729,7760.33898305
59,7756.0,6832.0,7730.0
60,7760.6557377,6847.54098361,7728.19672131
61,7771.61290323,6873.5483871,7719.35483871
62,7776.50793651,6889.84126984,7722.85714286
63,7794.6875,6888.4375,7667.8125
64,7784.92307692,6904.92307692,7559.69230769
65,7789.09090909,6924.24242424,7454.84848485
66,7788.65671642,6922.68656716,7353.13432836
67,7777.05882353,6871.17647059,7254.41176471
68,7778.84057971,6780.86956522,7158.55072464
69,7783.42857143,6693.14285714,7065.42857143
70,7783.66197183,6607.88732394,6974.92957746
71,7788.88888889,6525.0,6981.11111111
72,7790.1369863,6485.75342466,6992.32876712
73,7792.7027027,6506.48648649,7004.05405405
74,7786.13333333,6527.46666667,7013.33333333
75,7786.05263158,6544.47368421,7022.89473684
76,7782.07792208,6565.97402597,7037.14285714
77,7781.53846154,6592.05128205,7044.35897436
78,7784.30379747,6614.6835443,7041.7721519
79,7778.0,6644.0,7045.5
80,7780.0,6673.08641975,7049.13580247
81,7778.7804878,6684.3902439,7053.17073171
82,7702.65060241,6693.97590361,7057.59036145
83,7622.61904762,6707.61904762,7062.14285714
84,7547.29411765,6718.82352941,7074.35294118
85,7560.69767442,6735.34883721,7083.02325581
86,7561.6091954,6752.64367816,7097.70114943
87,7570.0,6755.0,7114.31818182
88,7572.35955056,6762.02247191,7120.6741573
89,7581.33333333,6771.55555556,7100.22222222
90,6099.56043956,6716.92307692,3075.16483516
