#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,2180.0,1640.0,2340.0
1,2390.0,2320.0,2930.0
2,2720.0,2580.0,3166.66666667
3,2875.0,2755.0,3290.0
4,3052.0,2992.0,3368.0
5,3163.33333333,3096.66666667,3423.33333333
6,3220.0,3197.14285714,3477.14285714
7,3285.0,3262.5,3505.0
8,3328.88888889,3273.33333333,3520.0
9,3370.0,3312.0,3544.0
10,3418.18181818,3356.36363636,3554.54545455
11,3445.0,3356.66666667,3570.0
12,3475.38461538,3387.69230769,3584.61538462
13,3495.71428571,3417.14285714,3597.14285714
14,3518.66666667,3445.33333333,3606.66666667
15,3540.0,3470.0,3611.25
16,3563.52941176,3483.52941176,3620.0
17,3592.22222222,3502.22222222,3627.77777778
18,3603.15789474,3520.0,3630.52631579
19,3615.0,3546.0,3619.0
20,3625.71428571,3558.0952381,3624.76190476
21,3635.45454545,3570.90909091,3628.18181818
22,3637.39130435,3584.34782609,3633.04347826
23,3625.83333333,3584.16666667,3629.16666667
24,3634.4,3576.8,3634.4
25,3648.46153846,3583.84615385,3636.15384615
26,3655.55555556,3595.55555556,3643.7037037
27,3656.42857143,3600.0,3648.57142857
28,3662.75862069,3609.65517241,3657.24137931
29,3668.66666667,3612.0,3668.66666667
30,3667.74193548,3619.35483871,3670.32258065
31,3671.875,3629.375,3673.125
32,3670.90909091,3635.15151515,3674.54545455
33,3672.94117647,3642.94117647,3680.0
34,3674.85714286,3638.85714286,3684.0
35,3680.55555556,3643.88888889,3686.66666667
36,3688.10810811,3649.18918919,3690.27027027
37,3698.94736842,3642.10526316,3686.84210526
38,3700.51282051,3600.51282051,3676.92307692
39,3702.5,3609.0,3677.5
40,3705.85365854,3612.68292683,3680.48780488
41,3705.23809524,3616.66666667,3680.47619048
42,3708.37209302,3623.72093023,3684.18604651
43,3662.72727273,3627.27272727,3652.27272727
44,3664.0,3605.77777778,3656.44444444
45,3670.0,3610.0,3657.39130435
46,3671.4893617,3612.76595745,3660.85106383
47,3676.66666667,3582.5,3664.58333333
48,3681.2244898,3528.97959184,3668.57142857
49,3680.8,3507.6,3670.0
50,3683.92156863,3514.90196078,3672.54901961
51,3688.84615385,3522.30769231,3673.84615385
52,3692.0754717,3529.81132075,3675.8490566
53,3691.48148148,3538.14814815,3678.14814815
54,3694.18181818,3543.63636364,3681.45454545
55,3696.78571429,3546.78571429,3682.5
56,3699.29824561,3545.61403509,3684.9122807
57,3702.06896552,3551.03448276,3687.5862069
58,3702.37288136,3556.94915254,3690.50847458
59,3702.33333333,3563.0,3693.0
60,3704.59016393,3566.2295082,3693.44262295
61,3707.74193548,3571.61290323,3695.48387097
62,3707.61904762,3575.87301587,3697.14285714
63,3705.625,3580.625,3696.875
64,3704.61538462,3586.76923077,3699.07692308
65,3704.24242424,3590.60606061,3699.09090909
66,3702.68656716,3594.62686567,3700.89552239
67,3704.70588235,3600.58823529,3703.23529412
68,3706.37681159,3605.2173913,3702.60869565
69,3706.0,3609.71428571,3704.57142857
70,3705.91549296,3614.36619718,3705.07042254
71,3706.94444444,3616.94444444,3706.38888889
72,3708.49315068,3617.80821918,3708.21917808
73,3709.72972973,3618.91891892,3708.91891892
74,3709.33333333,3622.66666667,3709.6
75,3709.73684211,3623.42105263,3710.78947368
76,3710.64935065,3627.01298701,3712.46753247
77,3713.33333333,3628.20512821,3712.30769231
78,3713.67088608,3629.62025316,3711.89873418
79,3712.75,3636.25,3713.25
80,3713.08641975,3640.0,3711.60493827
81,3714.87804878,3641.70731707,3710.48780488
82,3714.45783133,3642.65060241,3712.28915663
83,3715.95238095,3645.47619048,3712.38095238
84,3715.52941176,3647.76470588,3713.88235294
85,3716.51162791,3647.44186047,3713.25581395
86,3687.12643678,3647.81609195,3679.54022989
87,3687.5,3636.59090909,3647.27272727
88,3688.31460674,3635.73033708,3649.88764045
89,3688.44444444,3636.88888889,3651.33333333
90,3656.26373626,3607.91208791,3620.87912088
