#Buckets	Mean jobs - Keys 1	Std jobs - Keys 1	Mean jobs - Keys 3	Std jobs - Keys 3	Mean jobs - Keys 6	Std jobs - Keys 6	Mean jobs - Keys 9	Std jobs - Keys 9
10.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.0	175.78839	14.8460846286	223.39545	29.9254600494	278.48742	24.744598579	347.35788	15.6855956588
11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.0	95.05992	19.0319665895	152.61591	14.9300766377	149.90196	9.80312022366	167.67606	13.846733178
12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.0	58.86771	9.7066481411	87.13224	4.78403039036	77.83137	14.563205433	100.14141	8.96772508904
13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14.0	38.09802	12.1337616297	59.20695	3.49440727643	72.66357	12.7435405737	58.0857	3.65454834285
