#Buckets	Mean jobs - Keys 1	Std jobs - Keys 1	Mean jobs - Keys 3	Std jobs - Keys 3	Mean jobs - Keys 6	Std jobs - Keys 6	Mean jobs - Keys 9	Std jobs - Keys 9
10.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.0	175.5174	24.4534486252	167.36829	8.35036021272	174.92733	24.2986319836	209.9412	27.8212175446
11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.0	83.55741	1.69955364911	95.10015	13.5090906933	104.25804	11.4972728879	105.44604	9.02951460369
12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.0	53.65923	5.93407656943	50.03205	7.03475651284	57.98094	11.5752984145	70.6428	6.64002078194
13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14.0	34.90296	9.23201125525	48.49131	10.4480969817	46.84425	8.21139671571	44.0292	6.37925468472
