#Buckets	Mean jobs - Keys 1	Std jobs - Keys 1	Mean jobs - Keys 3	Std jobs - Keys 3	Mean jobs - Keys 6	Std jobs - Keys 6	Mean jobs - Keys 9	Std jobs - Keys 9
9.9	14.6666666667	3.29983164554	18.3333333333	5.79271573233	19.6666666667	6.01849002842	24.0	3.74165738677
10.0	10.0	2.44948974278	14.6666666667	1.6996731712	22.0	2.44948974278	26.3333333333	4.9888765157
10.1	10.6666666667	2.49443825785	10.3333333333	4.10960933531	23.0	1.63299316186	20.0	3.55902608401
10.2	9.66666666667	6.23609564462	12.0	1.41421356237	13.6666666667	3.68178700573	18.0	3.74165738677
10.3	7.66666666667	1.24721912892	8.0	2.16024689947	12.0	1.41421356237	27.6666666667	3.85861230093
10.4	6.66666666667	2.05480466766	8.66666666667	1.6996731712	14.0	3.55902608401	17.3333333333	1.24721912892
10.5	11.0	2.82842712475	6.33333333333	2.62466929134	12.6666666667	4.49691252108	14.0	4.32049379894
10.6	10.3333333333	4.0276819912	8.0	3.26598632371	12.0	2.16024689947	14.3333333333	4.18993502999
10.7	4.66666666667	1.88561808316	7.66666666667	3.85861230093	9.0	5.09901951359	15.3333333333	2.35702260396
10.8	5.0	1.63299316186	8.66666666667	0.471404520791	12.6666666667	1.6996731712	11.0	3.74165738677
10.9	6.66666666667	1.24721912892	8.0	2.16024689947	11.0	2.44948974278	8.33333333333	1.24721912892
11.0	7.33333333333	1.88561808316	10.0	4.89897948557	7.33333333333	0.471404520791	9.66666666667	1.24721912892
11.1	7.0	1.41421356237	8.66666666667	0.942809041582	10.0	0.816496580928	9.66666666667	2.49443825785
11.2	6.0	4.24264068712	9.33333333333	3.29983164554	6.66666666667	2.05480466766	7.0	3.55902608401
11.3	2.66666666667	1.88561808316	8.0	1.41421356237	6.33333333333	1.24721912892	9.0	3.26598632371
11.4	3.33333333333	1.24721912892	8.0	1.41421356237	4.0	1.63299316186	7.66666666667	3.85861230093
11.5	4.0	1.63299316186	7.66666666667	2.35702260396	6.33333333333	1.6996731712	7.0	1.63299316186
11.6	3.66666666667	0.471404520791	4.66666666667	2.86744175568	6.0	1.41421356237	6.66666666667	1.6996731712
11.7	2.33333333333	1.24721912892	6.66666666667	2.35702260396	6.33333333333	2.86744175568	6.66666666667	1.24721912892
11.8	5.66666666667	2.05480466766	5.66666666667	1.6996731712	5.33333333333	3.29983164554	4.0	2.16024689947
11.9	3.33333333333	1.6996731712	6.66666666667	1.6996731712	3.0	0.816496580928	4.0	2.16024689947
12.0	4.0	2.44948974278	8.66666666667	1.24721912892	3.33333333333	2.35702260396	6.66666666667	0.471404520791
12.1	3.0	1.63299316186	6.33333333333	1.6996731712	3.0	1.63299316186	5.33333333333	2.05480466766
12.2	2.0	1.41421356237	6.33333333333	4.18993502999	4.33333333333	1.88561808316	6.66666666667	2.86744175568
12.3	4.0	0.0	6.66666666667	1.6996731712	3.66666666667	1.6996731712	3.66666666667	0.471404520791
12.4	4.0	0.816496580928	3.33333333333	1.24721912892	3.33333333333	0.471404520791	3.66666666667	0.471404520791
12.5	2.33333333333	1.6996731712	4.0	2.16024689947	4.33333333333	1.6996731712	5.33333333333	2.49443825785
12.6	1.66666666667	1.6996731712	4.33333333333	0.942809041582	3.66666666667	0.471404520791	2.66666666667	0.942809041582
12.7	4.33333333333	1.88561808316	3.0	1.63299316186	2.33333333333	1.6996731712	3.0	0.816496580928
12.8	3.33333333333	3.3993463424	4.33333333333	1.24721912892	4.66666666667	1.88561808316	3.66666666667	0.942809041582
12.9	2.33333333333	1.24721912892	3.66666666667	1.24721912892	5.0	1.41421356237	3.33333333333	0.942809041582
13.0	2.0	1.63299316186	3.33333333333	1.24721912892	3.66666666667	0.471404520791	6.0	2.44948974278
13.1	1.33333333333	0.471404520791	3.66666666667	0.942809041582	3.33333333333	2.49443825785	2.66666666667	0.471404520791
13.2	1.33333333333	0.942809041582	3.0	0.816496580928	3.66666666667	1.6996731712	4.0	1.41421356237
13.3	2.0	2.16024689947	1.33333333333	0.471404520791	2.0	1.41421356237	2.66666666667	0.942809041582
13.4	2.0	1.63299316186	3.33333333333	0.471404520791	2.0	0.816496580928	1.33333333333	0.471404520791
13.5	1.0	1.41421356237	0.666666666667	0.471404520791	4.0	1.41421356237	3.0	2.16024689947
13.6	1.66666666667	0.471404520791	2.33333333333	2.05480466766	3.33333333333	1.6996731712	2.0	0.0
13.7	0.666666666667	0.942809041582	1.33333333333	1.24721912892	2.66666666667	1.24721912892	0.666666666667	0.942809041582
13.8	0.666666666667	0.471404520791	0.0	0.0	3.0	2.82842712475	2.0	0.816496580928
13.9	0.0	0.0	1.33333333333	0.471404520791	3.66666666667	2.49443825785	4.0	0.816496580928
14.0	0.0	0.0	0.666666666667	0.471404520791	4.66666666667	3.68178700573	3.0	0.816496580928
14.1	1.33333333333	0.942809041582	0.666666666667	0.471404520791	2.0	1.41421356237	3.0	2.44948974278
14.2	2.0	0.816496580928	0.666666666667	0.942809041582	1.33333333333	1.88561808316	2.0	0.0
14.3	2.33333333333	0.471404520791	0.666666666667	0.942809041582	2.66666666667	0.471404520791	1.33333333333	0.471404520791
14.4	2.66666666667	2.05480466766	0.333333333333	0.471404520791	1.66666666667	0.471404520791	3.0	1.41421356237
14.5	2.33333333333	0.942809041582	2.33333333333	0.471404520791	1.0	0.816496580928	2.0	1.63299316186
14.6	3.0	2.16024689947	2.66666666667	1.24721912892	4.0	1.63299316186	2.33333333333	1.24721912892
14.7	1.0	0.816496580928	1.66666666667	0.471404520791	1.66666666667	1.24721912892	3.66666666667	2.86744175568
14.8	2.0	1.41421356237	2.33333333333	2.62466929134	1.33333333333	0.942809041582	4.0	0.816496580928
14.9	1.66666666667	1.24721912892	2.33333333333	1.6996731712	2.66666666667	0.942809041582	3.33333333333	0.942809041582
