#Keys	Mean Response Time [ms]	Std Response Time	Mean 25th percentile [ms]	Std 25th percentile	Mean 50th percentile [ms]	Std 50th percentile	Mean 75th percentile [ms]	Std 75th percentile	Mean 90th percentile [ms]	Std 90th percentile	Mean 99th percentile [ms]	Std 99th percentile
1	1.52722222222	0.0334534871496	0.672777777778	0.00684934889219	0.864444444444	0.00797372227467	1.15555555556	0.0342467444609	2.89444444444	0.243559002409	8.22777777778	0.0392837100659
3	1.74222222222	0.0327824855376	0.769444444444	0.00283278861866	0.947222222222	0.00314269680527	1.30555555556	0.00785674201318	4.47777777778	0.547947911375	8.44444444444	0.0628539361055
6	1.87555555556	0.0402384865827	0.841666666667	0.00235702260396	1.03666666667	0.00136082763488	1.41111111111	0.0157134840264	5.14444444444	0.196889390519	8.57777777778	0.0342467444609
9	2.04	0.0554276304944	0.902222222222	0.00797372227467	1.06666666667	0.0136082763488	1.52222222222	0.0283278861866	5.87222222222	0.41148631527	8.76666666667	0.0136082763488
