#Buckets	Mean jobs - Keys 1	Std jobs - Keys 1	Mean jobs - Keys 3	Std jobs - Keys 3	Mean jobs - Keys 6	Std jobs - Keys 6	Mean jobs - Keys 9	Std jobs - Keys 9
13.3	2.0	0.816496580928	1.33333333333	1.24721912892	2.0	1.41421356237	1.66666666667	0.471404520791
13.4	0.666666666667	0.471404520791	2.0	1.63299316186	1.33333333333	1.24721912892	0.333333333333	0.471404520791
13.5	2.0	0.816496580928	0.333333333333	0.471404520791	0.333333333333	0.471404520791	1.0	0.0
13.6	1.33333333333	1.24721912892	2.33333333333	1.24721912892	1.33333333333	0.942809041582	1.66666666667	0.942809041582
13.7	0.0	0.0	2.66666666667	2.49443825785	0.666666666667	0.942809041582	3.0	2.16024689947
13.8	0.666666666667	0.471404520791	2.66666666667	1.88561808316	3.0	2.16024689947	2.0	2.16024689947
13.9	0.666666666667	0.471404520791	2.33333333333	1.6996731712	2.0	2.82842712475	1.33333333333	0.471404520791
14.0	1.33333333333	1.24721912892	3.0	1.41421356237	2.33333333333	1.24721912892	1.66666666667	0.942809041582
14.1	1.0	0.0	1.0	0.816496580928	2.0	1.41421356237	3.0	1.63299316186
14.2	1.33333333333	1.24721912892	2.0	0.816496580928	2.33333333333	0.942809041582	2.33333333333	0.942809041582
14.3	0.666666666667	0.471404520791	1.33333333333	0.942809041582	3.0	0.816496580928	2.33333333333	0.942809041582
14.4	1.0	0.816496580928	1.66666666667	0.471404520791	2.0	1.63299316186	2.0	2.16024689947
14.5	0.333333333333	0.471404520791	1.33333333333	1.24721912892	0.333333333333	0.471404520791	1.33333333333	0.471404520791
14.6	0.333333333333	0.471404520791	0.333333333333	0.471404520791	3.0	1.41421356237	1.0	0.816496580928
14.7	0.666666666667	0.942809041582	2.0	1.41421356237	0.333333333333	0.471404520791	1.0	0.816496580928
14.8	0.666666666667	0.942809041582	2.0	2.16024689947	1.66666666667	1.24721912892	3.0	2.16024689947
14.9	1.33333333333	1.24721912892	1.33333333333	1.24721912892	0.666666666667	0.942809041582	2.0	0.816496580928
