#Keys	Mean Response Time [ms]	Std Response Time	Mean 25th percentile [ms]	Std 25th percentile	Mean 50th percentile [ms]	Std 50th percentile	Mean 75th percentile [ms]	Std 75th percentile	Mean 90th percentile [ms]	Std 90th percentile	Mean 99th percentile [ms]	Std 99th percentile
1	1.50944444444	0.0900342870217	0.654444444444	0.00643102050155	0.848888888889	0.010570165328	1.14444444444	0.0342467444609	2.97777777778	0.725505358141	8.16111111111	0.0820267947791
3	2.09222222222	0.0399614011297	0.932222222222	0.00549971940923	1.14444444444	0.0283278861866	1.71111111111	0.0283278861866	6.27222222222	0.086424162145	8.78888888889	0.043744488189
6	2.18833333333	0.0789866374072	0.96	0.00272165526976	1.18888888889	0.00785674201318	1.77222222222	0.0415739709642	6.30555555556	0.591973055777	9.1	0.108012344973
9	2.36	0.0522989979367	1.02333333333	0.0108012344973	1.24444444444	0.00785674201318	1.88888888889	0.0684934889219	7.05555555556	0.316325352122	9.46111111111	0.0283278861866
