#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,1620.0,1760.0,1540.0
1,2860.0,2940.0,2870.0
2,3120.0,2920.0,3173.33333333
3,3290.0,3210.0,3355.0
4,3488.0,3216.0,3076.0
5,3690.0,3373.33333333,3376.66666667
6,3825.71428571,3494.28571429,3545.71428571
7,3767.5,3357.5,3657.5
8,3820.0,3128.88888889,3791.11111111
9,3814.0,3248.0,3860.0
10,3801.81818182,3201.81818182,3685.45454545
11,3878.33333333,3155.0,3718.33333333
12,3924.61538462,3163.07692308,3780.0
13,3967.14285714,3220.0,3828.57142857
14,3973.33333333,3296.0,3729.33333333
15,3990.0,3255.0,3728.75
16,3967.05882353,3138.82352941,3760.0
17,3980.0,3158.88888889,3808.88888889
18,3941.05263158,3213.68421053,3854.73684211
19,3944.0,3260.0,3882.0
20,3948.57142857,3254.28571429,3829.52380952
21,3855.45454545,3164.54545455,3874.54545455
22,3877.39130435,3197.39130435,3877.39130435
23,3890.83333333,3237.5,3909.16666667
24,3897.6,3228.0,3930.4
25,3903.07692308,3243.84615385,3932.30769231
26,3909.62962963,3278.51851852,3834.07407407
27,3906.42857143,3312.85714286,3850.71428571
28,3916.55172414,3305.51724138,3875.86206897
29,3886.66666667,3328.0,3894.66666667
30,3896.77419355,3351.61290323,3907.09677419
31,3893.75,3366.875,3928.125
32,3814.54545455,3374.54545455,3945.45454545
33,3772.94117647,3390.0,3947.05882353
34,3784.57142857,3352.0,3949.14285714
35,3770.55555556,3308.88888889,3952.77777778
36,3774.59459459,3321.08108108,3948.10810811
37,3772.63157895,3325.26315789,3947.89473684
38,3779.48717949,3333.84615385,3946.15384615
39,3786.5,3358.5,3951.5
40,3797.56097561,3307.80487805,3954.14634146
41,3801.9047619,3259.52380952,3960.0
42,3791.1627907,3235.81395349,3965.11627907
43,3791.81818182,3191.36363636,3941.36363636
44,3793.77777778,3195.11111111,3939.55555556
45,3796.08695652,3211.30434783,3942.17391304
46,3793.19148936,3191.4893617,3945.95744681
47,3798.33333333,3210.0,3948.33333333
48,3801.63265306,3224.08163265,3956.32653061
49,3802.4,3232.0,3949.6
50,3801.17647059,3241.96078431,3953.33333333
51,3803.07692308,3256.92307692,3960.38461538
52,3808.30188679,3268.67924528,3965.28301887
53,3810.37037037,3273.7037037,3967.40740741
54,3812.72727273,3290.18181818,3972.36363636
55,3821.78571429,3306.42857143,3977.85714286
56,3818.59649123,3318.59649123,3980.35087719
57,3826.55172414,3326.55172414,3981.72413793
58,3827.79661017,3338.30508475,3984.74576271
59,3828.0,3349.0,3990.33333333
60,3800.98360656,3356.06557377,3994.42622951
61,3802.58064516,3360.0,3998.06451613
62,3803.17460317,3366.66666667,3992.6984127
63,3804.0625,3373.125,3996.25
64,3805.84615385,3383.38461538,3997.84615385
65,3807.57575758,3391.51515152,4000.60606061
66,3812.8358209,3399.70149254,4006.26865672
67,3818.23529412,3411.76470588,4006.17647059
68,3827.24637681,3417.97101449,4009.56521739
69,3828.85714286,3425.14285714,4002.28571429
70,3834.36619718,3435.21126761,4005.91549296
71,3835.83333333,3445.0,4010.55555556
72,3839.17808219,3453.97260274,4007.94520548
73,3838.10810811,3459.18918919,3992.7027027
74,3839.73333333,3468.8,3996.8
75,3832.89473684,3480.26315789,4001.84210526
76,3836.36363636,3488.05194805,4002.5974026
77,3836.92307692,3496.15384615,3990.76923077
78,3839.74683544,3504.05063291,3989.87341772
79,3843.25,3509.5,3991.75
80,3844.69135802,3513.82716049,3992.34567901
81,3845.6097561,3517.80487805,3996.34146341
82,3846.98795181,3524.3373494,3993.97590361
83,3849.76190476,3526.42857143,3997.61904762
84,3854.82352941,3529.41176471,3996.70588235
85,3859.06976744,3533.72093023,4001.1627907
86,3857.93103448,3536.55172414,4003.67816092
87,3852.5,3540.90909091,4004.31818182
88,3840.2247191,3546.06741573,4007.19101124
89,3841.55555556,3549.77777778,4004.0
90,1249.67032967,714.505494505,496.923076923
