#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,2760.0,2460.0,2320.0
1,3570.0,3380.0,3290.0
2,3586.66666667,3386.66666667,3360.0
3,3810.0,3530.0,3530.0
4,3928.0,3764.0,3660.0
5,4053.33333333,3900.0,3823.33333333
6,4140.0,4011.42857143,3368.57142857
7,4145.0,4135.0,3287.5
8,4253.33333333,4182.22222222,3431.11111111
9,4304.0,4208.0,3324.0
10,4309.09090909,4196.36363636,3385.45454545
11,4351.66666667,4211.66666667,3436.66666667
12,4346.15384615,4190.76923077,3453.84615385
13,4334.28571429,4205.71428571,3372.85714286
14,4328.0,4194.66666667,3458.66666667
15,4331.25,4187.5,3515.0
16,4329.41176471,4207.05882353,3551.76470588
17,4340.0,4218.88888889,3605.55555556
18,4358.94736842,4221.05263158,3663.15789474
19,4369.0,4224.0,3685.0
20,4389.52380952,4213.33333333,3713.33333333
21,4389.09090909,4211.81818182,3753.63636364
22,4393.04347826,4201.73913043,3772.17391304
23,4377.5,4200.0,3741.66666667
24,4379.2,4202.4,3686.4
25,4383.84615385,4195.38461538,3689.23076923
26,4363.7037037,4194.07407407,3718.51851852
27,4365.0,4202.85714286,3744.28571429
28,4369.65517241,4200.0,3726.89655172
29,4373.33333333,4203.33333333,3748.0
30,4382.58064516,4201.29032258,3765.80645161
31,4390.625,4197.5,3787.5
32,4394.54545455,4198.18181818,3799.39393939
33,4356.47058824,4205.29411765,3816.47058824
34,4350.85714286,4208.0,3832.0
35,4346.66666667,4208.33333333,3821.11111111
36,4342.16216216,4209.72972973,3763.24324324
37,4337.36842105,4200.0,3772.63157895
38,4323.58974359,4195.38461538,3787.17948718
39,4302.5,4199.5,3803.5
40,4304.87804878,4195.12195122,3810.24390244
41,4300.0,4206.19047619,3815.71428571
42,4298.13953488,4210.69767442,3827.44186047
43,4292.72727273,4215.90909091,3830.45454545
44,4276.44444444,4212.0,3829.77777778
45,4275.2173913,4211.73913043,3826.95652174
46,4277.87234043,4214.04255319,3834.46808511
47,4278.33333333,4209.16666667,3836.66666667
48,4275.51020408,4210.20408163,3841.2244898
49,4276.8,4205.2,3844.4
50,4276.47058824,4206.66666667,3842.35294118
51,4272.30769231,4201.15384615,3845.0
52,4270.94339623,4200.37735849,3849.81132075
53,4267.03703704,4192.59259259,3851.11111111
54,4264.0,4155.27272727,3851.27272727
55,4250.35714286,4157.14285714,3855.71428571
56,4249.8245614,4159.64912281,3842.45614035
57,4247.24137931,4117.93103448,3841.03448276
58,4243.38983051,4122.03389831,3848.13559322
59,4243.66666667,4121.0,3851.33333333
60,4244.26229508,4122.62295082,3847.86885246
61,4247.74193548,4125.16129032,3851.61290323
62,4246.66666667,4127.61904762,3839.04761905
63,4246.25,4115.9375,3841.5625
64,4244.0,4101.23076923,3846.46153846
65,4244.84848485,4056.66666667,3849.6969697
66,4242.68656716,4049.55223881,3855.52238806
67,4239.41176471,4054.11764706,3856.17647059
68,4235.94202899,4059.42028986,3857.68115942
69,4237.42857143,4061.14285714,3864.0
70,4237.18309859,4061.12676056,3869.85915493
71,4238.61111111,4066.38888889,3874.72222222
72,4238.63013699,4066.84931507,3875.61643836
73,4239.18918919,4066.48648649,3881.89189189
74,4232.8,4065.33333333,3886.66666667
75,4185.52631579,4065.26315789,3887.63157895
76,4187.27272727,4066.49350649,3870.90909091
77,4186.15384615,4068.71794872,3873.33333333
78,4189.36708861,4066.32911392,3872.91139241
79,4191.75,4066.75,3870.75
80,4189.87654321,4063.95061728,3867.90123457
81,4186.34146341,4063.41463415,3867.31707317
82,4188.43373494,4062.89156627,3866.74698795
83,4191.19047619,4063.80952381,3862.85714286
84,4194.35294118,4064.47058824,3861.41176471
85,4195.81395349,4050.46511628,3860.93023256
86,4195.17241379,4049.42528736,3854.02298851
87,4185.45454545,4046.81818182,3852.72727273
88,4190.33707865,4008.53932584,3843.82022472
89,4191.55555556,4005.77777778,3842.66666667
90,2074.06593407,1486.15384615,2974.28571429
