#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,2880.0,3120.0,2460.0
1,3680.0,3150.0,3660.0
2,3793.33333333,3553.33333333,4186.66666667
3,4045.0,3950.0,4700.0
4,4424.0,4388.0,5016.0
5,4636.66666667,4666.66666667,5290.0
6,4791.42857143,4857.14285714,4748.57142857
7,4987.5,5077.5,4985.0
8,5084.44444444,5188.88888889,5157.77777778
9,5152.0,5182.0,5092.0
10,5269.09090909,5292.72727273,5189.09090909
11,5316.66666667,5358.33333333,5000.0
12,5353.84615385,5427.69230769,5072.30769231
13,5422.85714286,5467.14285714,5097.14285714
14,5469.33333333,5368.0,5152.0
15,5522.5,5403.75,5203.75
16,5558.82352941,5445.88235294,5224.70588235
17,5570.0,5485.55555556,5254.44444444
18,5581.05263158,5477.89473684,5271.57894737
19,5609.0,5502.0,5291.0
20,5635.23809524,5481.9047619,5281.9047619
21,5655.45454545,5467.27272727,5228.18181818
22,5659.13043478,5506.08695652,5233.04347826
23,5666.66666667,5541.66666667,5167.5
24,5681.6,5566.4,5210.4
25,5685.38461538,5506.92307692,5226.92307692
26,5688.88888889,5551.85185185,5250.37037037
27,5696.42857143,5584.28571429,5273.57142857
28,5704.82758621,5607.5862069,5288.27586207
29,5710.0,5619.33333333,5302.0
30,5717.41935484,5635.48387097,5315.48387097
31,5710.625,5641.875,5351.25
32,5708.48484848,5658.18181818,5369.09090909
33,5697.05882353,5673.52941176,5379.41176471
34,5688.57142857,5689.14285714,5312.57142857
35,5695.0,5635.0,5324.44444444
36,5690.81081081,5645.40540541,5336.75675676
37,5678.42105263,5655.26315789,5352.10526316
38,5678.97435897,5669.74358974,5363.58974359
39,5667.5,5672.0,5374.0
40,5675.6097561,5691.70731707,5381.95121951
41,5679.04761905,5712.38095238,5317.61904762
42,5670.69767442,5728.8372093,5201.39534884
43,5681.81818182,5746.81818182,5215.0
44,5666.22222222,5747.55555556,5200.0
45,5672.60869565,5746.52173913,5127.39130435
46,5682.9787234,5762.55319149,5133.19148936
47,5690.41666667,5769.16666667,5151.66666667
48,5691.42857143,5777.55102041,5165.30612245
49,5694.4,5787.6,5160.8
50,5701.96078431,5786.2745098,5165.88235294
51,5681.92307692,5771.92307692,5183.84615385
52,5690.94339623,5770.94339623,5189.05660377
53,5697.03703704,5767.03703704,5207.40740741
54,5682.18181818,5779.63636364,5224.72727273
55,5683.57142857,5714.64285714,5217.14285714
56,5632.63157895,5623.85964912,5221.05263158
57,5630.68965517,5537.5862069,5227.5862069
58,5632.20338983,5453.22033898,5194.57627119
59,5636.0,5371.66666667,5147.33333333
60,5643.60655738,5292.78688525,5163.27868852
61,5646.4516129,5225.16129032,5156.4516129
62,5622.53968254,5240.0,5114.6031746
63,5628.4375,5251.25,5132.5
64,5632.61538462,5263.07692308,5148.30769231
65,5641.51515152,5265.45454545,5159.39393939
66,5651.04477612,5273.13432836,5171.34328358
67,5656.17647059,5261.47058824,5153.52941176
68,5653.62318841,5268.4057971,5151.88405797
69,5640.85714286,5260.0,5162.0
70,5642.53521127,5262.25352113,5171.83098592
71,5640.83333333,5274.72222222,5186.38888889
72,5640.0,5282.46575342,5193.15068493
73,5633.51351351,5292.7027027,5203.24324324
74,5636.53333333,5305.06666667,5207.2
75,5640.26315789,5313.68421053,5220.0
76,5621.03896104,5314.54545455,5231.16883117
77,5620.0,5326.66666667,5243.84615385
78,5622.78481013,5334.93670886,5251.64556962
79,5622.25,5343.0,5258.5
80,5623.45679012,5352.59259259,5251.60493827
81,5627.56097561,5362.68292683,5264.14634146
82,5627.95180723,5365.78313253,5247.46987952
83,5626.9047619,5371.9047619,5263.80952381
84,5601.17647059,5381.17647059,5275.29411765
85,5603.95348837,5390.23255814,5289.06976744
86,5606.66666667,5393.10344828,5303.44827586
87,5605.45454545,5402.95454545,5312.95454545
88,5597.75280899,5412.35955056,5323.37078652
89,5602.44444444,5417.77777778,5332.22222222
90,5548.57142857,5365.71428571,5311.42857143
