#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,2320.0,2400.0,2160.0
1,2770.0,2880.0,2420.0
2,2406.66666667,3126.66666667,2680.0
3,2705.0,3245.0,2915.0
4,2884.0,3312.0,3032.0
5,2966.66666667,3373.33333333,3116.66666667
6,3057.14285714,3417.14285714,3137.14285714
7,3127.5,3450.0,3190.0
8,3173.33333333,3471.11111111,3248.88888889
9,3218.0,3496.0,3294.0
10,3247.27272727,3520.0,3329.09090909
11,3276.66666667,3530.0,3365.0
12,3309.23076923,3546.15384615,3389.23076923
13,3335.71428571,3558.57142857,3410.0
14,3336.0,3568.0,3420.0
15,3347.5,3577.5,3437.5
16,3367.05882353,3587.05882353,3449.41176471
17,3384.44444444,3563.33333333,3461.11111111
18,3404.21052632,3568.42105263,3476.84210526
19,3406.0,3573.0,3479.0
20,3420.0,3579.04761905,3485.71428571
21,3423.63636364,3584.54545455,3495.45454545
22,3440.0,3589.56521739,3500.0
23,3447.5,3594.16666667,3505.83333333
24,3459.2,3594.4,3489.6
25,3465.38461538,3601.53846154,3493.07692308
26,3471.85185185,3605.92592593,3496.2962963
27,3471.42857143,3606.42857143,3492.14285714
28,3468.27586207,3606.20689655,3486.20689655
29,3476.0,3610.0,3485.33333333
30,3481.93548387,3610.96774194,3489.67741935
31,3488.75,3612.5,3491.875
32,3488.48484848,3616.36363636,3403.63636364
33,3494.70588235,3620.0,3375.29411765
34,3500.0,3616.0,3381.71428571
35,3505.55555556,3615.0,3376.11111111
36,3510.27027027,3615.13513514,3382.7027027
37,3508.42105263,3613.15789474,3387.89473684
38,3514.35897436,3615.8974359,3389.23076923
39,3520.0,3616.5,3397.5
40,3523.41463415,3619.02439024,3402.43902439
41,3528.0952381,3622.38095238,3409.04761905
42,3531.62790698,3622.3255814,3413.48837209
43,3536.36363636,3625.0,3416.36363636
44,3540.44444444,3597.33333333,3420.44444444
45,3477.82608696,3592.17391304,3424.34782609
46,3446.80851064,3570.63829787,3403.40425532
47,3450.41666667,3573.75,3402.5
48,3455.10204082,3574.28571429,3406.93877551
49,3458.8,3576.4,3411.2
50,3463.1372549,3578.82352941,3416.07843137
51,3466.92307692,3580.0,3420.38461538
52,3466.03773585,3581.50943396,3425.28301887
53,3471.11111111,3583.7037037,3428.51851852
54,3475.27272727,3584.72727273,3430.90909091
55,3442.85714286,3586.42857143,3432.5
56,3447.01754386,3588.77192982,3436.84210526
57,3450.34482759,3591.37931034,3427.24137931
58,3452.54237288,3592.88135593,3430.84745763
59,3454.66666667,3593.33333333,3433.0
60,3456.39344262,3590.81967213,3435.40983607
61,3459.35483871,3591.61290323,3439.35483871
62,3461.9047619,3591.11111111,3443.80952381
63,3467.1875,3591.875,3445.9375
64,3471.38461538,3593.23076923,3450.76923077
65,3473.33333333,3594.54545455,3453.93939394
66,3473.73134328,3595.52238806,3458.20895522
67,3476.17647059,3594.41176471,3461.47058824
68,3478.84057971,3596.52173913,3464.05797101
69,3480.85714286,3597.71428571,3465.71428571
70,3479.71830986,3599.43661972,3466.47887324
71,3483.33333333,3600.55555556,3469.44444444
72,3485.20547945,3601.36986301,3471.78082192
73,3487.02702703,3602.7027027,3473.24324324
74,3487.73333333,3603.46666667,3476.26666667
75,3490.26315789,3605.78947368,3479.73684211
76,3490.90909091,3607.01298701,3483.11688312
77,3492.30769231,3608.46153846,3482.30769231
78,3493.16455696,3603.79746835,3485.3164557
79,3494.75,3606.0,3487.75
80,3492.83950617,3607.16049383,3491.35802469
81,3493.41463415,3608.53658537,3492.92682927
82,3494.21686747,3610.84337349,3495.18072289
83,3495.0,3611.19047619,3497.14285714
84,3495.76470588,3612.47058824,3497.17647059
85,3496.97674419,3613.25581395,3499.30232558
86,3495.63218391,3614.25287356,3502.52873563
87,3496.36363636,3616.36363636,3504.77272727
88,3496.62921348,3606.51685393,3505.84269663
89,3498.66666667,3607.33333333,3501.11111111
