#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,3240.0,2380.0,2460.0
1,5320.0,4410.0,4610.0
2,5660.0,5220.0,5200.0
3,5055.0,5790.0,5725.0
4,5492.0,6184.0,6124.0
5,5840.0,6380.0,6363.33333333
6,6042.85714286,6605.71428571,6585.71428571
7,6252.5,6697.5,6757.5
8,6388.88888889,6864.44444444,6786.66666667
9,6448.0,6972.0,6840.0
10,6569.09090909,7014.54545455,6809.09090909
11,6710.0,6966.66666667,6871.66666667
12,6784.61538462,6976.92307692,6896.92307692
13,6762.85714286,7041.42857143,6957.14285714
14,6849.33333333,7108.0,6970.66666667
15,6528.75,7132.5,7001.25
16,6631.76470588,7147.05882353,6887.05882353
17,6750.0,7226.66666667,6927.77777778
18,6787.36842105,7270.52631579,6981.05263158
19,6855.0,7296.0,7012.0
20,6592.38095238,7336.19047619,6938.0952381
21,6350.90909091,7267.27272727,6886.36363636
22,6323.47826087,7291.30434783,6965.2173913
23,6416.66666667,7319.16666667,6988.33333333
24,6443.2,7351.2,7006.4
25,6480.0,7371.53846154,7014.61538462
26,6549.62962963,7417.77777778,6985.18518519
27,6628.57142857,7443.57142857,7002.85714286
28,6668.27586207,7470.34482759,7025.51724138
29,6701.33333333,7483.33333333,7040.0
30,6743.22580645,7503.87096774,7056.77419355
31,6815.625,7539.375,7070.625
32,6885.45454545,7568.48484848,7086.06060606
33,6928.23529412,7594.11764706,7095.88235294
34,6940.0,7623.42857143,7106.28571429
35,6978.88888889,7630.55555556,7107.77777778
36,6941.62162162,7659.45945946,7113.51351351
37,6989.47368421,7670.52631579,7121.05263158
38,7024.61538462,7669.74358974,7133.33333333
39,7052.0,7591.5,7136.0
40,7066.34146341,7533.17073171,7141.95121951
41,7035.23809524,7561.9047619,7149.52380952
42,7061.39534884,7592.09302326,7154.88372093
43,7064.09090909,7586.81818182,7143.63636364
44,7091.55555556,7588.0,7153.77777778
45,7136.95652174,7586.08695652,7166.08695652
46,7190.21276596,7582.12765957,7161.27659574
47,7233.75,7599.16666667,7163.33333333
48,7234.28571429,7605.30612245,7134.69387755
49,7270.4,7612.4,7131.2
50,7281.56862745,7593.33333333,7139.21568627
51,7289.61538462,7592.30769231,7145.76923077
52,7176.22641509,7590.94339623,7073.96226415
53,7149.62962963,7589.25925926,7105.55555556
54,7153.45454545,7617.45454545,7105.09090909
55,7154.64285714,7643.21428571,7096.42857143
56,7121.05263158,7632.98245614,7122.10526316
57,7121.03448276,7657.5862069,7130.68965517
58,7117.28813559,7693.22033898,7133.55932203
59,7116.0,7647.33333333,7135.66666667
60,7032.78688525,7542.95081967,7156.06557377
61,7049.67741935,7441.93548387,7171.61290323
62,7080.0,7344.12698413,7182.85714286
63,7084.375,7249.375,7186.25
64,7088.92307692,7157.53846154,7200.92307692
65,7080.3030303,7069.6969697,7151.21212121
66,7082.98507463,7095.52238806,7148.95522388
67,7110.0,7116.76470588,7167.35294118
68,7110.14492754,7039.42028986,7185.50724638
69,7052.28571429,6976.0,7207.71428571
70,7059.15492958,7000.0,7206.76056338
71,7068.61111111,7001.66666667,7215.0
72,7067.67123288,7005.47945205,7219.17808219
73,7068.37837838,6990.54054054,7199.72972973
74,7086.93333333,7005.06666667,7120.8
75,7093.94736842,6989.73684211,7090.26315789
76,7091.68831169,6997.4025974,7098.7012987
77,7103.58974359,7010.76923077,7092.82051282
78,7131.64556962,7022.53164557,7093.41772152
79,7139.5,7037.5,7096.0
80,7136.79012346,7043.95061728,7104.9382716
81,7138.04878049,7057.80487805,7103.65853659
82,7141.68674699,7064.81927711,7114.93975904
83,7144.76190476,7063.57142857,7105.23809524
84,7153.41176471,7067.05882353,7115.05882353
85,7150.0,7084.18604651,7124.18604651
86,7122.52873563,7097.70114943,7131.95402299
87,7127.04545455,7101.59090909,7128.18181818
88,7128.53932584,7114.83146067,7131.46067416
89,7140.66666667,7124.0,7129.55555556
90,6745.05494505,4744.83516484,2758.24175824
