#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	0.873637681159	0.0548452562708	1.31639371981	0.0599250477999	1.67248067633	0.066633515527	1.85384299517	0.0919370845355	75.3659231582	0.475182799229	1066.04764634	24.8180549946	1007.97412345	6.32923402432	70.64087032	1.64988359007	1022.33608696	9.83086028406	1112.9889058	27.1460827731
10	1.48860869565	0.0179890317972	1.94432601892	0.0711376760739	2.9542173913	0.0387805185813	2.52147070831	0.0975190798551	272.331837825	4.45026153463	3199.5225735	74.5206893566	3645.81533533	60.0322966695	211.275436938	4.90781499284	2023.68705556	23.237400311	1956.90874372	20.6425350368
16	1.62451932367	0.0489970694746	2.30526858513	0.1122219425	3.27917149758	0.0822283059876	2.99217026379	0.209795196502	371.580269192	10.5660511996	4327.71127005	157.091722705	4975.42899164	141.753867057	285.658212493	10.3594979584	2113.50430918	52.3754044449	2227.60291847	83.374047823
30	5.59268205466	5.31045396779	2.56136956522	0.050378646434	5.99111126313	3.17355797732	3.3436352657	0.0714614305868	430.694680049	29.273088441	5308.2066326	22.7386247862	5621.75713736	589.038775163	350.315561783	1.50053483271	2046.99847478	156.244558033	2309.17616184	101.540099348
44	1.74086483856	0.0925430619261	2.41984541063	0.0590980982592	3.57838609113	0.132924780507	3.14657004831	0.0603979545607	431.936277965	9.67023359471	5042.45328776	93.7414172573	5783.75579869	129.701612489	332.790069728	6.1775714972	2121.80320874	39.7916036451	2129.60708454	119.143759706
56	1.72019323671	0.068559707803	2.3762826087	0.0103691221206	3.5527294686	0.0859762950591	3.18585990338	0.0115470392373	442.126877642	10.6175520146	5029.37860196	83.239766834	5919.86156637	142.605023536	331.927717863	5.48692315743	2093.64976812	9.27315389502	2240.32786957	137.615650009
64	1.81832608696	0.0248886007856	2.3353323602	0.032921671343	3.7775	0.0939704838279	3.15973537692	0.0907722871357	458.437278268	11.1866481691	4820.0100524	121.735290825	6138.96812255	149.671972069	318.120797672	8.02490856658	2214.86608454	23.399412237	2280.24974761	88.0263545378
84	1.74022705314	0.0600918820073	2.32317815313	0.0509486373678	3.56625362319	0.103743852587	3.15434264762	0.0673218999861	441.026152532	10.5746776961	5243.35422815	152.428136338	5905.99072973	141.542561629	346.034317213	10.0486133154	2114.44548551	26.8802255816	2224.96217138	146.432369613
104	1.75897342995	0.0644965640554	2.31604193167	0.0217682680747	3.70984299517	0.0917445664555	3.19986900914	0.024777856661	462.030577729	9.9047146949	5065.84969648	101.723948244	6187.31720826	132.643746895	334.335326491	6.70370176026	2222.22036232	40.4771146741	2342.49751069	167.849955607
128	1.73318015153	0.0223704053209	2.32338643868	0.0766578779473	3.6079803114	0.0471867566613	3.18828738748	0.105560941663	449.980309333	1.81102349428	5040.31306629	243.496756619	6025.75363805	24.2766593009	332.678967526	16.0516047258	2184.38289106	24.6857811831	2301.28065933	95.5234282339
