#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	0.877041062802	0.0292087791716	1.14609517082	0.0519784917924	1.67614251208	0.0301553524647	1.59257447657	0.069840214677	77.3526711579	0.888180848117	1028.73105215	14.4670558186	1028.55987932	12.2779043051	68.1238259072	0.936890046068	1036.4645	11.9188682011	1071.54362317	28.3329942609
10	1.51705555556	0.0283654853794	2.09138226023	0.115102764995	3.05294202899	0.0827158257378	2.77261056338	0.160869844179	308.987965165	7.59005546144	3570.48530306	147.549446347	4132.86044592	101.798496825	235.742112931	9.72559626521	1865.58161594	43.1290029242	1874.28994088	89.3307416545
16	1.79941212728	0.216340552702	2.41192861881	0.153763610109	3.5371943204	0.324154234043	3.13374884773	0.195842032483	389.764086714	21.3617041617	4646.12507486	206.58440777	5213.98462508	286.659085251	306.654043089	13.62129443	2254.02931561	127.38906657	2294.09103669	62.4004478787
30	1.9490942029	0.0535633943292	2.60746859903	0.23818886334	4.05875603865	0.0913488240599	3.36866666667	0.291864376474	546.637197596	11.9719050761	5637.55579852	510.807354901	7315.45427612	159.854080339	372.025784552	33.6837916228	2447.23644686	62.7378355123	2410.85394203	222.525845
44	1.92383091787	0.137321758772	2.91337439614	0.266043131563	3.9369589372	0.280804722498	3.75590338164	0.30582581552	536.622004265	44.7561815955	6652.33573936	1056.73677398	7181.60548526	599.357488064	438.927470184	69.6782037124	2070.40641546	181.825748223	2457.05431401	177.241020087
56	1.88228502415	0.0882615581733	2.96974102457	0.101440440451	3.87857246377	0.168298639588	3.78659055364	0.138507667412	559.760511021	13.2846732091	7056.65899682	603.456125271	7492.21278919	177.540856563	465.578781048	39.7906381288	1863.60872705	19.365769115	2249.37889872	196.887575685
64	1.75293997845	0.109158491164	3.08643902269	0.127001739077	3.733320978	0.211575918553	4.00884885135	0.136280354982	553.01805597	19.9343330046	7303.53323605	633.754313671	7401.92001643	267.067869718	481.873661889	41.8052092273	1713.01379608	54.8342942103	2356.5471223	189.159356431
84	1.76472463768	0.0917363091125	3.11629468599	0.0633192320977	3.71128985507	0.175217401594	3.99994927536	0.0721139194906	555.959767512	22.2703435345	7952.38884171	112.753629315	7441.67897041	298.220460681	524.652294214	7.43014903307	1545.8136087	67.410926933	2123.54151691	103.710891423
104	1.75548850932	0.0824950459283	2.9065942029	0.162042481592	3.6931747412	0.203224947106	3.80280676329	0.216929937584	549.926926302	28.3319663927	7603.06402146	748.182692735	7362.05487971	379.670377487	501.614500774	49.3207469482	1465.04005818	47.1518404731	2145.56343961	207.100736277
128	1.6672679943	0.0380053050149	2.94257487923	0.122226228381	3.61978745699	0.0520662178793	3.85092028986	0.156859042198	569.877253055	16.1404300164	7432.25337079	761.520784426	7628.88235251	216.451091528	490.360059066	50.1906163618	1484.14034367	29.5941408746	2197.80474396	305.309686589
