#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	0.8868647343	0.0575347151546	1.13058553277	0.00894800941254	1.76012077295	0.0943032244163	1.61629864559	0.0154951851101	126.820734734	0.403424912477	1064.87320279	7.14089177598	1026.5722444	7.52465516192	67.0363168614	0.450950638619	1043.88309662	4.09322211401	1058.72075362	12.2261461665
10	1.68071497585	0.0519457182029	2.29016011099	0.149917436424	3.39630676329	0.095290144621	3.02110934042	0.227089076096	342.722491131	10.2466740702	3801.11980768	175.006762219	4577.51409411	136.28910785	250.874109363	11.5574252543	2163.2975942	30.3329496258	2065.16013779	105.951310506
16	1.81501449275	0.0394782732838	2.59591325201	0.142237771054	3.66406038647	0.136618790869	3.38762445696	0.210966044796	419.696605148	19.5553668035	4778.50577985	356.233692023	5608.03119575	262.593407928	315.27879573	23.4963904568	2499.39582367	127.989019891	2401.61108114	73.7917699459
30	2.06377777778	0.0465360631301	2.79134782609	0.0473464224087	4.2798236715	0.118845891294	3.62475120773	0.0785400540762	557.042412062	17.7412188139	5934.8763186	216.956705215	7444.98804772	237.120423791	391.475062274	14.3271086369	2559.84278986	84.308817098	2566.9491715	113.920570023
44	2.05485507246	0.0615151840393	3.03950198102	0.21754594573	4.17007004831	0.134981964708	3.93329181872	0.261169169359	570.059358016	17.5304680633	6875.05875889	645.008022135	7622.63124623	235.558700168	453.519823577	42.5362343576	2187.47047585	103.049496195	2438.62860847	70.9447701365
56	1.83873671498	0.0735149327095	3.27143478261	0.115454804769	3.8788236715	0.136901516104	4.17522705314	0.121799056785	562.35886313	14.0762817527	7585.93394286	124.191039817	7522.08498217	187.989439709	500.379382737	8.19887833527	1967.12308454	44.2045662701	2404.2840942	139.955159294
64	1.9220942029	0.034339554947	3.0220410628	0.123687847227	4.05027777778	0.0430259460762	3.9331763285	0.143438173575	577.020321464	10.4751072851	6960.00480969	622.400119658	7718.78467505	141.190138731	459.057624264	41.0681877991	1905.34759179	42.4632656247	2607.11917391	323.326446634
84	1.79813285024	0.0322976389662	3.12292512077	0.191726264018	3.84095169082	0.047583318972	4.02839855072	0.236246871357	577.918416931	8.70273832332	6940.96569765	942.0352165	7731.83568982	117.49721834	457.796348977	62.1923015818	1681.21857971	14.1392247901	2784.46162802	417.041255496
104	1.79214975845	0.0383417953334	3.22423429952	0.0852961519298	3.8021884058	0.0994072766867	4.19813768116	0.123086775213	571.689714957	16.5502199049	7719.40264096	482.164575753	7649.56276891	221.112921224	509.206995867	31.8029290072	1475.80053623	44.9648129535	2783.43075845	349.96652241
128	1.63838405797	0.0431531715205	3.32486417822	0.0859620498784	3.52259130087	0.0961429843029	4.2789300212	0.102112850445	565.817750843	17.0042436988	7635.5411456	565.433455889	7571.30606805	228.822339794	503.661365948	37.3064240507	1255.89265237	10.2996003575	2612.59926363	95.8941079699
