#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	1.51790096618	0.0326596967418	1.46284405047	0.0593536074628	1.94174154589	0.0531700732314	1.94127473077	0.0428236684586	1028.37661817	12.2873446631	68.2120114024	1.02654103085	77.2981912364	0.91853734425	1028.57729878	19.5970595203	2385.92699275	28.5383841146	2379.18291283	14.0212407272
10	2.74268357488	0.0967832023103	2.37349289092	0.12946041394	3.30376811594	0.113021508611	2.98878049645	0.151336422199	4132.77992197	101.822101363	235.704760107	10.8818056383	309.029806386	7.59543701843	3571.01507373	165.079524175	2897.22064976	95.0596969503	2835.80856734	123.473998373
16	3.30726272599	0.251147792003	2.81576904762	0.0881528608843	3.92416357275	0.242613840587	3.54428809524	0.124074259136	5213.9525096	286.524128045	306.012588356	15.6910334833	389.748885669	21.4092725292	4636.24049014	238.109601287	3152.59830224	145.311904224	3185.90477143	124.447581964
30	4.31626570048	0.0587773012155	3.01739371981	0.246339311322	5.06536714976	0.0209969778195	3.80715458937	0.320056222872	7315.81016238	159.916496499	372.274753736	33.6844873084	546.668303706	11.9326259592	5637.37216231	510.765408947	3173.53953382	108.129279522	3186.00166425	255.535176344
44	3.87266666667	0.436968639764	3.44696618357	0.432310379724	4.66218599034	0.459166691019	4.35477777778	0.467883575026	7181.96575426	599.196118249	439.403145758	69.7523725008	536.850602449	44.7864974113	6652.15340287	1056.76271779	2712.05678744	156.352097056	3192.13295169	105.172861162
56	4.01086231884	0.158915948281	3.56168559066	0.225793531468	4.81623429952	0.0894803559512	4.48674641157	0.286249277482	7492.93180103	177.524111856	466.432827396	39.7192628199	559.972222222	13.2673673295	7056.52873975	603.558843273	2457.8532029	123.969733287	3051.16705945	118.881411815
64	3.78077249827	0.196298019439	3.79817942168	0.35712418307	4.60630576259	0.216156810547	4.76522057137	0.362947793657	7385.5131471	271.441395344	483.082165806	41.7435417698	552.001825714	20.2855636333	7303.86903734	634.228030505	2390.12843147	69.8654826723	3101.99946001	202.172002945
84	3.83675603865	0.277651349868	3.9552705314	0.0548750645875	4.60342512077	0.264745691334	5.04711835749	0.100177264705	7443.28242706	298.504436511	526.596967467	7.4505270875	556.354909703	22.258260516	7952.95624811	112.641250345	2254.52585507	50.8162268035	3020.93632126	108.686483935
104	3.91036911663	0.328593714247	3.78616425121	0.22756077911	4.64065728088	0.322564607229	4.81265942029	0.284332447249	7363.8886372	379.450444455	504.080028589	49.2398409782	550.387166223	28.3337709823	7603.72739989	748.27344305	2083.41418868	29.7911192795	2942.02565942	112.891660368
128	3.85298540298	0.134016072275	3.79849516908	0.312254307664	4.72505225385	0.182714602172	5.05831642512	0.553915540848	7631.52802608	216.405218481	494.576917271	49.8459541936	570.522191639	16.1849483856	7434.54537949	761.144998249	2111.96098155	74.6883476081	2998.868	325.024172196
