#Clients,Mean Response Time - 8 workers [ms],Std Response Time - 8 workers,Mean Response Time - 16 workers [ms],Std Response Time - 16 workers,Mean Response Time - 32 workers [ms],Std Response Time - 32 workers,Mean Response Time - 64 workers [ms],Std Response Time - 64 workers
2.0,0.743502663956,0.00123048777699,0.738611624971,0.0121989314523,0.72441335205,0.0051820934807,0.718796316066,0.00791534071202
10.0,1.0277270491,0.006305345786,0.958155576185,0.00849856795428,0.847135868171,0.0054117808577,0.789776451959,0.0261885423193
16.0,1.23426896476,0.0365995368729,1.15089608779,0.0200971928577,1.03190040404,0.0401398847902,0.973361094902,0.0366986895733
30.0,2.60450598545,0.334327079661,1.53461297908,0.0369643084726,1.43582675562,0.0633080668707,1.43414025145,0.0678837208679
44.0,3.91471099479,0.0274690884734,2.48650863821,0.0229443401338,2.59894925186,0.140287511138,2.6260945303,0.115056108767
56.0,5.24391720179,0.22412853706,3.48197571455,0.146086439368,3.42408475172,0.191543054692,3.63608572753,0.10467059102
64.0,5.89731473185,0.152200135821,4.2234197795,0.165415162512,4.1834204767,0.0385425477792,4.18728110974,0.0300320209807
84.0,8.48866632278,0.260139089072,6.11695519589,0.0558121176673,5.77494981289,0.231346699428,5.60583111413,0.451646273602
104.0,10.3571218877,0.552662952272,7.85546624803,0.0304854213959,7.53621203135,0.0849198632032,7.55561443029,0.14335444376
128.0,13.0521991225,0.337124855636,10.0703276047,0.125709800304,9.84910705949,0.202661513174,9.85837089181,0.240449355917
