#Clients,Mean Post-Processing Time - 8 workers [ms],Std Post-Processing Time - 8 workers,Mean Post-Processing Time - 16 workers [ms],Std Post-Processing Time - 16 workers,Mean Post-Processing Time - 32 workers [ms],Std Post-Processing Time - 32 workers,Mean Post-Processing Time - 64 workers [ms],Std Post-Processing Time - 64 workers
2.0,0.00933110946497,0.000118301666949,0.00920059089023,6.4775632383e-05,0.00921092678786,0.000221803097634,0.00887799494292,2.7439421039e-05
10.0,0.0160606933758,0.000155411214077,0.0135736645437,0.000453283145938,0.0121764875713,0.000307918242436,0.0111745910706,0.000537381903897
16.0,0.0157976866855,0.000641671354261,0.0141705130311,0.000732523800554,0.0125035674582,0.0003385710875,0.0120117639937,0.000428744760525
30.0,0.0141717498632,0.000676331565141,0.0153334252838,0.000664156207427,0.0120623861025,0.000475387323326,0.0118536573223,0.000960579256656
44.0,0.0153447808771,9.55755436127e-05,0.0146579096806,0.000327083444804,0.0123111909644,0.000635906275417,0.010849235836,0.000167595977103
56.0,0.015036447446,0.0012130987622,0.0148039470777,0.000378652840467,0.0120034830569,0.000596688991916,0.0108667375922,0.000361857660032
64.0,0.015411355994,0.00101395710158,0.0159495263167,0.000181911648187,0.012422847369,0.000350495863812,0.0103989882949,0.000599937445553
84.0,0.0158635699125,0.000892046478871,0.0170186898932,0.000511466564942,0.0123930095086,0.000593657964042,0.0103525788729,0.000841249956896
104.0,0.0154409129055,0.000687415765009,0.0154923899206,0.000574795583226,0.011704615438,0.000866621309838,0.0102302517375,0.000366428392453
128.0,0.0161734632177,0.000510884755436,0.0160946288081,0.0017390965455,0.0108824976332,0.000517255214689,0.00945966613227,0.000591880814914
