#Clients,Mean Pre-Processing Time - 8 workers [ms],Std Pre-Processing Time - 8 workers,Mean Pre-Processing Time - 16 workers [ms],Std Pre-Processing Time - 16 workers,Mean Pre-Processing Time - 32 workers [ms],Std Pre-Processing Time - 32 workers,Mean Pre-Processing Time - 64 workers [ms],Std Pre-Processing Time - 64 workers
2.0,0.0140240346117,0.000676159701732,0.0135223502883,0.000438353491039,0.0137322768721,0.000969049635021,0.0132542666558,0.00032641593658
10.0,0.0301474630682,0.00526675022135,0.0292998015716,0.00615158458918,0.031186140965,0.00435554566261,0.0305557239761,0.00542120346518
16.0,0.0358717480169,0.00488108168243,0.0450474815574,0.0180345405651,0.0327566100969,0.00731098354095,0.0313020973256,0.0110969425132
30.0,0.0399897533937,0.0108646288361,0.0603863242286,0.0291626965266,0.0593188826112,0.0110690444803,0.0601741935836,0.0185999177793
44.0,0.0383648718001,0.0136605615548,0.0879472424755,0.049747569679,0.069619721121,0.0526016802786,0.0662513749827,0.0222129373633
56.0,0.0516779657681,0.0185578231812,0.0873498287228,0.0399212879471,0.0739102982591,0.0478574209152,0.0822061155793,0.0239655887756
64.0,0.0722006237828,0.0197722125254,0.123098825298,0.0256571318596,0.0909736977524,0.0516995960503,0.135562732778,0.0483593947598
84.0,0.0388845949193,0.0202238030812,0.0795461562731,0.0195970602561,0.0834676772117,0.0200073771336,0.200854387745,0.0878727887103
104.0,0.0676143618274,0.0277575659704,0.0879057120055,0.0351516623408,0.105765486686,0.0683651745096,0.198058619728,0.0684987971884
128.0,0.0625703526651,0.0168771506688,0.112014381995,0.0542483083895,0.164686925863,0.0993082489526,0.254388376441,0.0522322900587
