#Clients,Mean Server Service Time - 8 workers [ms],Std Server Service Time - 8 workers,Mean Server Service Time - 16 workers [ms],Std Server Service Time - 16 workers,Mean Server Service Time - 32 workers [ms],Std Server Service Time - 32 workers,Mean Server Service Time - 64 workers [ms],Std Server Service Time - 64 workers
2.0,0.650181536884,0.0177216667836,0.674194721163,0.00735305585447,0.668967546798,0.0155574869401,0.679893734149,0.00138651445097
10.0,0.898317855716,0.00682143212737,0.841148103192,0.0220416001792,0.752858300911,0.0365815190572,0.700203442232,0.0699134577381
16.0,0.968500919419,0.0354768509648,0.946051004793,0.0603228300764,0.894529589245,0.033179434149,0.855985479078,0.0380830799258
30.0,0.916545681279,0.00950107757149,1.14939448936,0.0606701148759,1.24862735558,0.0534766695697,1.20487108281,0.0423175283948
44.0,1.00010007325,0.0226643886903,1.24898899189,0.112087888663,1.37061591285,0.0486223343577,1.40816305427,0.0763717789258
56.0,1.0212880586,0.018590589224,1.38899926173,0.0179692191569,1.48235536859,0.131571825984,1.48129955546,0.0201096188707
64.0,1.04436740149,0.0105253579008,1.38580644229,0.0546883042767,1.54989665479,0.0946195838118,1.45789956411,0.102393515698
84.0,0.987123328844,0.0158961954182,1.35030504468,0.0425964250736,1.78120918196,0.0239485721984,1.34916037211,0.246812516696
104.0,1.01553950697,0.0118063949997,1.39323943509,0.0483926657393,1.8401471283,0.232199662872,1.37825695836,0.412573670111
128.0,1.01826461942,0.0480761135974,1.4424349041,0.0422246434057,1.74264241928,0.210196646384,1.38720854356,0.138151062985
