#Clients,Mean Wait-In-Queue Time - 8 workers [ms],Std Wait-In-Queue Time - 8 workers,Mean Wait-In-Queue Time - 16 workers [ms],Std Wait-In-Queue Time - 16 workers,Mean Wait-In-Queue Time - 32 workers [ms],Std Wait-In-Queue Time - 32 workers,Mean Wait-In-Queue Time - 64 workers [ms],Std Wait-In-Queue Time - 64 workers
2.0,0.0144109854664,0.00189884243337,0.0139917475462,0.000896160840631,0.0136851843595,0.000181198367278,0.0147073450565,0.000558147558528
10.0,0.202997973051,0.00902615598935,0.165355885167,0.00052943339962,0.132359281269,0.00246147209359,0.121698679468,0.00882912896978
16.0,0.345889514719,0.00606495408385,0.170267134672,0.0165337376887,0.169890754163,0.00472472262658,0.179767156304,0.00474632134064
30.0,1.67497264324,0.0111284513148,0.327634273699,0.0252044508602,0.248795353204,0.0389605960456,0.226238517378,0.018111838374
44.0,3.62628809855,0.0580307301535,0.854725508091,0.0593983140718,0.36452784377,0.0149248018358,0.303503701916,0.0233531293209
56.0,5.38591903065,0.133447002067,1.79128346888,0.0718088808751,0.509195912353,0.0725865933408,0.395493710238,0.0226965121149
64.0,6.64491866004,0.136876959165,2.08783754626,0.224165797084,0.674685719049,0.0935302070581,0.506269044528,0.0383728593828
84.0,8.70884135738,0.176974738153,3.88124303832,0.153190449359,1.15921456511,0.117886945598,0.861185267137,0.173131719124
104.0,11.8959016363,0.264971340288,5.57896420489,0.41548452814,1.68863748581,0.0867749901326,1.02140412071,0.0431379204309
128.0,15.0506769959,0.923193776368,7.89643326093,0.592822123907,2.49847169572,0.217440586277,1.23993348391,0.0828114279706
