#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	0.823312820513	0.010451719248	5.14621912473	5.60945500337	1.57938461538	0.0262564826221	4.00357682668	3.29990669213	127.916972155	3.59999431324	966.828691866	65.3431192827	958.1796249	26.8781265179	60.1956916781	4.67331106243	1439.30352308	49.2122128243	1410.11158591	88.9256257324
10	1.49568461538	0.0458150828286	2.01781538462	0.0260901947923	3.13227435897	0.0978809030243	2.78455384615	0.0391146985796	351.959097055	4.01217449501	4152.32293419	101.848314077	4648.24967949	57.2714021396	273.709915865	6.76958923128	2046.37105385	29.0439651563	1849.95547692	81.2683396837
16	1.82154615385	0.0646818952564	2.57530769231	0.0808651130518	3.91264615385	0.0881039208427	3.59086410256	0.109930887798	505.874201222	6.22614689715	6155.34814453	221.367903166	6733.4681891	85.2440917793	405.928861178	14.6068959269	2513.41433846	113.726757263	2307.89179744	105.668982359
30	1.94792051282	0.0638659300028	3.06835128205	0.250823653237	4.33131538462	0.127059348291	4.33874358974	0.353628025595	605.63748748	13.4708145857	8247.51214944	586.149471129	8069.84053986	180.333557225	543.891969651	38.6656374206	2517.69110513	81.7703561926	2556.95527436	140.46717412
44	1.79669230769	0.0448149805892	3.61133333333	0.136592169189	4.05681538462	0.122509068054	5.02036153846	0.182261232964	606.746592047	12.6497141677	9740.8495618	108.550093608	8072.46958133	171.063509997	642.295665565	7.13121064207	2295.59495385	60.6535079131	2656.39381538	70.5451953346
56	1.69136153846	0.0317330886487	3.68972564103	0.355205719894	3.90748205128	0.0431453985668	5.19879487179	0.453082092058	605.499226262	10.3997576931	10272.626863	965.309716168	8074.17781951	140.070897947	677.598445012	63.4883649391	1805.11272051	68.5645003546	2574.69244615	87.0885616238
64	1.78876923077	0.0579873331744	3.66377498057	0.53308921831	4.06927948718	0.107747668249	5.22467913753	0.705982628001	615.022673778	10.3665392401	10149.4102293	1709.5512196	8199.81712991	137.700699055	669.604508691	112.317202937	1687.23082821	18.6658315171	2361.67658862	287.653184274
84	1.72760953877	0.0288518667424	4.22597179487	0.139579345117	3.92039761948	0.116073065805	6.14705641026	0.246095814099	607.258388312	16.4806083546	12381.4404572	296.579015949	8108.6106208	219.510981351	816.374854768	19.5475145319	1461.24834853	72.7909011041	2330.12020769	34.6589604743
104	1.74161178313	0.0325221835486	4.38493076923	0.219814467581	3.98935688002	0.066856569935	6.40383076923	0.220523590047	618.560894339	14.9769615787	12935.3428561	449.162783371	8262.49800975	201.854647871	852.962224559	29.6416619053	1362.81625338	40.6467011347	2218.24455897	232.203608231
128	1.72629483294	0.0700929043284	4.20675128205	0.0788567933618	3.95508232323	0.0799869555761	6.10577948718	0.196204241323	626.619596051	4.05228636522	12829.6900265	572.049686788	8374.4422111	53.877927313	846.063699419	37.621996188	1245.39025443	90.4524659177	2506.03331795	410.176584674
