#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	0.767738461538	0.0257707967377	1.05569487179	0.0543470861456	1.48321282051	0.0424985997372	1.49145641026	0.0861692377124	114.400250401	0.922620547449	917.86626853	31.4924342898	927.941238482	15.5073310956	57.6998848157	2.03028058583	1377.93275128	31.7059286211	1303.43558718	53.4400264344
10	1.43008974359	0.0432398212684	2.02750055655	0.0474714544137	3.03539230769	0.075934449308	2.82405901411	0.0532778086895	348.024879808	8.15289505133	4239.07096098	21.0749706346	4653.50894681	109.461487335	279.831926858	1.38011577231	2073.10811795	89.3752440928	1931.98814413	19.3247728581
16	1.82434102564	0.0113369503452	2.49795384615	0.0621677529504	3.97426153846	0.0488874519543	3.52927948718	0.0923869737168	503.401369692	6.2955369411	6072.93264473	111.073776429	6735.1593124	85.2872569736	400.719689002	7.34118112633	2458.68675897	33.6329945754	2340.66931538	27.407123412
30	1.85673589744	0.0661145802768	2.66659189892	0.482617984761	4.13585897436	0.111086660617	3.78250367893	0.640248961915	584.339545773	13.9695310047	7166.24961819	1122.97502243	7814.59647436	188.529616098	472.771355074	74.065627177	2442.32327179	63.9922339871	2242.32696146	408.242231955
44	1.76314358974	0.039096328885	3.37801025641	0.0518285652024	3.9691025641	0.0531439592769	4.75353846154	0.0633888388561	605.989305389	3.91735633191	9457.85864383	110.098144259	8105.73646334	52.377601286	623.870330028	7.27251971926	2263.87635641	15.552475831	2530.27150769	144.376330478
56	1.62815128205	0.0547383276159	3.68335384615	0.113232662157	3.74123846154	0.0665306798473	5.13325897436	0.186028089047	595.32190004	2.4049790915	10268.2029372	341.451036565	7965.72894131	32.1730872838	677.386285557	22.495213756	1742.03900769	32.8865287816	2636.74941282	205.109016823
64	1.76666923077	0.0231277013988	3.61758974359	0.191626267829	3.97524358974	0.0160006574487	5.03975128205	0.265595759657	608.259244792	10.0884908722	10377.343124	559.395731535	8138.57547576	135.220356142	684.619536258	36.7070107417	1670.82382821	31.0586569143	2373.61515641	227.132439307
84	1.70393294483	0.0590246127016	3.71627878254	0.0938801882956	3.90333496503	0.0988337618386	5.3616804267	0.120377183881	616.783844378	4.09999128569	11016.5541972	284.147771672	8253.24363698	54.8558703943	726.656912721	18.7558560958	1605.04256515	29.0453557017	2546.33726089	342.27692533
104	1.69204358974	0.0332971774327	4.17635339597	0.152650857763	3.88157435897	0.0657716005971	5.95980569583	0.210061228194	614.576051683	14.3467196998	12297.1047569	349.529496257	8223.86267278	191.974619476	811.08317604	23.0463757276	1397.87577949	35.8139573363	2484.10349618	253.062722348
128	1.57938599133	0.0538361846321	4.06193589744	0.15798869162	3.72259364651	0.0788705269461	5.86765128205	0.164487306553	609.530742379	14.089125434	12539.0618039	402.20434741	8156.92318117	188.692151392	826.99289363	26.5069911342	1083.43791886	50.6064394551	2447.44827949	134.166425037
