#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	0.770371794872	0.0059382002511	1.03202820513	0.0392901934723	1.48595128205	0.008290300726	1.43097435897	0.0518842537986	72.6479667468	0.854481948338	879.639160156	24.1816232305	951.621702224	10.7454237178	58.1396108774	1.62672987644	1372.81451026	20.5549577911	1320.85596154	40.4829334961
10	1.34778717949	0.0228642183036	1.80205897436	0.129024562641	2.8182025641	0.0507854497533	2.4899974359	0.133837740427	328.970535357	1.97191792088	3753.47944962	223.896468948	4404.41567508	26.1779049827	247.811638622	14.7802117678	1815.05952564	18.7423643902	1577.79661026	117.854191683
16	1.74513846154	0.0246688657797	2.4879025641	0.0230051742172	3.75663846154	0.0504379040963	3.42444615385	0.0379427706705	476.101252003	9.76615578961	5794.98796324	115.951311629	6373.63730469	130.841314817	382.411145333	7.64756988552	2331.52476154	60.2527146366	2265.57733333	84.2107427258
30	1.7295402352	0.0677104303195	2.83359230769	0.100329908661	3.8893374012	0.116610143825	3.94981025641	0.127684264549	578.61051421	13.8192049293	7841.72870593	207.731798464	7745.58166913	185.242133029	517.344203225	13.6903652916	2310.95290578	128.499351454	2286.16498462	63.857632791
44	1.71479487179	0.0305093346425	3.10601538462	0.152030723434	3.90620769231	0.0339714504802	4.36343846154	0.203391590807	600.086070212	2.79233620105	8882.65344802	399.969649056	8032.03079427	37.4298603285	585.98356871	26.3603020974	2338.74805641	26.9662135886	2742.06949487	157.998799135
56	1.64445077315	0.0796906854358	3.5344	0.113983390776	3.8317711881	0.110323028605	4.94371538462	0.146116410725	614.291453559	8.17328758723	10127.3550205	374.461670292	8224.5548291	109.382913141	668.106032151	24.666741744	1916.0158586	55.0342039691	2582.94646667	72.0809286857
64	1.71124658446	0.0550047940708	3.58652820513	0.0476411658522	3.90319866902	0.080124003246	5.10954358974	0.0843443421961	615.905645732	1.68585700684	10717.7738707	238.077170093	8246.19168978	22.0800137616	706.96722506	15.6879162113	1667.75168094	42.5673515155	2627.12163333	127.131409406
84	1.70049230769	0.0378385613606	3.59316666667	0.0878072304386	3.89549487179	0.0508397852148	5.14944871795	0.134346166888	623.806988682	1.83047342578	10647.5637019	266.265233288	8352.79411308	24.6261100863	702.344686498	17.5388481127	1596.07732308	24.6658614465	2769.6885	78.0126279007
104	1.66965128205	0.0285444159476	3.78406615776	0.20043497804	3.85166923077	0.0698721478232	5.47233333333	0.209652079267	621.265317007	1.1770741097	11289.6186834	586.388274628	8317.90974559	15.9639309334	744.676931755	38.6614816889	1582.95632564	43.5859634953	2631.83165394	141.646854421
128	1.63550370156	0.0712673984217	4.0678599726	0.33718988761	3.83795168691	0.0679823959036	5.82427561167	0.522039219362	619.778149852	8.35109846858	12018.8625562	747.040468849	8298.27187555	112.283212885	792.743831237	49.2334192269	1363.79715381	96.5276663725	2671.41205248	136.603396444
