#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	0.75961025641	0.0142317065988	1.07526465062	0.0288849622383	1.45721025641	0.00616445986421	1.49410561754	0.0476961543338	70.3876026643	1.72227711088	892.861169914	32.5573851254	939.971116286	23.2619333325	59.2050291917	2.14740907359	1346.95367179	34.247204738	1324.01288328	48.6817369678
10	1.3441025641	0.0142606081257	1.89187435897	0.0135191606787	2.79648461538	0.0394376325849	2.55837692308	0.0125298554703	328.041030649	3.3016061647	3894.58126502	64.9109979146	4392.66412009	44.221858071	257.119749099	4.28002813218	1794.47791538	39.5760364418	1650.98424872	28.9409920784
16	1.67832307692	0.00591484276135	2.30780769231	0.07017668516	3.6045025641	0.0163448371516	3.18955128205	0.11050471307	465.272303185	5.4159271967	5559.14019181	238.589570704	6230.72267628	72.350062629	366.860769732	15.7351214926	2213.74037179	44.3566095429	2051.60371026	99.6070270287
30	1.76843589744	0.0913841557299	2.84707435897	0.0330634303627	3.91044615385	0.154326787299	3.94245384615	0.0808111473651	567.746086238	12.7461410179	7529.72391076	79.176391461	7602.49121094	170.556030091	496.773773037	5.21855765844	2585.01469744	94.799308961	2599.78433333	87.0221997118
44	1.74556666667	0.0826047847694	3.02698665101	0.157446264874	3.9445025641	0.12882862404	4.16107099237	0.221926400649	593.852704327	12.0423807674	8172.47892447	419.584874815	7952.02730118	161.075650051	539.254420814	27.5736727718	2650.74745128	76.0678876123	2444.79831867	177.038200644
56	1.75893076923	0.0651130053937	3.14835641026	0.107694144001	3.97029487179	0.0869550865349	4.32434871795	0.132041130752	607.740209335	6.62158956764	8624.84176182	219.944554997	8138.59421825	88.7218749628	569.01318109	14.4857558945	2167.20649744	18.2709041832	2406.22641026	70.914349452
64	1.94180426698	0.0180624973689	2.97901237033	0.079405189335	4.23846104913	0.0160147896172	4.20358898023	0.123324768997	604.683446167	10.7878359818	8611.34745146	200.027034242	8097.34058377	144.3025651	568.092570689	13.1754772458	2139.67340748	42.8280782411	2297.16284455	88.0924291975
84	1.84605897436	0.0630334338301	3.1201025641	0.0079711742342	4.1367025641	0.0950272331636	4.45427948718	0.0457095289714	614.947841546	2.22552450647	8899.1229367	147.944644395	8234.48460036	29.670444014	587.063882212	9.75962704021	2177.47198974	57.0689798068	2506.12872821	57.1678537059
104	1.89412820513	0.0297446438805	3.37468569415	0.0698434736595	4.25066923077	0.0505565537612	4.79994931877	0.102142557839	617.645698117	2.16453804606	9473.32467153	114.632184655	8270.91153095	28.7794117638	624.951230889	7.5431484405	2300.18380513	52.9103384136	2583.93767283	58.3326650391
128	1.76286923077	0.0284954233496	3.45435897436	0.0961423833851	4.04205128205	0.0532289096064	4.9380974359	0.0964759246487	619.794428586	4.19173044549	9809.24654948	55.5317098539	8300.16797877	56.2569161286	647.074979968	3.64382965343	2050.83890513	29.2185596452	2688.72961538	79.5236632599
