#Time [s],Throughput [req/s] - rep1,Throughput [req/s] - rep2,Throughput [req/s] - rep3
0,1480.0,1440.0,1320.0
1,2520.0,2590.0,2110.0
2,2166.66666667,2593.33333333,2366.66666667
3,2255.0,2710.0,2425.0
4,2368.0,2792.0,2600.0
5,2570.0,2873.33333333,2756.66666667
6,2625.71428571,2974.28571429,2785.71428571
7,2772.5,3020.0,2855.0
8,2851.11111111,3073.33333333,2893.33333333
9,2860.0,3120.0,2948.0
10,2936.36363636,3125.45454545,2958.18181818
11,2968.33333333,3153.33333333,2980.0
12,2993.84615385,3155.38461538,3000.0
13,3030.0,3145.71428571,3038.57142857
14,3049.33333333,3162.66666667,3062.66666667
15,3052.5,3182.5,3108.75
16,3076.47058824,3209.41176471,3140.0
17,3093.33333333,3223.33333333,3158.88888889
18,3114.73684211,3244.21052632,3160.0
19,3148.0,3241.0,3167.0
20,3156.19047619,3250.47619048,3177.14285714
21,3171.81818182,3242.72727273,3170.0
22,3166.95652174,3253.91304348,3174.7826087
23,3170.83333333,3260.83333333,3170.83333333
24,3168.8,3264.0,3171.2
25,3157.69230769,3264.61538462,3174.61538462
26,3166.66666667,3267.40740741,3167.40740741
27,3174.28571429,3265.71428571,3174.28571429
28,3178.62068966,3271.03448276,3175.17241379
29,3182.0,3272.0,3174.66666667
30,3194.19354839,3274.19354839,3178.06451613
31,3195.0,3271.875,3184.375
32,3200.60606061,3265.45454545,3188.48484848
33,3199.41176471,3271.17647059,3198.82352941
34,3207.42857143,3274.28571429,3208.0
35,3215.55555556,3268.33333333,3226.66666667
36,3205.94594595,3278.37837838,3230.81081081
37,3208.42105263,3285.26315789,3228.42105263
38,3221.02564103,3298.97435897,3232.30769231
39,3224.5,3310.0,3227.5
40,3229.75609756,3313.65853659,3227.31707317
41,3232.38095238,3315.23809524,3217.61904762
42,3229.76744186,3312.09302326,3221.39534884
43,3224.09090909,3310.90909091,3222.27272727
44,3228.88888889,3310.66666667,3222.22222222
45,3226.95652174,3322.60869565,3221.30434783
46,3225.95744681,3317.44680851,3217.0212766
47,3226.66666667,3319.16666667,3215.41666667
48,3223.26530612,3325.30612245,3210.20408163
49,3228.0,3317.2,3209.6
50,3228.23529412,3321.17647059,3212.15686275
51,3236.15384615,3318.84615385,3207.30769231
52,3236.98113208,3323.01886792,3205.28301887
53,3234.81481481,3319.25925926,3199.62962963
54,3232.0,3320.0,3197.45454545
55,3225.35714286,3320.35714286,3196.78571429
56,3230.52631579,3316.49122807,3191.22807018
57,3232.75862069,3312.75862069,3204.48275862
58,3230.84745763,3304.74576271,3218.6440678
59,3235.0,3306.33333333,3227.33333333
60,3241.63934426,3317.37704918,3233.7704918
61,3241.61290323,3319.35483871,3242.58064516
62,3245.07936508,3321.26984127,3248.25396825
63,3239.0625,3329.0625,3255.9375
64,3244.30769231,3332.0,3261.53846154
65,3245.75757576,3340.60606061,3267.27272727
66,3248.65671642,3342.08955224,3274.62686567
67,3252.94117647,3347.35294118,3272.35294118
68,3254.20289855,3348.98550725,3273.33333333
69,3254.85714286,3349.42857143,3278.28571429
70,3253.8028169,3344.22535211,3284.78873239
71,3253.61111111,3344.44444444,3283.88888889
72,3256.71232877,3339.7260274,3280.82191781
73,3262.43243243,3336.75675676,3280.27027027
74,3264.0,3338.93333333,3279.46666667
75,3269.47368421,3341.84210526,3280.0
76,3271.42857143,3335.58441558,3275.84415584
77,3272.56410256,3336.66666667,3271.02564103
78,3273.92405063,3333.16455696,3268.35443038
79,3276.25,3332.0,3268.25
80,3275.80246914,3328.64197531,3268.64197531
81,3278.53658537,3326.58536585,3268.53658537
82,3280.0,3326.02409639,3272.04819277
83,3282.61904762,3328.57142857,3276.42857143
84,3284.0,3332.47058824,3282.11764706
85,3284.41860465,3329.76744186,3283.02325581
86,3287.12643678,3330.57471264,3283.2183908
87,3288.63636364,3330.45454545,3284.77272727
88,3289.21348315,3327.41573034,3283.37078652
89,3292.0,3328.66666667,3287.11111111
