#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	0.905407692308	0.0251883263638	0.905407692308	0.0251883263638	1.3734525641	0.0363042515663	1.3734525641	0.0363042515663	30.3823530148	0.242853130229	30.3823530148	0.242853130229	456.601100511	3.649131877	456.601100511	3.649131877	1654.6555359	9.07235653263	1654.6555359	9.07235653263
10	1.67233205128	0.00800058080568	1.67233205128	0.00800058080568	2.20452435897	0.0150468752558	2.20452435897	0.0150468752558	143.499216246	0.450757839619	143.499216246	0.450757839619	2172.01397486	6.89753793922	2172.01397486	6.89753793922	1877.16213974	25.9037748464	1877.16213974	25.9037748464
16	2.07982948718	0.0108129562568	2.07982948718	0.0108129562568	2.69658205128	0.0404072569416	2.69658205128	0.0404072569416	211.750244141	9.38896856062	211.750244141	9.38896856062	3136.44206731	72.836711021	3136.44206731	72.836711021	2079.69782179	37.0895017535	2079.69782179	37.0895017535
30	2.56722564103	0.0604126859737	2.56722564103	0.0604126859737	3.31661282051	0.114612567352	3.31661282051	0.114612567352	291.69291867	6.4684419642	291.69291867	6.4684419642	4416.04026943	97.2953480416	4416.04026943	97.2953480416	2164.64733846	100.510070329	2164.64733846	100.510070329
44	2.70386666667	0.135282527409	2.70386666667	0.135282527409	3.38267820513	0.159510993986	3.38267820513	0.159510993986	308.679335687	14.4111325443	308.679335687	14.4111325443	4668.87791091	218.520609187	4668.87791091	218.520609187	2083.68249231	72.1644854193	2083.68249231	72.1644854193
56	3.0002842568	0.114847588	3.0002842568	0.114847588	3.72986744277	0.162766341317	3.72986744277	0.162766341317	338.111270044	11.5891319035	338.111270044	11.5891319035	5113.88440504	175.641491555	5113.88440504	175.641491555	2114.99824499	43.0773476475	2114.99824499	43.0773476475
64	3.12989128231	0.0251586526207	3.12989128231	0.0251586526207	3.85170710616	0.0224384930947	3.85170710616	0.0224384930947	351.150127193	2.15544660162	351.150127193	2.15544660162	5306.78127633	32.7395758477	5306.78127633	32.7395758477	2108.88258226	30.86561044	2108.88258226	30.86561044
84	3.38860423762	0.0695831054214	3.38860423762	0.0695831054214	4.15798073987	0.13336530316	4.15798073987	0.13336530316	378.260711126	17.0024782027	378.260711126	17.0024782027	5710.29460327	260.195682996	5710.29460327	260.195682996	2254.21940956	47.0914800368	2254.21940956	47.0914800368
104	3.34339154433	0.0812294360224	3.34339154433	0.0812294360224	4.0902867293	0.115081575278	4.0902867293	0.115081575278	367.728298455	6.71334750003	367.728298455	6.71334750003	5540.35061388	104.126324165	5540.35061388	104.126324165	2281.00400333	53.917097151	2281.00400333	53.917097151
128	3.48845384615	0.113224474768	3.48845384615	0.113224474768	4.23843589744	0.121774804501	4.23843589744	0.121774804501	379.5483749	7.56360187379	379.5483749	7.56360187379	5707.52302559	118.95302232	5707.52302559	118.95302232	2183.88427308	38.2660854922	2183.88427308	38.2660854922
