#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	1.08595641026	0.0619084331573	1.08595641026	0.0619084331573	1.6604	0.0818179103476	1.6604	0.0818179103476	954.729136619	3.87784355121	954.729136619	3.87784355121	59.9226036659	0.230337508001	59.9226036659	0.230337508001	1402.94257436	11.4066874656	1402.94257436	11.4066874656
10	2.33134871795	0.0276581736447	2.33134871795	0.0276581736447	3.26453333333	0.0332723578393	3.26453333333	0.0332723578393	4366.13395683	23.4024007146	4366.13395683	23.4024007146	287.198046875	1.54734784602	287.198046875	1.54734784602	2237.35776667	14.97847155	2237.35776667	14.97847155
16	3.05686366143	0.0314231787982	3.05686366143	0.0314231787982	4.25471779885	0.0399435516627	4.25471779885	0.0399435516627	6363.22458696	32.7178687211	6363.22458696	32.7178687211	419.664298241	2.206197199	419.664298241	2.206197199	2615.71585849	9.48712176874	2615.71585849	9.48712176874
30	4.06033333333	0.257989210157	4.06033333333	0.257989210157	5.54816923077	0.307988606759	5.54816923077	0.307988606759	9044.8296249	635.289813462	9044.8296249	635.289813462	596.611758814	41.8856961555	596.611758814	41.8856961555	2807.45394872	103.399464219	2807.45394872	103.399464219
44	4.75995128205	0.116810528208	4.75995128205	0.116810528208	6.26892051282	0.0239312141601	6.26892051282	0.0239312141601	9578.5686273	87.3232300216	9578.5686273	87.3232300216	631.870522837	5.75054530957	631.870522837	5.75054530957	2430.32480513	71.1222244302	2430.32480513	71.1222244302
56	5.98612307692	1.01992390411	5.98612307692	1.01992390411	7.65835384615	1.15368603722	7.65835384615	1.15368603722	11043.4942458	529.456035176	11043.4942458	529.456035176	728.469879307	34.8844135601	728.469879307	34.8844135601	2193.9206	238.12358021	2193.9206	238.12358021
64	6.24560058416	0.545116971408	6.24560058416	0.545116971408	8.05433896271	0.63900539819	8.05433896271	0.63900539819	11320.9106352	390.886023821	11320.9106352	390.886023821	746.715807556	25.7407054104	746.715807556	25.7407054104	2146.64065065	68.8811600348	2146.64065065	68.8811600348
84	7.60488139313	0.120053079674	7.60488139313	0.120053079674	9.63081359152	0.0870729478289	9.63081359152	0.0870729478289	12963.0317549	95.4742411268	12963.0317549	95.4742411268	855.069521908	6.28727427944	855.069521908	6.28727427944	1827.99301492	28.423454363	1827.99301492	28.423454363
104	6.81222307692	0.0913220955093	6.81222307692	0.0913220955093	8.72062564103	0.113598619726	8.72062564103	0.113598619726	13053.3747396	344.495572857	13053.3747396	344.495572857	861.118239183	22.7260592251	861.118239183	22.7260592251	1947.82559231	65.0045860685	1947.82559231	65.0045860685
128	7.76746527696	0.760768481458	7.76746527696	0.760768481458	9.99111440595	0.873934163459	9.99111440595	0.873934163459	13982.4092218	579.341884202	13982.4092218	579.341884202	922.417814381	38.2540594394	922.417814381	38.2540594394	1480.46594709	209.970439321	1480.46594709	209.970439321
