#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	0.926006126444	0.0360553619234	0.926006126444	0.0360553619234	1.39552550401	0.0630955452203	1.39552550401	0.0630955452203	29.9701717404	0.00864683876642	29.9701717404	0.00864683876642	450.373841811	0.262206559142	450.373841811	0.262206559142	1602.18026469	41.8297788276	1602.18026469	41.8297788276
10	1.64813076923	0.0066087914372	1.64813076923	0.0066087914372	2.18241025641	0.0176148674018	2.18241025641	0.0176148674018	143.705757963	0.779858785964	143.705757963	0.779858785964	2175.15533103	11.7164146471	2175.15533103	11.7164146471	1876.1920641	12.3565793978	1876.1920641	12.3565793978
16	2.08160373996	0.0460530330897	2.08160373996	0.0460530330897	2.68323222759	0.0336593336459	2.68323222759	0.0336593336459	209.973991721	1.10061188118	209.973991721	1.10061188118	3179.7866028	16.6592384056	3179.7866028	16.6592384056	2075.13875119	18.5657326936	2075.13875119	18.5657326936
30	2.6359	0.141806643922	2.6359	0.141806643922	3.34122435897	0.176857005509	3.34122435897	0.176857005509	298.646274038	20.9269513906	298.646274038	20.9269513906	4521.61048302	317.561549777	4521.61048302	317.561549777	2165.49191282	86.265357005	2165.49191282	86.265357005
44	2.67623589744	0.0312195799605	2.67623589744	0.0312195799605	3.37310512821	0.0483388664452	3.37310512821	0.0483388664452	316.418583484	2.87117630278	316.418583484	2.87117630278	4788.80996595	43.7285171024	4788.80996595	43.7285171024	1946.17856923	7.82519960182	1946.17856923	7.82519960182
56	2.9919025641	0.138780958994	2.9919025641	0.138780958994	3.70152948718	0.153538270333	3.70152948718	0.153538270333	364.941043169	17.5668726291	364.941043169	17.5668726291	5521.64793044	264.955236286	5521.64793044	264.955236286	1904.48588846	6.15801765226	1904.48588846	6.15801765226
64	3.11644434208	0.0770438009369	3.11644434208	0.0770438009369	3.84532760083	0.0698318154473	3.84532760083	0.0698318154473	371.658921202	11.2417676487	371.658921202	11.2417676487	5623.42583297	171.104498032	5623.42583297	171.104498032	1893.54503403	46.3751720857	1893.54503403	46.3751720857
84	3.42057320754	0.0307816387102	3.42057320754	0.0307816387102	4.26668061718	0.11765758359	4.26668061718	0.11765758359	425.102365354	6.82176961585	425.102365354	6.82176961585	6424.611923	104.516584164	6424.611923	104.516584164	1991.88435253	31.2247609117	1991.88435253	31.2247609117
104	3.52741538462	0.0357834177821	3.52741538462	0.0357834177821	4.35749230769	0.0743805927239	4.35749230769	0.0743805927239	432.384483924	11.4114616702	432.384483924	11.4114616702	6526.45837841	172.790737596	6526.45837841	172.790737596	1993.03873205	26.0985305475	1993.03873205	26.0985305475
128	3.85796027598	0.164813961696	3.85796027598	0.164813961696	4.7862379037	0.230662849419	4.7862379037	0.230662849419	464.053304906	18.545535113	464.053304906	18.545535113	6992.61960061	289.983968977	6992.61960061	289.983968977	1948.30554728	39.2637406706	1948.30554728	39.2637406706
