#Clients	Mean User CPU - READ-ONLY	Std User CPU - READ-ONLY	Mean User CPU - WRITE-ONLY	Std User CPU - WRITE-ONLY	Mean System CPU - READ-ONLY	Std System CPU - READ-ONLY	Mean System CPU - WRITE-ONLY	Std System CPU - WRITE-ONLY	Mean Net-Received - READ-ONLY	Std Net-Received - READ-ONLY	Mean Net-Received - WRITE-ONLY	Std Net-Received - WRITE-ONLY	Mean Net-Sent - READ-ONLY	Std Net-Sent - READ-ONLY	Mean Net-Sent - WRITE-ONLY	Std Net-Sent - WRITE-ONLY	Mean Context Switches - READ-ONLY	Std Context Switches - READ-ONLY	Mean Context Switches - WRITE-ONLY	Std Context Switches - WRITE-ONLY
2	1.05263589744	0.0383628304314	1.05263589744	0.0383628304314	1.56283846154	0.0536433381862	1.56283846154	0.0536433381862	892.867139924	4.7857239463	892.867139924	4.7857239463	59.1446389223	0.32436099465	59.1446389223	0.32436099465	1346.64005897	13.2139656735	1346.64005897	13.2139656735
10	2.17305897436	0.0586231858774	2.17305897436	0.0586231858774	3.0806	0.0879973284963	3.0806	0.0879973284963	4342.29784155	21.9900007972	4342.29784155	21.9900007972	286.653946314	1.44870390537	286.653946314	1.44870390537	2140.85993333	44.5646168544	2140.85993333	44.5646168544
16	2.75568461538	0.132313386729	2.75568461538	0.132313386729	3.82058205128	0.156812004976	3.82058205128	0.156812004976	6099.26325621	311.591631801	6099.26325621	311.591631801	402.509577825	20.5540782786	402.509577825	20.5540782786	2452.38857436	57.6178362777	2452.38857436	57.6178362777
30	3.31527179487	0.069053840108	3.31527179487	0.069053840108	4.59186923077	0.126991284858	4.59186923077	0.126991284858	7854.15792518	98.5756236352	7854.15792518	98.5756236352	518.207108874	6.49986032775	518.207108874	6.49986032775	2743.62927179	79.7903053644	2743.62927179	79.7903053644
44	3.79081794872	0.088694570508	3.79081794872	0.088694570508	5.21296153846	0.109310200805	5.21296153846	0.109310200805	10069.1012745	186.132449643	10069.1012745	186.132449643	664.223142027	12.2889369627	664.223142027	12.2889369627	2101.47670769	12.7781423449	2101.47670769	12.7781423449
56	3.72880659909	0.141234702992	3.72880659909	0.141234702992	5.07234665077	0.141602974472	5.07234665077	0.141602974472	9989.23099182	321.561080577	9989.23099182	321.561080577	658.969269708	21.2279212523	658.969269708	21.2279212523	2063.44444488	112.628778824	2063.44444488	112.628778824
64	3.88678008348	0.068543794758	3.88678008348	0.068543794758	5.35593315444	0.0997537270787	5.35593315444	0.0997537270787	10278.5441324	224.030265391	10278.5441324	224.030265391	678.041898219	14.7811797691	678.041898219	14.7811797691	2038.74302173	73.6414593379	2038.74302173	73.6414593379
84	3.57368205128	0.0704963348561	3.57368205128	0.0704963348561	4.998	0.0611492018878	4.998	0.0611492018878	9649.9180639	87.4353575363	9649.9180639	87.4353575363	636.591473858	5.74497980072	636.591473858	5.74497980072	2147.93426923	82.5569397563	2147.93426923	82.5569397563
104	3.64094959875	0.12278506192	3.64094959875	0.12278506192	5.1257273439	0.11377214095	5.1257273439	0.11377214095	9957.5428758	311.661420484	9957.5428758	311.661420484	656.86413957	20.5426760789	656.86413957	20.5426760789	2087.76128798	125.862211365	2087.76128798	125.862211365
128	3.50858717949	0.0566935644481	3.50858717949	0.0566935644481	5.06293846154	0.0719679522694	5.06293846154	0.0719679522694	10030.6165815	71.7692343529	10030.6165815	71.7692343529	661.684783153	4.72928622488	661.684783153	4.72928622488	1949.23849231	135.053804756	1949.23849231	135.053804756
