#Keys,Mean Server Service Time [ms],Std Server Service Time
1.0,0.635904248581,0.0174088463383
3.0,0.73857172597,0.0302679299841
6.0,0.811262420093,0.0163095118943
9.0,0.873074131906,0.0398928140041
