#Keys,Mean Wait-In-Queue Time [ms],Std Wait-In-Queue Time
1.0,0.0712429783459,0.0047264455372
3.0,0.0726358667413,0.00211522655357
6.0,0.0766850618741,0.00271431444124
9.0,0.0757577103761,0.00099687986291
