#Keys,Mean NetThread Processing Time [ms],Std NetThread Processing Time
1.0,0.00448565593136,0.000584640717284
3.0,0.00485298720912,0.000235492054412
6.0,0.00447498837405,7.27930105645e-05
9.0,0.00438613424192,3.60701819842e-05
