#Keys,Mean Wait-In-Queue Time [ms],Std Wait-In-Queue Time
1.0,0.0718058969071,0.0022278779079
3.0,0.0788877338884,0.00147931914405
6.0,0.0874889285609,0.00242108840845
9.0,0.0900336333319,0.00089828705382
