#Keys,Mean NetThread Processing Time [ms],Std NetThread Processing Time
1.0,0.00412276015261,4.71566049306e-06
3.0,0.00443798338866,0.000203063887259
6.0,0.00428515804212,7.19178515857e-05
9.0,0.00457776199787,0.00013022584424
