#Keys,Mean Pre-Processing Time [ms],Std Pre-Processing Time
1.0,0.0031869107135,0.000164196906601
3.0,0.00488262051348,4.79688679276e-05
6.0,0.00497263708375,0.000144915640392
9.0,0.00555534585583,0.000227151345616
