#Keys,Mean Server Service Time [ms],Std Server Service Time
1.0,0.630459220691,0.0305428326621
3.0,1.01327363695,0.0226797815937
6.0,1.04997051764,0.0522067635299
9.0,1.15391837992,0.022969517517
