#Clients,Mean Response Time - 8 workers [ms],Std Response Time - 8 workers,Mean Response Time - 16 workers [ms],Std Response Time - 16 workers,Mean Response Time - 32 workers [ms],Std Response Time - 32 workers,Mean Response Time - 64 workers [ms],Std Response Time - 64 workers
2.0,0.83950861884,0.0169203356401,0.835458545831,0.0125101201844,0.870651547693,0.0332329363761,0.82734833248,0.0888720958483
10.0,0.917648802326,0.0321155371415,0.929699748019,0.0443877629465,0.81571862929,0.00129136737061,0.840951302313,0.0289690783967
16.0,1.03565626141,0.0608076517415,0.970195938777,0.0176535495699,0.909941776583,0.011080356805,0.935917389876,0.0507941737246
30.0,1.38133111056,0.0691676732781,1.19297383544,0.0125039806669,1.04457513149,0.0514294007409,0.939513476496,0.007960392193
44.0,1.91279773804,0.118280258005,1.22398818348,0.0968952461699,1.16188809208,0.060612105328,1.02902484248,0.03562666832
56.0,2.65725543846,0.130874165635,1.340266148,0.0680382373634,1.28826660999,0.0451112432167,1.18028462909,0.0811294428636
64.0,3.06184032625,0.122581436043,1.46206648012,0.0831113558757,1.27762133124,0.0683525925398,1.29571632408,0.0568955930076
84.0,4.28918740103,0.0706345092604,2.05001923045,0.0214127443395,1.48051709535,0.132823498492,1.41677815354,0.0382787734497
104.0,4.93533126411,0.258909471677,2.25091275469,0.219304628397,1.64899693424,0.165223815054,1.46525336196,0.0256965569734
128.0,6.05544407936,0.258358073558,2.5480948039,0.115426926675,1.80719431833,0.082033304652,1.64503413273,0.0563310092404
