#Clients,Mean Wait-In-Queue Time - 8 workers [ms],Std Wait-In-Queue Time - 8 workers,Mean Wait-In-Queue Time - 16 workers [ms],Std Wait-In-Queue Time - 16 workers,Mean Wait-In-Queue Time - 32 workers [ms],Std Wait-In-Queue Time - 32 workers,Mean Wait-In-Queue Time - 64 workers [ms],Std Wait-In-Queue Time - 64 workers
2.0,0.0135744964297,0.000108567991151,0.0138281839518,0.000133582851959,0.0142769803372,0.000166969823159,0.0144616802506,4.22834261844e-05
10.0,0.064109279974,0.00127860705586,0.0684794353109,0.000186228140472,0.0688644019572,0.00211469596592,0.072267171987,0.00084163387327
16.0,0.0946289812048,0.00266634433449,0.0881589532405,0.00213920232599,0.089329946049,0.00515004457931,0.104486424466,0.00156931583011
30.0,0.365234851002,0.019438530397,0.164455904797,0.00673650052517,0.145860778645,0.00396104903682,0.151008148482,0.0041945830086
44.0,1.06745922634,0.137079236326,0.442595512037,0.0395352371678,0.16364892645,0.000591904425286,0.15284175873,0.00466849267745
56.0,1.75245699919,0.302045187426,1.1051131297,0.0127671642257,0.205753887819,0.00728168636086,0.200219996307,0.00704504482052
64.0,2.43180090333,0.171963990747,1.42041033055,0.219964957389,0.219693332921,0.0104562058702,0.219984913888,0.00236149375569
84.0,3.89635600839,0.178009021704,2.66761188002,0.479221871864,1.07546989857,0.110076401607,0.236666858461,0.00307043133634
104.0,5.57546418987,0.0625393959724,3.58970714976,0.275678067197,2.12757736234,0.210250480987,0.252683105143,0.00858027959326
128.0,7.8718156735,0.0469698379062,5.76766738335,0.624066342804,3.89743446776,0.336694684076,0.328334758766,0.0281133044023
