#Clients,Mean Queue Size - 8 workers,Std Queue Size - 8 workers,Mean Queue Size - 16 workers,Std Queue Size - 16 workers,Mean Queue Size - 32 workers,Std Queue Size - 32 workers,Mean Queue Size - 64 workers,Std Queue Size - 64 workers
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.510852023342,0.0635319385549,0.674536896053,0.100672852093,0.98083823355,0.0376830349513,0.909138296352,0.0356673841667
16.0,0.924614411761,0.146061856673,0.952459036232,0.136143659266,1.31795158155,0.0812636408693,1.4081427915,0.1024199715
30.0,2.11228961027,0.0993558764283,2.24787401108,0.0449947299311,1.86054715439,0.137538281652,2.32199183125,0.187383110642
44.0,5.22448056492,0.0718370192492,2.21327293429,0.363249513404,2.86222113291,0.38572210414,3.31659297245,0.231311903513
56.0,9.88271842531,0.0667557075333,3.77403803786,0.322011522532,3.07073296279,0.504169066435,3.13458760058,0.957151384035
64.0,13.2749346206,0.243278206428,4.15537342366,0.605832222759,3.81419305819,0.162127376255,3.29817714863,0.905306866941
84.0,21.3760467539,0.274321928582,5.86741817397,0.250606152728,3.79197846431,0.669799254441,4.71682298238,0.35176966715
104.0,28.5054303501,0.708393393725,10.8615109051,1.20400112244,5.29821952329,0.89277504923,5.57635898132,0.925257544624
128.0,36.7754191131,0.56235727334,15.8977359006,2.08723785617,6.3816790626,0.681410054023,5.10094713687,1.87277144764
