#Clients,Mean Post-Processing Time - 8 workers [ms],Std Post-Processing Time - 8 workers,Mean Post-Processing Time - 16 workers [ms],Std Post-Processing Time - 16 workers,Mean Post-Processing Time - 32 workers [ms],Std Post-Processing Time - 32 workers,Mean Post-Processing Time - 64 workers [ms],Std Post-Processing Time - 64 workers
2.0,0.0113241286132,5.29577331411e-05,0.011196207537,0.000137965016683,0.0094123549541,0.000140661716353,0.00954139350062,0.000239553034313
10.0,0.00862269753584,0.000334407708707,0.00932208938033,0.000220491473517,0.0100748694386,0.000130024135473,0.00954446991343,0.000159525847193
16.0,0.00856602934294,0.000237331492238,0.00939382773646,0.000644511748797,0.0091275793233,0.000145032151657,0.00937267468305,0.000194504038007
30.0,0.0107822591593,0.000254867063484,0.0100983600106,0.000227618835524,0.0092698028022,0.00055375401205,0.00922478001495,0.000268069760379
44.0,0.0100626034378,0.000333971220888,0.00971801630878,0.000387054508982,0.00924814219052,0.000137235900631,0.009172268178,0.000116103224197
56.0,0.0101143665203,0.000546745611754,0.00996905624523,0.000419112233772,0.00942531938018,0.000338864152235,0.00871404536406,3.72264622531e-05
64.0,0.0102807275857,0.000418255478603,0.0101458689365,0.000295086468109,0.00883591350258,0.000447826018472,0.00896059490813,0.000245820113717
84.0,0.0110047940098,0.000410920273871,0.0108411453636,0.000140717339558,0.00929367974482,0.000374681293676,0.00913943318894,8.61048896837e-05
104.0,0.0105554371195,0.000434677856436,0.0105181726715,0.00037249717908,0.00935792875941,0.000340285111817,0.00886227043511,2.00511104079e-05
128.0,0.0110555431828,0.000523863212691,0.0101443523823,7.72882400546e-05,0.00947899116716,0.000273885212655,0.00922333964843,0.000268798454293
