#Clients,Mean Server Service Time - 8 workers [ms],Std Server Service Time - 8 workers,Mean Server Service Time - 16 workers [ms],Std Server Service Time - 16 workers,Mean Server Service Time - 32 workers [ms],Std Server Service Time - 32 workers,Mean Server Service Time - 64 workers [ms],Std Server Service Time - 64 workers
2.0,0.836763050014,0.0212752741037,0.820713194221,0.0135812930185,0.830623008748,0.0278967144233,0.770292385301,0.0305585199929
10.0,0.8018185309,0.0343742377094,0.800221339327,0.00977464103641,0.73245481906,0.0305823900897,0.734640760175,0.0039004061601
16.0,0.809708613323,0.0276469002546,0.77633275217,0.0162589729875,0.706958837445,0.00283484143078,0.68213231275,0.0313554549536
30.0,0.893987500318,0.0598309177299,0.980353060755,0.0704545567686,0.989602867273,0.0417973768347,1.02092808009,0.0358624194063
44.0,1.00068717124,0.085496971603,1.44539820294,0.126320243273,1.62439819572,0.152435792222,1.54485013485,0.346418997894
56.0,1.03370724549,0.119615897413,1.91562936144,0.024700123903,2.85717919202,0.193191032185,2.58312749892,0.462278128096
64.0,1.08989223754,0.0470505464254,1.96310164725,0.231324332178,3.21158582156,0.0541870119361,3.4398445096,0.257516192123
84.0,1.1556528126,0.0203536269963,2.13323877772,0.254769683513,3.48242103461,0.385810953618,4.78100245928,0.107528984473
104.0,1.22856229404,0.00472441665612,2.10307005647,0.0739599112665,3.96609460709,0.26618627146,6.29387658734,0.31330439558
128.0,1.29162679205,0.014222229325,2.37421823607,0.126930253429,4.58368012179,0.284805701686,7.66894122856,1.05560247371
