#Client   MNT WIQ PrP SST PsP RspT    RespT_std
2	0.0173548518845	0.0149928164869	0.0122106285965	0.762169483499	0.00954139350062	0.82734833248	0.0888720958483
10	0.0143654639413	0.0561648611056	0.0133229440507	0.731389830681	0.00954446991343	0.840951302313	0.0289690783967
16	0.0154407457549	0.0815182846452	0.015548377712	0.784563605564	0.00937267468305	0.935917389876	0.0507941737246
30	0.016472779142	0.128341530333	0.0159873725537	0.743177177733	0.00922478001495	0.939513476496	0.007960392193
44	0.0189258104751	0.157927629592	0.0200419996725	0.792416078517	0.009172268178	1.02902484248	0.03562666832
56	0.0203595445115	0.152632142395	0.0206713749352	0.913032948278	0.00871404536406	1.18028462909	0.0811294428636
64	0.0216111289358	0.160713345146	0.0221362375886	0.98921992848	0.00896059490813	1.29571632408	0.0568955930076
84	0.0233755859017	0.198799095383	0.0274815805921	1.09470657355	0.00913943318894	1.41677815354	0.0382787734497
104	0.0227926734789	0.221524643345	0.0234245583364	1.12936418699	0.00886227043511	1.46525336196	0.0256965569734
128	0.0298578341703	0.266043808984	0.0444295806788	1.18812916986	0.00922333964843	1.64503413273	0.0563310092404
