Time [s],Beginning of Time Timestamp - rep1,Beginning of Time Timestamp - rep2,Beginning of Time Timestamp - rep3,Mean Response Time [s] - rep1,Mean Response Time [s] - rep2,Mean Response Time [s] - rep3,Mean NetThread Processing Time [s] - rep1,Mean NetThread Processing Time [s] - rep2,Mean NetThread Processing Time [s] - rep3,Mean Waiting in Queue Time [s] - rep1,Mean Waiting in Queue Time [s] - rep2,Mean Waiting in Queue Time [s] - rep3,Mean Worker Pre-Processing Time [s] - rep1,Mean Worker Pre-Processing Time [s] - rep2,Mean Worker Pre-Processing Time [s] - rep3,Mean Server Service Time [s] - rep1,Mean Server Service Time [s] - rep2,Mean Server Service Time [s] - rep3,Mean Worker Post-Processing Time [s] - rep1,Mean Worker Post-Processing Time [s] - rep2,Mean Worker Post-Processing Time [s] - rep3,Mean Queue Size - rep1,Mean Queue Size - rep2,Mean Queue Size - rep3
0,477788121912,712313993012,945900956712,11.3231690374,6.49185027271,8.66300962452,0.0919178111588,0.0867374436803,0.0776869058935,9.30372982833,5.08129236424,7.1034220057,0.116491416309,0.111554564857,0.138168821293,1.74976523605,1.15562857482,1.27563619297,0.0612647455549,0.0566373251126,0.0680956986692,38.6612507664,31.6967038179,37.6962927757
1,477788121912,712313993012,945900956712,7.32600086754,6.84671802736,8.28845762036,0.0219423857475,0.0303892196662,0.0224113155474,6.13546830364,5.68820854007,7.06846688132,0.0396296979086,0.0312531348669,0.0304048911377,1.11042092951,1.08136202075,1.15208543392,0.0185395507359,0.0155051120132,0.0150890984361,41.4757552285,39.2799579011,44.0429316161
2,477788121912,712313993012,945900956712,5.2751637805,7.15672349425,6.04140504386,0.0112249000414,0.019649185473,0.028456505848,4.30817955329,6.00657278434,4.98815488304,0.014883799807,0.0369994470184,0.0337098976608,0.930250654901,1.08063299955,0.975745964912,0.0106248724666,0.0128690778658,0.0153377923977,34.0565283331,41.1575250336,36.3902046784
3,477788121912,712313993012,945900956712,6.0666599918,6.22305426092,6.76441942005,0.0158245185084,0.0138273580879,0.0165610483759,5.10370008196,5.18048672642,5.73305792555,0.0149347903292,0.0215259069569,0.0224609647288,0.918472394482,0.997517057903,0.974047023561,0.0137282065292,0.00969721155214,0.018292457828,39.4383280973,37.4814340589,40.6410149171
4,477788121912,712313993012,945900956712,7.56630554977,5.97886663938,6.37299097866,0.0105772652879,0.0127228407695,0.0133928182487,6.42054746318,4.97114813754,5.35342582781,0.0402642315132,0.0188370582617,0.0244839735099,1.08140208302,0.964366107245,0.965433612951,0.0135145067698,0.0117924955656,0.0162547461369,44.1987799435,37.7073270569,39.2419426049
5,477788121912,712313993012,945900956712,5.65108679754,6.08285540477,5.56467712013,0.00952428791378,0.0179418021146,0.0178057031145,4.74685116756,5.08614754616,4.58920599973,0.0104840133436,0.0194810635948,0.0334906565997,0.87378524506,0.943914186524,0.910419576648,0.0104420836541,0.0153708063753,0.0137551840367,39.116243264,39.1107779706,37.043009303
6,477788121912,712313993012,945900956712,4.60229730404,5.0793381926,5.92026020984,0.0124508362456,0.0123183011486,0.0142121442623,3.75483213929,4.18930525054,4.9828570623,0.0127565901148,0.0301936387732,0.0279673311475,0.799882139291,0.834866855989,0.884370622951,0.0223755991013,0.0126541461568,0.0108530491803,33.7938092861,36.7916193361,39.0739672131
7,477788121912,712313993012,945900956712,5.49914971633,6.31253861694,5.80222343278,0.0199753823384,0.0393743900544,0.0150760152451,4.57736898125,5.15363120435,4.84986195295,0.0126932782437,0.0737953690754,0.0409799579445,0.877376147015,1.03288035742,0.883913234328,0.011735927479,0.0128572960373,0.0123922723091,37.7170695609,35.6965034965,38.2430017085
8,477788121912,712313993012,945900956712,5.09996810231,6.8536511851,6.17142783331,0.0162064935065,0.021138261851,0.0123006194566,4.23670496952,5.77341360045,5.15858440096,0.0121713358071,0.0410074492099,0.0199117555962,0.822969480519,1.0055113149,0.967875728565,0.0119158229526,0.0125805586907,0.0127553287343,37.389212828,41.1582957111,39.9481909053
9,477788121912,712313993012,945900956712,5.21675707912,6.14272023368,6.73886042705,0.0100922844771,0.0139166714164,0.0220894661922,4.33035438919,5.12114525506,5.68407245552,0.0173774963915,0.0302444286121,0.023693366548,0.846960884398,0.964336748361,0.998908868327,0.0119720246687,0.0130771302365,0.0100962704626,35.9527621047,38.3654887432,39.6454092527
10,477788121912,712313993012,945900956712,4.71221097046,7.48204281797,8.22914952537,0.0100196542807,0.0275759177456,0.0215662684124,3.89297111746,6.31218894136,6.95117497545,0.0139767660269,0.0413361309977,0.0239352209493,0.782729549476,1.08622067022,1.20904042553,0.0125138832176,0.0147211576542,0.0234326350245,35.011705458,41.8031987814,40.640589198
11,477788121912,712313993012,945900956712,5.34770047518,6.39996604737,6.14836379265,0.0151267423442,0.0153652247908,0.0128706030151,4.45101154963,5.36987881152,5.15702326104,0.0119538674762,0.0356128066941,0.0209888521555,0.857023455649,0.966943454829,0.945600753769,0.0125848600845,0.0121657495391,0.011880322666,37.4790126716,39.0980002836,39.0046284052
12,477788121912,712313993012,945900956712,4.44841810151,6.59521475895,4.58145253015,0.0123790537506,0.0213340136054,0.0117340624261,3.53248224285,5.51754710145,3.76884947978,0.0190663722114,0.0494949866903,0.0196423267912,0.856029375655,0.988678024253,0.769666741546,0.0284610570445,0.0181606329488,0.0115599196027,33.0974696811,37.8997338066,36.2422558524
13,477788121912,712313993012,945900956712,5.28697374532,5.39445540208,4.30237613551,0.0144423687266,0.0297888676149,0.013621468005,4.40199263321,4.43097032276,3.54740097867,0.0193273513095,0.0349681756018,0.0272958218319,0.839551928783,0.886882398796,0.702961593476,0.0116594632951,0.0118456373085,0.0110962735257,37.4573603406,34.6053063457,33.3212045169
14,477788121912,712313993012,945900956712,5.67050246046,6.30209331797,6.4169886367,0.0137989049615,0.0177064362519,0.0180993264021,4.75855388671,5.21433639017,5.36032460097,0.0228375287279,0.0380121966206,0.0631818860741,0.862741652021,1.00233294931,0.952133138088,0.0125704880357,0.0297053456221,0.0232496851662,36.8230363661,37.5631336406,37.7124029873
15,477788121912,712313993012,945900956712,8.83116112635,7.43674094398,4.38088819769,0.0400967635765,0.0252554303446,0.0128031349889,7.42638592064,6.24288043443,3.58613862798,0.161842658621,0.0520893026294,0.025642045734,1.1760834339,1.09569696227,0.744896791247,0.0267523496069,0.0208188143067,0.0114075977379,41.6710550375,39.2596766291,34.5390951561
16,477788121912,712313993012,945900956712,6.95795406273,6.98201371547,5.9621258541,0.0139770532458,0.0328276225451,0.0176949910095,5.85675010941,5.81330102187,5.03256821218,0.0296148504741,0.0545169247964,0.0415990881069,1.04465934354,1.06778337857,0.858530156691,0.012952706054,0.0135847676832,0.0117334061135,42.622027717,37.0038320294,39.3493449782
17,477788121912,712313993012,945900956712,6.03491947361,6.61157699332,6.22919168056,0.009399650007,0.0146510017718,0.0412392635248,5.06464771105,5.58076011994,5.15209596909,0.0144027859443,0.0320090227613,0.0884151992726,0.931703807924,0.969230857299,0.932085346265,0.0147655186896,0.0149259915497,0.0153559024095,38.4244715106,41.035982009,35.9018033035
18,477788121912,712313993012,945900956712,6.43928441465,7.53926545283,4.44367827678,0.0113003027682,0.0177326636321,0.013339082078,5.41112419262,6.35492277507,3.60537295509,0.0175643454441,0.0399918537121,0.0457378854005,0.976598514994,1.11402197457,0.764619358018,0.0226970588235,0.0125961858421,0.0146089961988,40.9194059977,40.8524564433,34.8185273828
19,477788121912,712313993012,945900956712,5.99525573143,5.15779178504,5.924131749,0.0113612584092,0.0248440364514,0.0123793724967,5.03848469859,4.23234624765,4.97571379172,0.0124312227938,0.0471329536317,0.0270569559413,0.918090858726,0.840824323238,0.89766694259,0.0148876929165,0.0126442240686,0.0113146862483,39.8826012399,34.43728223,38.9441922563
20,477788121912,712313993012,945900956712,4.30134836534,5.36357281746,5.61443278194,0.00909293358745,0.0206892094017,0.0141200997768,3.48059922299,4.35013482906,4.71086909544,0.0149505204515,0.0323695970696,0.0257780622292,0.786444304354,0.942317429792,0.849780753578,0.0102613839613,0.0180617521368,0.0138847709072,34.0345990324,32.474969475,38.401864251
21,477788121912,712313993012,945900956712,7.53310594473,9.21483606715,5.65756750826,0.0155917416452,0.0195475139888,0.0141145142102,6.31559339653,7.74375027978,4.71982043622,0.0261734254499,0.0347165147882,0.0219958360872,1.15883240681,1.40451992006,0.885497673496,0.0169149742931,0.0123018385292,0.0161390482485,41.3590938303,40.9067945643,37.7775280899
22,477788121912,712313993012,945900956712,8.58188291466,6.96112868034,10.5349185145,0.013179559532,0.0119061172627,0.0536836167922,7.37662159326,5.88237012162,9.15197384284,0.0153085512732,0.0263813396261,0.128853304629,1.16380693393,1.0099785079,1.18449481163,0.012966276669,0.0304925939372,0.0159129386437,40.9654163799,40.3305500091,41.9952637244
23,477788121912,712313993012,945900956712,8.71690727309,6.56648120289,7.49617926274,0.0244796834302,0.0211998923243,0.0164558100728,7.5067965538,5.5294233964,6.33999437197,0.015794750551,0.0387274726965,0.027892506068,1.14822073733,0.963128703276,1.09917243629,0.0216155479864,0.0140017381941,0.0126641383495,36.9547184933,38.6239040148,41.161559466
24,477788121912,712313993012,945900956712,6.21833298169,11.2073668205,6.18312455814,0.0297597735029,0.0233708726179,0.0148553222591,5.08947108284,9.94452545637,5.19341689037,0.0207828265591,0.0572637311936,0.0316263521595,1.06525513497,1.16334852558,0.931080717608,0.0130641638225,0.0188582347041,0.0121452757475,36.3797704002,47.4421263791,39.179269103
25,477788121912,712313993012,945900956712,4.86785917886,8.43403434898,7.42545683038,0.0161017241379,0.0351414171833,0.0189653184757,4.01801724138,7.04260860939,6.33819929839,0.0315847432399,0.0787675465013,0.0448843719906,0.779941528157,1.25861581931,1.00581234007,0.0222139419499,0.0189009565988,0.0175955014445,36.9283056314,40.0694419841,44.1056541478
26,477788121912,712313993012,945900956712,5.60216344439,6.0197937847,5.19703043587,0.0118611883526,0.0223156127285,0.0250412199399,4.70188816894,5.04909462424,4.27635598697,0.0218147298006,0.0426760054164,0.0327871242485,0.853951311647,0.890715653351,0.851578356713,0.0126480456453,0.0149918889641,0.011267747996,39.3492917104,38.1348679756,35.4153306613
27,477788121912,712313993012,945900956712,4.94752798455,7.49387195243,5.8063536422,0.0136470701867,0.0150222332342,0.015187189506,4.08509957502,6.3240364222,4.83089293888,0.017114591114,0.0451560786257,0.0344582612336,0.817477218287,1.09411420548,0.91383886408,0.014189529942,0.015543012884,0.0119763885013,35.7766902769,41.4611826891,37.7349986045
28,477788121912,712313993012,945900956712,4.69260394303,6.26466709714,6.59606648407,0.0106140577608,0.0161755775578,0.0176457902211,3.86750828168,5.2223077773,5.52330770947,0.0216489647897,0.0357067585019,0.0298750659363,0.780627944085,0.977326259148,1.01159346723,0.0122046947119,0.0131507246377,0.0136444512071,34.8941052354,37.7943750897,40.8316088456
29,477788121912,712313993012,945900956712,6.39580396399,7.7265748132,5.33896290301,0.0136505880645,0.0147774439601,0.0123238821812,5.33469870771,6.56313295455,4.43470099509,0.0298579062001,0.0331864881694,0.0268717792225,1.0051390591,1.10266181507,0.852052965371,0.0124577029185,0.012816111457,0.0130132811463,38.5350660665,42.0429638854,36.8291097254
30,477788121912,712313993012,945900956712,6.22564426817,6.13876519039,5.35735621956,0.0149869637191,0.0170861733729,0.0127485454785,5.21562477583,5.1241263165,4.43929405028,0.0165456476755,0.0646648123143,0.019447466105,0.965333687405,0.920161814745,0.872596775043,0.0131531935439,0.012726073454,0.013269382651,40.1110498,37.6365109371,37.5911544031
31,477788121912,712313993012,945900956712,4.8776402921,6.55085226087,6.21846767733,0.012109209622,0.0147254202899,0.0169536856745,3.80145123711,5.45432766667,5.21007154381,0.0140538831615,0.0399864057971,0.0488691933241,1.0366843299,1.02721895652,0.926516244784,0.0133416323024,0.0145938115942,0.0160570097357,34.523024055,39.2385507246,38.2116828929
32,477788121912,712313993012,945900956712,6.58927920709,6.21031348068,5.29654446344,0.0201341768593,0.0164484777518,0.014325982906,5.52651307465,5.18650721604,4.39497014245,0.0225626458597,0.0365979508197,0.0350455840456,1.00452322508,0.95406816452,0.818598993352,0.0155460846338,0.0166916715457,0.0336037606838,40.1116265992,39.3392857143,37.6467236467
33,477788121912,712313993012,945900956712,6.76712286708,6.95787116601,6.09112391394,0.0123252192067,0.0280101536607,0.0123042483212,5.72317100905,5.83458678819,5.10901500617,0.0358106332637,0.0511495781862,0.0345751404687,0.978152247738,1.03275174751,0.919934123612,0.0176637578288,0.0113728984634,0.015295395368,41.7723034099,38.3433263031,39.284363437
34,477788121912,712313993012,945900956712,6.99170134157,6.02246768328,5.7149417757,0.0154359662345,0.0289901202749,0.0154887983979,5.81447662044,4.97713933276,4.78989544726,0.0191045975279,0.0440471076747,0.0507446194927,1.12259035273,0.95989954181,0.846944806409,0.0200938046427,0.012391580756,0.0118681041389,40.2966536027,37.253722795,38.3930574099
35,477788121912,712313993012,945900956712,6.6233206192,6.71587068443,6.44927918534,0.0122597987616,0.0199312840703,0.0157041276307,5.5646219969,5.61179394306,5.42235357773,0.0189449845201,0.0497246971532,0.0439193482688,1.0137626935,1.01902148698,0.954846069246,0.0137311455108,0.0153992731678,0.0124560624576,40.8622291022,38.4942459116,40.2297352342
36,477788121912,712313993012,945900956712,5.75077491323,6.68082056433,5.42927177755,0.0198337637096,0.0343510197822,0.0156832510395,4.79210584479,5.55146058887,4.50149302235,0.0211012633625,0.0755205029903,0.0475364215177,0.902734041372,1.00440831161,0.849053001559,0.015,0.0150801410827,0.0155060810811,37.6959600167,38.7871492102,37.7541580042
37,477788121912,712313993012,945900956712,6.17302332872,6.46664630585,5.15315376712,0.0192808667589,0.0204205869341,0.0150755544684,5.10437597971,5.39906845598,4.23652840835,0.0388251575227,0.0515199085681,0.0401469015003,0.99602915322,0.979050435039,0.846703734508,0.0145121715076,0.0165869193334,0.0146991682975,36.9913938835,39.2711989382,37.313111546
38,477788121912,712313993012,945900956712,4.40638205993,7.63127934343,5.72322082636,0.0098836454432,0.0178776944986,0.0168930750418,3.59841634207,6.47315918153,4.79119573948,0.0175843695381,0.0350048268625,0.0348686960999,0.769330549313,1.0901627642,0.867409396319,0.0111671535581,0.0150748763304,0.0128539194233,34.6611735331,42.1190226353,38.1850946068
39,477788121912,712313993012,945900956712,8.37082335976,7.69396333233,6.51429399178,0.0346515263957,0.0207391985538,0.0174388550376,7.05779173554,6.52614539018,5.45802519484,0.0282432619329,0.0437448177162,0.0387679042086,1.2370932029,1.08720531787,0.987199263143,0.0130436329904,0.0161286080145,0.0128627745501,41.3175914994,42.4890027117,39.3390959331
40,477788121912,712313993012,945900956712,6.6796138363,5.63441056934,6.59216667619,0.0208932384342,0.0149500071705,0.0136661474707,5.61236733096,4.61816920981,5.51854925693,0.0262185907473,0.0306902911229,0.0330296227494,1.0031258363,0.954078603184,1.0132512575,0.0170088398577,0.0165224580525,0.0136703915404,39.5528825623,36.5362111,38.8916833381
41,477788121912,712313993012,945900956712,7.57453635809,5.68016740931,6.94070068057,0.023317599512,0.0141305198515,0.0194800266312,6.38656998627,4.70156746644,5.83917743749,0.0241552234253,0.0391514281634,0.0527343837846,1.1260512277,0.910130762639,1.01212556591,0.0144423211835,0.0151872322194,0.0171832667554,42.0219612628,37.4998571837,40.2371652611
42,477788121912,712313993012,945900956712,7.98924746466,5.95809190306,6.32605150469,0.0190535955747,0.0142785887384,0.018479509949,6.78111691764,4.95073452602,5.29509146522,0.0293551782422,0.0364353243051,0.0495477059694,1.14338941303,0.941363235923,0.951542591679,0.0163323601721,0.0152802280827,0.0113902318698,43.4460663798,38.1606557377,38.8089130077
43,477788121912,712313993012,945900956712,7.62342784936,6.7357820964,5.59103043417,0.0176350276087,0.0209192501913,0.0149436425148,6.50918108452,5.65956194338,4.60088673527,0.0203432960498,0.0400527314461,0.0348223287285,1.06256267875,0.997954980872,0.926260487736,0.0137057624239,0.0172931905126,0.0141172399211,44.7273113408,38.0817138485,35.7540174796
44,477788121912,712313993012,945900956712,7.74991935878,5.7487039154,7.24615471859,0.0103798931298,0.0185953986853,0.0143595366686,6.57909998473,4.74544062589,6.12275841387,0.0178992671756,0.0547554872821,0.0343253553155,1.12880143511,0.910540211489,1.05844411597,0.013738778626,0.0193721920549,0.0162672967595,43.0091603053,36.6760503001,42.5757532689
45,477788121912,712313993012,945900956712,10.7081380302,5.80471800294,9.51374113014,0.0117552814029,0.0202207870432,0.0158231147864,9.03551162316,4.83412525766,8.27495766883,0.0176698409462,0.0560294605809,0.0280726717858,1.62357761011,0.879986467675,1.17902449301,0.0196236745514,0.0143560299826,0.0158631817287,41.177406199,37.6898674876,42.309509746
46,477788121912,712313993012,945900956712,11.2585773751,6.17635383123,8.42913653938,0.015460232288,0.0168583899127,0.0167877456463,9.76990594657,5.16550872939,7.20897793577,0.0230738211382,0.0565489122904,0.0317972040262,1.43468636469,0.918967825966,1.1575593066,0.015451010453,0.0184699736733,0.0140143473398,44.1433217189,38.5722599418,43.3895190925
47,477788121912,712313993012,945900956712,9.41504184975,7.24628439201,6.33552837185,0.0133249291283,0.019866969147,0.0314386685064,8.12412209426,6.22091674229,5.17638085547,0.0245346739901,0.0499462643678,0.0745591755778,1.23807182849,0.944393103448,1.03159168679,0.0149883238838,0.0111613127647,0.0215579855122,44.296420978,40.7958257713,33.3766816143
48,477788121912,712313993012,945900956712,6.32077489137,8.42761912053,8.96973990999,0.0118036002483,0.0337099341285,0.0255293249325,5.2130551676,7.14061687734,7.56903679568,0.0315204376164,0.0988160940004,0.0415846444644,1.04781019553,1.12442771942,1.31785364536,0.0165854903786,0.0300484956382,0.01573549955,36.645716946,40.0129962613,40.7279927993
49,477788121912,712313993012,945900956712,6.74297314858,8.99664316413,6.27989313606,0.0178103310239,0.035524879585,0.0158976510067,5.61018769823,7.56580657651,5.25080997559,0.0235284526559,0.122264912931,0.047073276388,1.08012862202,1.25807487959,0.948055567419,0.0113180446497,0.0149719155243,0.0180566656498,37.4169361047,39.7539829567,37.4945088469
50,477788121912,712313993012,945900956712,6.83201009404,6.83751860528,6.50044622059,0.0103002507837,0.0166431206247,0.0134551764706,5.68501319749,5.77175873721,5.43199030882,0.0246397335423,0.0568332121702,0.0266553529412,1.0954610815,0.973356542811,1.00934641176,0.016595830721,0.018926992461,0.0189989705882,38.5880877743,42.9662089391,39.7467647059
51,477788121912,712313993012,945900956712,8.162500452,6.35137494827,6.84296951555,0.0174068578554,0.0221516295913,0.0153872144233,6.91731067643,5.34913645887,5.77487298376,0.0275211190773,0.0458260863942,0.0409462152491,1.18879926746,0.920881867563,0.998233526012,0.0114625311721,0.0133789058458,0.0135295761079,43.6846945137,42.3940765649,42.2609413708
52,477788121912,712313993012,945900956712,7.24276579926,7.16388388343,6.1384230713,0.0215139743156,0.0520603932584,0.0222088398597,6.07025386955,5.89719448736,5.08291648159,0.0261459445759,0.075183988764,0.0373087083577,1.09853758026,1.12675804073,0.982975043834,0.0263144305509,0.0126869733146,0.0130139976622,38.7977357215,34.9057233146,36.7593512566
53,477788121912,712313993012,945900956712,5.76424333135,5.63665838614,7.38617275174,0.0135323459363,0.0157520755205,0.019706760608,4.7559081423,4.71758467606,6.20446754275,0.0149326734147,0.0581393766973,0.0364839138695,0.964955567133,0.833934708393,1.10829813173,0.0149146025603,0.0112475494633,0.0172164027866,35.8341768383,38.506401138,41.204559848
