#Buckets,Keys 1 - rep 1,Keys 1 - rep 2,Keys 1 - rep 3,Keys 3 - rep 1,Keys 3 - rep 2,Keys 3 - rep 3,Keys 6 - rep 1,Keys 6 - rep 2,Keys 6 - rep 3,Keys 9 - rep 1,Keys 9 - rep 2,Keys 9 - rep 3
2.4,890.7470099999991,768.2737499999857,1015.5773700000136,1432.1982600000047,1385.015939999983,1480.7282399999967,1549.5779699999912,1854.8742600000041,1366.82657999999,1441.250100000012,1399.57091999998,1406.1067200000143
2.5,775.3277700000035,680.5053000000116,952.1492399999916,1206.8936099999773,1356.1706700000213,1435.8384000000078,1356.5402100000138,1500.5725200000088,1202.1635700000115,1298.9348999999966,1220.9103900000082,1219.0878000000012
2.6,738.3653099999938,656.0597699999926,832.7111400000067,1026.0267300000123,1209.1067999999723,1146.4841700000106,1205.8411499999966,1344.2364899999775,960.8489999999983,1203.3174599999802,1059.092730000004,1058.4754199999988
2.7,643.0988700000089,655.5423600000213,764.7549299999737,896.071769999995,1087.8806700000132,1111.1264999999767,1012.4774999999972,1206.1322100000398,930.8687399999944,1035.9531900000075,891.4171500000011,882.8369100000018
2.8,595.1725200000146,615.917789999985,644.5308600000135,765.8712900000173,1029.4690499999997,904.3831800000262,890.5684499999879,1102.5424799999673,877.5434700000078,907.5635100000109,810.4324499999857,821.4326099999853
2.9,627.3070199999856,576.8632799999905,656.0927100000117,715.1660999999949,828.8683199999941,889.5661200000104,794.6906400000007,1014.0750000000189,794.3261400000047,816.1835399999909,696.8110500000112,710.631450000019
3.0,506.03247000001284,630.3504600000015,564.6618899999885,775.8784799999776,830.7539099999922,870.1976699999868,815.3597700000028,958.1521499999872,717.5024099999937,828.6326999999947,757.6285500000013,623.0967299999902
3.1,527.93918999999,557.4302100000059,513.7795799999949,680.4726300000184,697.4057700000121,747.4855499999903,692.8831799999898,858.9779100000014,653.177249999997,716.0436000000045,654.9728399999876,577.3241700000108
3.2,469.54799999998795,576.9709199999998,519.3506700000071,671.3437500000073,715.5260100000232,715.6017000000211,703.4882400000097,764.0181000000011,597.1485600000051,671.0900400000028,606.510900000012,496.4668199999833
3.3,412.5123900000035,523.1760300000024,468.04985999999917,602.5923899999834,675.5057999999917,639.7319699999862,639.2332800000077,698.0836500000223,629.1505800000014,611.7081299999991,502.98425999999745,508.31126999999833
3.4,427.65138000001025,475.3026899999895,416.74842000000353,524.4396299999935,637.5266099999862,571.0919400000057,646.32311999999,615.6646199999814,565.2431999999972,539.0284500000053,517.8126599999996,473.9786100000092
3.5,396.1593900000007,421.5231899999999,428.26823999998305,542.7273600000044,560.0398500000156,598.2163199999995,575.210160000006,579.024089999999,520.3810799999956,592.1750699999757,522.5061599999899,450.55863000001773
3.6,385.3041299999604,387.462059999998,417.21236999998655,511.9415099999969,542.4113699999798,556.0448399999877,505.39086000000316,535.6144800000038,560.5623900000064,572.3306100000118,553.1476500000063,451.0727099999858
3.7,381.12138000002597,378.06138000001374,393.6980700000131,433.79730000000563,481.58325000002515,509.27751000000717,501.9047099999989,532.065419999999,536.1955199999938,536.8634100000054,526.2423300000191,496.76417999999467
3.8,364.3554599999916,344.02320000001055,382.83174000003055,429.8628600000011,416.8460699999705,483.69483000000037,478.39328999997815,503.2386899999983,500.46327000000383,528.1398899999986,522.638279999981,508.35725999998976
3.9,327.38787000000593,329.0900399999664,331.141140000007,390.1776300000056,464.0933700000023,467.26911000000837,478.70154000002367,507.8227499999921,516.2280299999911,548.1738900000128,496.80072000000655,477.6005700000205
4.0,327.48723000001337,344.56176000000414,325.0703699999722,421.33562999998685,433.9235700000063,489.0066300000035,531.7901999999849,492.1890300000159,535.9597199999989,459.7547399999967,519.0902999999926,527.3863199999978
4.1,301.0271399999838,334.2594600000084,302.30037000001175,373.22181000001,377.4955500000142,429.8653799999811,482.5415700000194,426.66047999999137,504.3878100000002,455.7150000000038,473.56415999999444,496.4795099999865
