#Keys,response_time_rep1,response_time_rep2,response_time_rep3,25th_rep1,25th_rep2,25th_rep3,50th_rep1,50th_rep2,50th_rep3,75th_rep1,75th_rep2,75th_rep3,90th_rep1,90th_rep2,90th_rep3,99th_rep1,99th_rep2,99th_rep3
1,1.52333333333,1.48833333333,1.57,0.681666666667,0.665,0.671666666667,0.871666666667,0.853333333333,0.868333333333,1.15,1.11666666667,1.2,3.15,2.56666666667,2.96666666667,8.2,8.2,8.28333333333
3,1.715,1.72333333333,1.78833333333,0.766666666667,0.768333333333,0.773333333333,0.945,0.945,0.951666666667,1.3,1.3,1.31666666667,3.76666666667,5.1,4.56666666667,8.4,8.4,8.53333333333
6,1.82833333333,1.87166666667,1.92666666667,0.843333333333,0.843333333333,0.838333333333,1.035,1.03666666667,1.03833333333,1.4,1.4,1.43333333333,5.26666666667,4.86666666667,5.3,8.58333333333,8.53333333333,8.61666666667
9,2.07666666667,2.08166666667,1.96166666667,0.898333333333,0.913333333333,0.895,1.06666666667,1.08333333333,1.05,1.55,1.53333333333,1.48333333333,6.3,6.0,5.31666666667,8.75,8.78333333333,8.76666666667
